,result,odds-home,odds-draw,odds-away,home-wins,home-draws,home-losses,home-goals,home-opposition-goals,home-shots,home-shots_on_target,home-possession,home-opposition_shots,home-opposition_shots_on_target,home-opposition_possession,away-wins,away-draws,away-losses,away-goals,away-opposition-goals,away-shots,away-shots_on_target,away-possession,away-opposition_shots,away-opposition_shots_on_target,away-opposition_possession,home_shot_accuracy,home_shot_efficiency,home_opposition_shot_accuracy,home_opposition_shot_efficiency,away_shot_accuracy,away_shot_efficiency,away_opposition_shot_accuracy,away_opposition_shot_efficiency
3146,D,1.95,3.75,4.0,7,1,2,18,8,151,92,483,110,57,427,7,2,1,20,13,135,64,485,85,39,425,0.609271523178808,0.1956521739130435,0.5181818181818182,0.14035087719298245,0.4740740740740741,0.3125,0.4588235294117647,0.3333333333333333
3147,A,4.5,3.8,1.85,5,1,4,19,15,113,52,472,140,68,438,6,2,2,16,9,148,90,482,115,58,428,0.46017699115044247,0.36538461538461536,0.4857142857142857,0.22058823529411764,0.6081081081081081,0.17777777777777778,0.5043478260869565,0.15517241379310345
3148,H,1.5,4.5,7.5,5,3,2,12,6,119,63,498,118,65,412,3,4,3,12,11,105,57,398,167,95,512,0.5294117647058824,0.19047619047619047,0.5508474576271186,0.09230769230769231,0.5428571428571428,0.21052631578947367,0.5688622754491018,0.11578947368421053
3149,A,3.9,3.6,2.05,2,3,5,9,15,100,51,455,139,69,455,5,4,1,23,8,151,79,474,107,54,436,0.51,0.17647058823529413,0.49640287769784175,0.21739130434782608,0.5231788079470199,0.2911392405063291,0.5046728971962616,0.14814814814814814
3150,H,1.3,5.75,12.0,6,2,2,15,6,115,56,482,113,51,428,2,3,5,8,17,94,45,464,127,69,446,0.48695652173913045,0.26785714285714285,0.45132743362831856,0.11764705882352941,0.4787234042553192,0.17777777777777778,0.5433070866141733,0.2463768115942029
3151,H,2.2,3.4,3.6,2,4,4,9,12,92,43,426,122,57,484,3,2,5,12,13,126,64,434,133,69,476,0.4673913043478261,0.20930232558139536,0.4672131147540984,0.21052631578947367,0.5079365079365079,0.1875,0.518796992481203,0.18840579710144928
3152,A,3.4,3.4,2.3,2,2,6,10,16,140,56,413,125,71,497,3,2,5,9,20,105,46,443,86,50,465,0.4,0.17857142857142858,0.568,0.22535211267605634,0.4380952380952381,0.1956521739130435,0.5813953488372093,0.4
3153,A,4.5,3.6,1.91,2,2,6,6,11,116,56,418,128,56,492,6,3,1,21,15,126,60,469,95,42,441,0.4827586206896552,0.10714285714285714,0.4375,0.19642857142857142,0.47619047619047616,0.35,0.4421052631578947,0.35714285714285715
3154,D,2.8,3.2,2.8,2,3,5,12,18,91,39,447,110,57,463,3,3,4,11,13,125,63,491,85,49,418,0.42857142857142855,0.3076923076923077,0.5181818181818182,0.3157894736842105,0.504,0.1746031746031746,0.5764705882352941,0.2653061224489796
3155,H,1.4,5.5,8.0,7,2,1,17,7,130,73,496,92,47,414,4,2,4,14,16,129,72,470,100,46,439,0.5615384615384615,0.2328767123287671,0.5108695652173914,0.14893617021276595,0.5581395348837209,0.19444444444444445,0.46,0.34782608695652173
3156,A,6.0,4.33,1.6,1,2,7,8,19,92,46,404,161,71,506,7,1,2,14,7,149,79,469,99,48,441,0.5,0.17391304347826086,0.4409937888198758,0.2676056338028169,0.5302013422818792,0.17721518987341772,0.48484848484848486,0.14583333333333334
3157,H,1.7,4.0,5.5,7,2,1,18,8,153,95,490,116,58,420,6,3,1,13,4,130,70,499,117,62,411,0.6209150326797386,0.18947368421052632,0.5,0.13793103448275862,0.5384615384615384,0.18571428571428572,0.5299145299145299,0.06451612903225806
3158,H,1.25,7.0,12.0,5,4,1,21,9,142,79,469,112,57,441,2,2,6,11,16,135,54,412,123,69,498,0.5563380281690141,0.26582278481012656,0.5089285714285714,0.15789473684210525,0.4,0.2037037037037037,0.5609756097560976,0.2318840579710145
3159,A,1.33,5.5,11.0,7,1,2,14,7,161,91,480,103,52,430,3,3,4,13,12,85,40,437,123,59,473,0.5652173913043478,0.15384615384615385,0.5048543689320388,0.1346153846153846,0.47058823529411764,0.325,0.4796747967479675,0.2033898305084746
3160,A,6.0,4.6,1.55,3,2,5,7,19,106,47,446,87,50,463,7,2,1,19,7,123,68,504,96,48,406,0.44339622641509435,0.14893617021276595,0.5747126436781609,0.38,0.5528455284552846,0.27941176470588236,0.5,0.14583333333333334
3161,D,1.75,3.8,5.25,3,4,3,10,10,135,70,501,82,49,409,2,2,6,7,12,114,55,426,129,60,484,0.5185185185185185,0.14285714285714285,0.5975609756097561,0.20408163265306123,0.4824561403508772,0.12727272727272726,0.46511627906976744,0.2
3162,A,1.8,3.8,4.75,2,3,5,9,14,99,45,465,118,66,445,2,2,6,10,18,101,53,446,138,69,464,0.45454545454545453,0.2,0.559322033898305,0.21212121212121213,0.5247524752475248,0.18867924528301888,0.5,0.2608695652173913
3163,H,1.29,6.0,12.0,6,3,1,21,15,131,64,467,91,38,443,2,4,4,12,17,89,39,435,114,64,475,0.48854961832061067,0.328125,0.4175824175824176,0.39473684210526316,0.43820224719101125,0.3076923076923077,0.5614035087719298,0.265625
3164,D,4.5,3.9,1.83,2,2,6,10,16,121,67,432,133,70,478,6,2,2,15,7,121,57,484,111,46,426,0.5537190082644629,0.14925373134328357,0.5263157894736842,0.22857142857142856,0.47107438016528924,0.2631578947368421,0.4144144144144144,0.15217391304347827
3165,H,1.67,4.0,5.75,3,4,3,10,10,101,51,395,166,94,515,1,2,7,8,18,96,53,393,174,83,517,0.504950495049505,0.19607843137254902,0.5662650602409639,0.10638297872340426,0.5520833333333334,0.1509433962264151,0.47701149425287354,0.21686746987951808
3166,D,2.15,3.6,3.6,3,2,5,12,20,127,70,462,109,53,447,5,1,4,19,15,121,55,464,129,64,446,0.5511811023622047,0.17142857142857143,0.48623853211009177,0.37735849056603776,0.45454545454545453,0.34545454545454546,0.49612403100775193,0.234375
3167,A,1.44,4.75,8.0,8,2,0,19,5,121,65,503,93,46,407,5,2,3,21,16,119,56,466,125,62,444,0.5371900826446281,0.2923076923076923,0.4946236559139785,0.10869565217391304,0.47058823529411764,0.375,0.496,0.25806451612903225
3168,H,1.4,5.0,9.5,5,4,1,18,9,167,95,473,109,52,437,2,3,5,8,12,107,50,418,128,59,492,0.5688622754491018,0.18947368421052632,0.47706422018348627,0.17307692307692307,0.4672897196261682,0.16,0.4609375,0.2033898305084746
3169,D,3.2,3.4,2.4,3,3,4,14,13,90,41,448,122,58,462,5,3,2,11,5,128,69,493,129,68,417,0.45555555555555555,0.34146341463414637,0.47540983606557374,0.22413793103448276,0.5390625,0.15942028985507245,0.5271317829457365,0.07352941176470588
3170,A,2.3,3.4,3.4,2,3,5,10,16,87,41,419,139,82,491,2,2,6,12,18,87,47,425,153,80,485,0.47126436781609193,0.24390243902439024,0.5899280575539568,0.1951219512195122,0.5402298850574713,0.2553191489361702,0.5228758169934641,0.225
3171,A,4.2,3.5,2.0,1,3,6,8,17,113,53,474,112,62,436,5,3,2,18,12,121,55,498,111,45,412,0.4690265486725664,0.1509433962264151,0.5535714285714286,0.27419354838709675,0.45454545454545453,0.32727272727272727,0.40540540540540543,0.26666666666666666
3172,A,2.4,3.4,3.2,2,3,5,15,20,125,66,422,121,56,488,3,5,2,10,9,127,66,501,83,48,409,0.528,0.22727272727272727,0.4628099173553719,0.35714285714285715,0.5196850393700787,0.15151515151515152,0.5783132530120482,0.1875
3173,H,1.2,7.0,21.0,7,2,1,19,9,151,87,482,121,61,428,1,3,6,8,16,78,37,424,109,45,486,0.5761589403973509,0.21839080459770116,0.5041322314049587,0.14754098360655737,0.47435897435897434,0.21621621621621623,0.41284403669724773,0.35555555555555557
3174,H,1.33,5.5,11.0,6,1,3,15,10,152,84,474,104,55,436,3,2,5,7,19,102,45,449,90,48,460,0.5526315789473685,0.17857142857142858,0.5288461538461539,0.18181818181818182,0.4411764705882353,0.15555555555555556,0.5333333333333333,0.3958333333333333
3175,H,1.29,5.5,10.0,7,2,1,19,9,152,83,485,114,58,425,5,2,3,22,16,108,55,456,130,67,454,0.5460526315789473,0.2289156626506024,0.5087719298245614,0.15517241379310345,0.5092592592592593,0.4,0.5153846153846153,0.23880597014925373
3176,A,4.0,3.75,1.95,4,2,4,20,16,101,53,430,125,65,480,5,4,1,16,7,183,106,487,102,51,423,0.5247524752475248,0.37735849056603776,0.52,0.24615384615384617,0.5792349726775956,0.1509433962264151,0.5,0.13725490196078433
3177,D,1.57,4.33,6.5,4,4,2,11,7,136,71,496,114,58,414,1,3,6,13,20,126,67,419,119,57,491,0.5220588235294118,0.15492957746478872,0.5087719298245614,0.1206896551724138,0.5317460317460317,0.19402985074626866,0.4789915966386555,0.3508771929824561
3178,A,3.8,3.5,2.1,3,1,6,11,16,85,48,420,165,85,490,7,2,1,18,8,125,68,508,91,48,402,0.5647058823529412,0.22916666666666666,0.5151515151515151,0.18823529411764706,0.544,0.2647058823529412,0.5274725274725275,0.16666666666666666
3179,H,2.45,3.4,3.1,1,3,6,7,16,78,41,423,112,45,487,3,3,4,16,15,89,40,444,124,56,466,0.5256410256410257,0.17073170731707318,0.4017857142857143,0.35555555555555557,0.449438202247191,0.4,0.45161290322580644,0.26785714285714285
3180,D,2.3,3.4,3.4,2,2,6,5,22,97,42,433,102,55,476,4,4,2,15,10,107,46,403,159,84,507,0.4329896907216495,0.11904761904761904,0.5392156862745098,0.4,0.42990654205607476,0.32608695652173914,0.5283018867924528,0.11904761904761904
3181,D,1.73,3.8,5.5,4,4,2,11,9,120,63,502,89,51,408,2,3,5,9,14,100,47,420,129,81,490,0.525,0.1746031746031746,0.5730337078651685,0.17647058823529413,0.47,0.19148936170212766,0.627906976744186,0.1728395061728395
3182,H,1.62,4.0,6.5,6,3,1,18,12,146,74,492,81,33,418,1,3,6,8,19,119,55,476,108,60,434,0.5068493150684932,0.24324324324324326,0.4074074074074074,0.36363636363636365,0.46218487394957986,0.14545454545454545,0.5555555555555556,0.31666666666666665
3183,D,2.45,3.4,3.1,5,3,2,21,13,114,53,486,121,48,424,8,2,0,20,8,156,82,509,110,56,401,0.4649122807017544,0.39622641509433965,0.39669421487603307,0.2708333333333333,0.5256410256410257,0.24390243902439024,0.509090909090909,0.14285714285714285
3184,H,1.17,8.5,19.0,6,1,3,17,11,144,77,494,102,56,416,2,3,5,6,13,78,41,424,113,46,486,0.5347222222222222,0.22077922077922077,0.5490196078431373,0.19642857142857142,0.5256410256410257,0.14634146341463414,0.40707964601769914,0.2826086956521739
3185,H,2.15,3.4,3.75,2,3,5,4,20,107,42,439,97,52,471,2,1,7,9,17,92,52,410,163,85,500,0.3925233644859813,0.09523809523809523,0.5360824742268041,0.38461538461538464,0.5652173913043478,0.17307692307692307,0.5214723926380368,0.2
3186,H,3.0,3.3,2.55,3,2,5,15,15,96,44,450,115,50,460,3,5,2,9,9,122,63,503,84,46,407,0.4583333333333333,0.3409090909090909,0.43478260869565216,0.3,0.5163934426229508,0.14285714285714285,0.5476190476190477,0.1956521739130435
3187,A,2.0,3.4,4.33,3,5,2,12,9,105,44,402,160,77,508,3,2,5,9,12,105,49,420,144,68,490,0.41904761904761906,0.2727272727272727,0.48125,0.11688311688311688,0.4666666666666667,0.1836734693877551,0.4722222222222222,0.17647058823529413
3188,H,2.1,3.7,3.6,7,2,1,17,8,122,68,499,101,52,411,7,3,0,17,9,148,76,484,81,35,426,0.5573770491803278,0.25,0.5148514851485149,0.15384615384615385,0.5135135135135135,0.2236842105263158,0.43209876543209874,0.2571428571428571
3189,H,2.63,3.4,2.88,6,4,0,16,4,175,99,502,104,49,408,4,4,2,20,13,113,49,489,121,52,421,0.5657142857142857,0.16161616161616163,0.47115384615384615,0.08163265306122448,0.4336283185840708,0.40816326530612246,0.4297520661157025,0.25
3190,A,2.7,3.4,2.8,1,3,6,13,20,124,65,417,127,65,493,1,3,6,8,18,119,59,474,114,63,436,0.5241935483870968,0.2,0.5118110236220472,0.3076923076923077,0.4957983193277311,0.13559322033898305,0.5526315789473685,0.2857142857142857
3191,A,2.15,3.4,3.8,4,2,4,19,15,107,54,426,110,54,484,3,3,4,5,16,121,54,451,83,44,459,0.5046728971962616,0.35185185185185186,0.4909090909090909,0.2777777777777778,0.4462809917355372,0.09259259259259259,0.5301204819277109,0.36363636363636365
3192,H,3.4,3.3,2.35,3,5,2,8,5,151,82,507,96,48,403,7,3,0,18,7,150,81,497,117,61,413,0.543046357615894,0.0975609756097561,0.5,0.10416666666666667,0.54,0.2222222222222222,0.5213675213675214,0.11475409836065574
3193,D,2.15,3.5,3.6,2,1,7,9,17,90,51,408,164,92,502,1,3,6,12,19,116,60,406,128,67,504,0.5666666666666667,0.17647058823529413,0.5609756097560976,0.18478260869565216,0.5172413793103449,0.2,0.5234375,0.2835820895522388
3194,D,6.0,4.0,1.65,4,2,4,10,11,106,47,432,140,61,478,6,1,3,17,10,142,77,504,91,50,406,0.44339622641509435,0.2127659574468085,0.4357142857142857,0.18032786885245902,0.5422535211267606,0.22077922077922077,0.5494505494505495,0.2
3195,A,6.0,3.9,1.67,2,3,5,10,16,91,48,415,141,83,495,7,2,1,16,7,124,69,490,100,54,420,0.5274725274725275,0.20833333333333334,0.5886524822695035,0.1927710843373494,0.5564516129032258,0.2318840579710145,0.54,0.12962962962962962
3196,H,1.45,4.75,8.0,6,3,1,15,9,159,81,497,81,37,413,4,2,4,16,14,102,48,447,113,50,463,0.5094339622641509,0.18518518518518517,0.4567901234567901,0.24324324324324326,0.47058823529411764,0.3333333333333333,0.4424778761061947,0.28
3197,D,1.85,3.6,4.75,2,5,3,7,9,124,62,499,91,49,411,3,4,3,12,10,104,42,410,153,72,500,0.5,0.11290322580645161,0.5384615384615384,0.1836734693877551,0.40384615384615385,0.2857142857142857,0.47058823529411764,0.1388888888888889
3198,D,3.5,3.5,2.2,2,3,5,9,16,118,62,472,118,65,438,6,4,0,15,3,167,93,493,106,51,417,0.5254237288135594,0.14516129032258066,0.5508474576271186,0.24615384615384617,0.5568862275449101,0.16129032258064516,0.4811320754716981,0.058823529411764705
3199,H,1.3,5.75,12.0,6,3,1,15,8,158,80,501,114,59,409,2,1,7,9,17,91,50,417,159,90,493,0.5063291139240507,0.1875,0.5175438596491229,0.13559322033898305,0.5494505494505495,0.18,0.5660377358490566,0.18888888888888888
3200,A,1.6,4.0,6.5,6,4,0,17,5,156,88,480,110,55,430,1,6,3,5,9,128,69,505,88,47,405,0.5641025641025641,0.19318181818181818,0.5,0.09090909090909091,0.5390625,0.07246376811594203,0.5340909090909091,0.19148936170212766
3201,A,1.85,3.5,5.0,3,3,4,6,17,117,56,447,87,44,463,1,4,5,5,14,89,44,416,112,45,494,0.47863247863247865,0.10714285714285714,0.5057471264367817,0.38636363636363635,0.4943820224719101,0.11363636363636363,0.4017857142857143,0.3111111111111111
3202,A,2.4,3.4,3.2,4,1,5,14,14,98,48,438,116,47,472,3,2,5,17,16,108,52,424,111,56,486,0.4897959183673469,0.2916666666666667,0.4051724137931034,0.2978723404255319,0.48148148148148145,0.3269230769230769,0.5045045045045045,0.2857142857142857
3203,H,2.05,3.4,4.2,1,4,5,12,18,109,59,400,129,64,510,2,3,5,10,17,100,52,402,137,85,508,0.5412844036697247,0.2033898305084746,0.49612403100775193,0.28125,0.52,0.19230769230769232,0.6204379562043796,0.2
3204,A,3.3,3.3,2.4,3,4,3,11,9,105,41,408,151,69,502,3,5,2,7,5,148,77,495,106,49,415,0.3904761904761905,0.2682926829268293,0.45695364238410596,0.13043478260869565,0.5202702702702703,0.09090909090909091,0.46226415094339623,0.10204081632653061
3205,H,1.36,5.25,10.0,7,2,1,16,7,124,72,505,110,56,405,4,3,3,9,8,105,46,432,143,59,478,0.5806451612903226,0.2222222222222222,0.509090909090909,0.125,0.4380952380952381,0.1956521739130435,0.4125874125874126,0.13559322033898305
3206,H,2.2,3.4,3.6,5,2,3,16,10,140,75,508,92,46,402,4,4,2,19,12,110,50,491,120,53,419,0.5357142857142857,0.21333333333333335,0.5,0.21739130434782608,0.45454545454545453,0.38,0.44166666666666665,0.22641509433962265
3207,H,6.5,4.2,1.57,4,1,5,17,15,107,48,413,113,56,497,6,2,2,19,8,141,74,512,93,43,398,0.4485981308411215,0.3541666666666667,0.49557522123893805,0.26785714285714285,0.524822695035461,0.25675675675675674,0.46236559139784944,0.18604651162790697
3208,H,2.38,3.3,3.3,2,4,4,7,12,87,47,403,118,47,507,3,3,4,11,10,104,41,400,147,64,510,0.5402298850574713,0.14893617021276595,0.3983050847457627,0.2553191489361702,0.3942307692307692,0.2682926829268293,0.43537414965986393,0.15625
3209,A,1.3,5.75,12.0,3,4,3,18,16,112,51,485,119,52,425,2,3,5,14,17,110,59,391,126,63,519,0.45535714285714285,0.35294117647058826,0.4369747899159664,0.3076923076923077,0.5363636363636364,0.23728813559322035,0.5,0.2698412698412698
3210,A,3.2,3.4,2.38,3,2,5,11,16,115,60,464,120,66,446,8,1,1,19,8,127,76,512,106,54,398,0.5217391304347826,0.18333333333333332,0.55,0.24242424242424243,0.5984251968503937,0.25,0.5094339622641509,0.14814814814814814
3211,D,2.7,3.3,2.88,7,2,1,15,7,161,80,514,79,39,396,7,2,1,15,6,173,87,511,99,51,399,0.4968944099378882,0.1875,0.4936708860759494,0.1794871794871795,0.5028901734104047,0.1724137931034483,0.5151515151515151,0.11764705882352941
3212,A,1.95,3.4,4.5,4,3,3,10,9,99,46,427,147,66,483,4,1,5,13,12,105,47,454,119,44,456,0.46464646464646464,0.21739130434782608,0.4489795918367347,0.13636363636363635,0.44761904761904764,0.2765957446808511,0.3697478991596639,0.2727272727272727
3213,A,5.5,3.9,1.7,1,3,6,7,20,102,51,404,133,81,506,6,3,1,17,6,144,83,475,114,59,435,0.5,0.13725490196078433,0.6090225563909775,0.24691358024691357,0.5763888888888888,0.20481927710843373,0.5175438596491229,0.1016949152542373
3214,H,1.65,4.0,6.0,4,4,2,10,7,147,74,506,105,46,404,3,3,4,8,17,116,54,455,90,46,455,0.5034013605442177,0.13513513513513514,0.4380952380952381,0.15217391304347827,0.46551724137931033,0.14814814814814814,0.5111111111111111,0.3695652173913043
3215,H,2.4,3.3,3.3,2,1,7,10,17,83,44,420,178,93,490,3,3,4,8,10,91,42,429,127,62,481,0.5301204819277109,0.22727272727272727,0.5224719101123596,0.1827956989247312,0.46153846153846156,0.19047619047619047,0.4881889763779528,0.16129032258064516
3216,D,2.45,3.3,3.2,3,3,4,8,12,86,48,404,123,49,506,5,1,4,20,14,99,42,402,123,62,508,0.5581395348837209,0.16666666666666666,0.3983739837398374,0.24489795918367346,0.42424242424242425,0.47619047619047616,0.5040650406504065,0.22580645161290322
3217,H,1.67,4.2,5.5,5,2,3,19,10,144,75,522,90,41,388,5,4,1,13,8,152,75,506,110,51,404,0.5208333333333334,0.25333333333333335,0.45555555555555555,0.24390243902439024,0.4934210526315789,0.17333333333333334,0.4636363636363636,0.1568627450980392
3218,A,6.0,4.0,1.65,0,3,7,7,23,113,57,409,136,81,501,3,3,4,17,16,113,53,490,120,52,420,0.504424778761062,0.12280701754385964,0.5955882352941176,0.2839506172839506,0.4690265486725664,0.32075471698113206,0.43333333333333335,0.3076923076923077
3219,A,6.5,4.0,1.62,4,1,5,12,11,97,46,454,116,42,456,6,3,1,14,7,161,77,501,100,48,408,0.4742268041237113,0.2608695652173913,0.3620689655172414,0.2619047619047619,0.4782608695652174,0.18181818181818182,0.48,0.14583333333333334
3220,H,2.1,3.5,3.8,3,4,3,7,8,123,63,510,85,47,400,3,2,5,12,16,113,57,479,104,52,431,0.5121951219512195,0.1111111111111111,0.5529411764705883,0.1702127659574468,0.504424778761062,0.21052631578947367,0.5,0.3076923076923077
3221,A,1.44,4.75,8.5,6,3,1,13,7,163,77,513,80,42,396,2,3,5,9,11,105,41,410,138,59,500,0.4723926380368098,0.16883116883116883,0.525,0.16666666666666666,0.3904761904761905,0.21951219512195122,0.427536231884058,0.1864406779661017
3222,D,4.9,4.0,1.75,2,3,5,13,18,111,55,388,123,69,522,8,1,1,20,9,125,73,489,106,51,421,0.4954954954954955,0.23636363636363636,0.5609756097560976,0.2608695652173913,0.584,0.273972602739726,0.4811320754716981,0.17647058823529413
3223,H,1.29,6.0,12.0,8,1,1,20,9,120,68,496,104,50,414,4,1,5,13,13,107,52,449,123,49,461,0.5666666666666667,0.29411764705882354,0.4807692307692308,0.18,0.48598130841121495,0.25,0.3983739837398374,0.2653061224489796
3224,H,1.45,4.5,9.0,4,4,2,13,11,137,69,494,117,52,416,3,4,3,8,10,85,45,401,130,53,509,0.5036496350364964,0.18840579710144928,0.4444444444444444,0.21153846153846154,0.5294117647058824,0.17777777777777778,0.4076923076923077,0.18867924528301888
3225,D,1.57,4.33,6.5,3,3,4,16,17,115,55,499,113,49,411,4,4,2,9,5,117,64,505,92,50,405,0.4782608695652174,0.2909090909090909,0.4336283185840708,0.3469387755102041,0.5470085470085471,0.140625,0.5434782608695652,0.1
3226,D,4.5,3.9,1.83,4,2,4,11,14,126,65,463,99,49,447,7,2,1,15,6,139,80,485,126,66,425,0.5158730158730159,0.16923076923076924,0.494949494949495,0.2857142857142857,0.5755395683453237,0.1875,0.5238095238095238,0.09090909090909091
3227,D,2.3,3.3,3.5,2,3,5,7,11,93,44,435,128,65,475,2,4,4,12,16,105,49,385,124,68,525,0.4731182795698925,0.1590909090909091,0.5078125,0.16923076923076924,0.4666666666666667,0.24489795918367346,0.5483870967741935,0.23529411764705882
3228,H,1.62,4.0,6.5,3,1,6,12,18,122,65,476,103,50,434,0,3,7,7,19,110,56,405,139,80,505,0.5327868852459017,0.18461538461538463,0.4854368932038835,0.36,0.509090909090909,0.125,0.5755395683453237,0.2375
3229,A,4.0,3.5,2.05,4,2,4,14,13,107,44,402,125,59,508,6,2,2,11,8,164,78,514,89,45,395,0.411214953271028,0.3181818181818182,0.472,0.22033898305084745,0.47560975609756095,0.14102564102564102,0.5056179775280899,0.17777777777777778
3230,A,3.4,3.4,2.3,3,2,5,12,14,113,46,388,127,61,522,5,3,2,15,12,138,74,509,110,47,401,0.40707964601769914,0.2608695652173913,0.48031496062992124,0.22950819672131148,0.5362318840579711,0.20270270270270271,0.42727272727272725,0.2553191489361702
3231,H,1.44,4.75,8.0,7,2,1,17,8,140,79,494,125,68,416,2,5,3,12,15,95,45,388,116,62,522,0.5642857142857143,0.21518987341772153,0.544,0.11764705882352941,0.47368421052631576,0.26666666666666666,0.5344827586206896,0.24193548387096775
3232,H,1.33,5.5,11.0,3,3,4,16,17,115,56,498,113,49,412,2,3,5,6,10,93,42,444,122,66,466,0.48695652173913045,0.2857142857142857,0.4336283185840708,0.3469387755102041,0.45161290322580644,0.14285714285714285,0.5409836065573771,0.15151515151515152
3233,H,1.75,4.0,4.33,8,1,1,33,10,123,72,612,70,33,298,9,1,0,31,7,149,70,512,93,38,398,0.5853658536585366,0.4583333333333333,0.4714285714285714,0.30303030303030304,0.4697986577181208,0.44285714285714284,0.40860215053763443,0.18421052631578946
3234,H,2.38,3.4,3.2,7,2,1,18,7,171,86,520,105,53,389,6,1,3,22,11,147,74,529,88,44,381,0.5029239766081871,0.20930232558139536,0.5047619047619047,0.1320754716981132,0.5034013605442177,0.2972972972972973,0.5,0.25
3235,H,2.9,3.3,2.63,0,2,8,6,22,102,54,389,140,82,521,4,2,4,13,16,124,63,453,105,49,457,0.5294117647058824,0.1111111111111111,0.5857142857142857,0.2682926829268293,0.5080645161290323,0.20634920634920634,0.4666666666666667,0.32653061224489793
3236,H,1.44,4.75,8.0,6,2,2,12,8,172,83,527,100,50,382,3,4,3,9,11,85,41,388,133,57,522,0.48255813953488375,0.14457831325301204,0.5,0.16,0.4823529411764706,0.21951219512195122,0.42857142857142855,0.19298245614035087
3237,D,1.75,3.8,5.25,3,1,6,13,16,125,68,493,95,45,417,3,3,4,11,9,111,43,405,138,58,505,0.544,0.19117647058823528,0.47368421052631576,0.35555555555555557,0.38738738738738737,0.2558139534883721,0.42028985507246375,0.15517241379310345
3238,H,2.3,3.5,3.3,8,1,1,21,9,117,63,508,104,50,402,7,2,1,18,8,141,74,496,126,66,414,0.5384615384615384,0.3333333333333333,0.4807692307692308,0.18,0.524822695035461,0.24324324324324326,0.5238095238095238,0.12121212121212122
3239,A,6.5,4.2,1.57,4,1,5,13,13,68,34,431,166,85,479,4,3,3,19,18,122,58,512,106,49,398,0.5,0.38235294117647056,0.5120481927710844,0.15294117647058825,0.47540983606557374,0.3275862068965517,0.46226415094339623,0.3673469387755102
3240,H,2.15,3.4,3.8,3,3,4,7,10,91,47,377,136,61,533,1,1,8,7,22,103,55,397,137,79,513,0.5164835164835165,0.14893617021276595,0.4485294117647059,0.16393442622950818,0.5339805825242718,0.12727272727272726,0.5766423357664233,0.27848101265822783
3241,H,1.2,7.5,18.0,5,1,4,22,13,143,73,529,82,37,381,3,2,5,9,15,126,65,448,126,53,462,0.5104895104895105,0.3013698630136986,0.45121951219512196,0.35135135135135137,0.5158730158730159,0.13846153846153847,0.42063492063492064,0.2830188679245283
3242,H,6.0,4.2,1.62,3,2,5,12,17,128,65,452,104,51,458,7,2,1,18,7,171,80,507,105,55,402,0.5078125,0.18461538461538463,0.49038461538461536,0.3333333333333333,0.4678362573099415,0.225,0.5238095238095238,0.12727272727272726
3243,D,3.3,3.3,2.4,2,3,5,7,11,96,47,431,119,60,479,4,5,1,10,5,126,71,507,97,54,403,0.4895833333333333,0.14893617021276595,0.5042016806722689,0.18333333333333332,0.5634920634920635,0.14084507042253522,0.5567010309278351,0.09259259259259259
3244,D,2.25,3.5,3.4,3,3,4,11,9,115,44,393,138,60,517,3,2,5,11,14,113,48,390,129,62,520,0.3826086956521739,0.25,0.43478260869565216,0.15,0.4247787610619469,0.22916666666666666,0.4806201550387597,0.22580645161290322
3245,D,2.5,3.4,3.0,5,3,2,15,12,130,73,506,118,54,404,7,1,2,11,6,174,85,545,96,51,364,0.5615384615384615,0.2054794520547945,0.4576271186440678,0.2222222222222222,0.4885057471264368,0.12941176470588237,0.53125,0.11764705882352941
3246,D,1.29,6.0,12.0,6,2,2,16,8,164,78,520,105,57,389,3,4,3,10,10,88,42,406,123,61,504,0.47560975609756095,0.20512820512820512,0.5428571428571428,0.14035087719298245,0.4772727272727273,0.23809523809523808,0.4959349593495935,0.16393442622950818
3247,H,1.25,6.5,15.0,6,2,2,17,10,124,62,487,124,69,423,4,1,5,13,13,72,34,427,157,78,482,0.5,0.27419354838709675,0.5564516129032258,0.14492753623188406,0.4722222222222222,0.38235294117647056,0.4968152866242038,0.16666666666666666
3248,H,2.63,3.3,2.9,2,2,6,6,20,120,63,428,136,63,482,3,4,3,11,7,118,46,408,121,52,502,0.525,0.09523809523809523,0.4632352941176471,0.31746031746031744,0.3898305084745763,0.2391304347826087,0.4297520661157025,0.1346153846153846
3249,H,1.62,3.8,7.0,4,5,1,10,5,119,64,509,100,54,401,4,2,4,8,10,99,47,395,128,58,515,0.5378151260504201,0.15625,0.54,0.09259259259259259,0.47474747474747475,0.1702127659574468,0.453125,0.1724137931034483
3250,H,2.35,3.5,3.2,4,3,3,20,18,113,54,511,110,52,398,8,1,1,22,9,116,67,514,109,54,396,0.4778761061946903,0.37037037037037035,0.4727272727272727,0.34615384615384615,0.5775862068965517,0.3283582089552239,0.4954128440366973,0.16666666666666666
3251,H,9.0,5.0,1.4,1,1,8,7,22,104,52,402,126,66,508,5,1,4,27,13,138,67,532,77,33,378,0.5,0.1346153846153846,0.5238095238095238,0.3333333333333333,0.4855072463768116,0.40298507462686567,0.42857142857142855,0.3939393939393939
