,result,odds-home,odds-draw,odds-away,home-wins,home-draws,home-losses,home-goals,home-opposition-goals,home-shots,home-shots_on_target,home-opposition_shots,home-opposition_shots_on_target,away-wins,away-draws,away-losses,away-goals,away-opposition-goals,away-shots,away-shots_on_target,away-opposition_shots,away-opposition_shots_on_target
1699,A,4.0,3.3,1.95,2,3,5,9,16,87,49,123,56,5,1,4,19,17,111,61,129,57
1700,D,1.44,4.33,7.5,7,3,0,23,8,141,78,74,38,3,1,6,12,17,122,58,128,59
1701,H,2.25,3.3,3.25,4,3,3,17,18,118,56,140,73,4,1,5,10,11,105,45,118,67
1702,A,2.6,3.2,2.8,3,5,2,15,10,116,50,121,64,4,3,3,17,16,119,64,142,75
1703,H,1.36,4.75,9.0,5,3,2,19,10,125,67,121,63,1,5,4,12,20,92,44,143,70
1704,H,1.73,3.6,5.0,4,4,2,12,6,107,61,125,54,3,1,6,12,18,92,51,136,69
1705,A,2.38,3.2,3.1,3,4,3,9,16,105,40,154,67,0,4,6,9,22,172,96,91,42
1706,H,2.25,3.4,3.2,3,2,5,9,13,125,56,131,64,3,4,3,15,17,111,56,143,70
1707,H,1.57,4.0,5.5,5,3,2,19,13,115,57,87,51,3,4,3,12,13,77,35,142,82
1708,H,5.0,3.75,1.67,4,1,5,11,17,63,25,116,59,6,1,3,26,15,140,79,102,53
1709,A,2.7,3.2,2.6,3,1,6,9,18,102,42,98,39,7,2,1,16,8,109,52,104,43
1710,H,1.1,9.0,21.0,9,1,0,26,4,123,64,53,28,0,4,6,6,16,87,45,137,67
1711,H,2.1,3.4,3.4,3,3,4,11,13,94,45,106,45,5,2,3,15,12,130,71,89,39
1712,H,2.8,3.2,2.6,5,2,3,15,12,137,80,117,54,6,2,2,22,10,126,56,122,52
1713,D,3.0,3.3,2.38,4,1,5,12,14,86,36,133,68,6,2,2,13,9,140,71,139,79
1714,A,1.91,3.4,4.0,4,2,4,10,12,125,62,85,37,6,0,4,16,14,100,48,131,61
1715,A,2.38,3.4,2.88,4,2,4,12,13,93,42,116,49,3,3,4,14,20,91,53,105,58
1716,H,1.4,4.33,8.5,8,0,2,24,13,141,77,124,57,3,2,5,10,12,132,57,111,58
1717,H,1.95,3.3,4.0,4,3,3,11,9,127,74,111,54,3,2,5,12,20,136,64,135,61
1718,A,1.75,3.4,5.0,2,2,6,5,15,114,47,119,54,2,1,7,7,15,97,40,163,78
1719,H,1.29,5.5,10.0,6,1,3,22,11,122,58,101,47,0,1,9,5,22,83,37,128,54
1720,H,2.4,3.3,2.9,4,1,5,12,11,126,50,97,41,3,3,4,14,16,93,42,69,38
1721,A,8.0,4.75,1.36,2,5,3,9,12,81,36,119,62,7,2,1,23,7,178,94,80,38
1722,A,10.0,5.5,1.3,2,1,7,14,23,114,57,146,75,5,2,3,17,11,183,76,82,46
1723,D,1.53,4.0,6.5,4,3,3,17,16,130,70,118,59,3,3,4,9,18,104,43,143,64
1724,H,2.4,3.3,2.9,4,4,2,15,10,104,54,124,61,4,1,5,12,17,64,28,115,59
1725,D,1.67,3.75,5.0,3,3,4,14,19,97,56,100,54,2,0,8,16,27,104,54,122,59
1726,H,4.75,3.6,1.73,4,4,2,19,14,111,62,96,50,7,2,1,17,4,142,73,78,35
1727,D,3.6,3.0,2.2,3,0,7,10,17,88,38,155,68,3,2,5,10,16,108,49,104,47
1728,H,2.9,3.25,2.4,0,4,6,6,16,74,35,147,76,7,2,1,16,8,101,50,100,40
1729,D,3.25,3.4,2.15,1,2,7,10,26,92,38,125,59,3,3,4,11,14,100,46,103,42
1730,H,1.14,7.5,17.0,7,2,1,23,6,179,91,74,33,1,2,7,7,17,66,29,139,60
1731,A,3.25,3.3,2.2,6,0,4,18,15,92,47,122,54,6,3,1,22,12,107,57,83,46
1732,A,2.88,3.0,2.63,3,3,4,16,21,113,49,123,58,6,2,2,13,5,89,50,105,44
1733,H,2.05,3.1,4.0,1,2,7,7,17,132,56,104,58,2,2,6,7,15,111,46,112,53
1734,H,2.38,3.1,3.1,5,1,4,20,18,111,57,125,55,4,3,3,10,7,109,65,109,56
1735,A,2.7,2.9,2.88,3,5,2,13,9,110,49,118,58,2,5,3,10,11,115,51,122,51
1736,D,1.2,6.0,15.0,6,3,1,16,4,133,66,92,43,0,1,9,5,19,81,39,125,57
1737,H,1.91,3.25,4.2,3,2,5,12,16,132,54,113,61,3,1,6,11,21,124,61,134,59
1738,D,1.6,3.8,5.75,4,2,4,14,15,124,65,91,39,3,3,4,10,10,75,31,104,40
1739,D,7.5,4.5,1.4,3,3,4,13,15,101,43,77,40,9,1,0,25,3,123,65,54,27
1740,H,2.0,3.3,3.8,4,0,6,10,15,99,55,128,64,3,3,4,7,15,81,34,91,51
1741,D,2.3,3.25,2.8,4,2,4,15,16,110,44,120,60,4,1,5,13,11,130,52,101,40
1742,A,2.25,3.4,3.1,1,1,8,11,25,103,53,130,63,0,2,8,5,20,102,52,120,61
1743,H,1.36,4.75,9.0,6,1,3,22,12,125,57,127,57,3,2,5,10,15,126,57,126,60
1744,D,1.57,4.0,6.0,5,3,2,14,11,146,75,126,68,4,3,3,17,17,121,57,128,68
1745,A,1.83,3.5,4.5,3,4,3,17,16,112,58,147,72,3,2,5,14,17,90,39,138,71
1746,H,2.0,3.25,4.0,4,3,3,17,16,136,82,113,57,4,4,2,13,8,117,67,117,49
1747,D,1.8,3.6,4.5,3,1,6,14,19,89,49,139,70,2,1,7,15,25,118,54,143,77
1748,D,5.0,3.6,1.73,1,4,5,12,21,164,90,91,42,6,4,0,20,7,148,81,70,38
1749,H,2.2,3.25,3.4,3,1,6,8,14,102,43,119,65,3,5,2,16,10,116,50,118,62
1750,H,2.1,3.3,3.6,1,4,5,10,19,97,43,137,66,3,3,4,9,18,98,43,151,75
1751,D,1.4,4.33,8.5,6,2,2,15,5,135,66,82,36,5,0,5,16,15,92,45,118,56
1752,A,6.5,4.1,1.5,4,2,4,12,14,90,40,113,50,5,1,4,23,17,128,76,104,55
1753,H,3.5,3.3,2.1,2,1,7,8,22,126,64,135,67,5,4,1,14,5,143,70,94,43
1754,H,1.73,3.4,5.25,4,2,4,10,9,101,58,101,51,2,1,7,10,19,90,40,152,65
1755,H,1.95,3.4,3.8,3,1,6,9,17,102,42,93,39,1,3,6,8,14,71,33,136,71
1756,H,1.13,8.5,17.0,8,2,0,22,4,130,69,57,27,4,3,3,17,15,113,46,114,60
1757,A,5.25,4.0,1.62,3,3,4,13,16,104,48,104,44,7,2,1,21,4,189,95,71,33
1758,A,2.63,3.2,2.75,3,2,5,12,15,124,62,130,60,5,2,3,16,12,133,77,116,54
1759,H,1.62,3.75,6.0,6,2,2,19,9,188,82,87,45,5,3,2,17,9,126,67,113,58
1760,H,1.75,3.6,4.5,6,3,1,22,12,115,63,83,42,2,2,6,6,11,83,39,133,67
1761,D,1.95,3.5,3.75,3,0,7,18,20,107,58,122,60,3,4,3,12,14,78,35,129,75
1762,H,1.57,3.6,6.5,6,2,2,15,6,100,54,95,44,2,0,8,6,14,112,48,111,52
1763,D,2.45,3.1,3.0,3,5,2,10,9,125,57,120,53,5,1,4,18,16,109,52,114,51
1764,A,2.25,3.0,3.5,1,2,7,5,15,102,42,110,54,3,2,5,16,23,106,45,115,53
1765,H,1.44,4.2,8.0,3,2,5,11,17,111,49,97,48,3,3,4,8,14,96,34,164,77
1766,H,1.25,5.75,11.0,7,1,2,23,13,144,83,132,64,2,3,5,10,14,91,48,125,56
1767,A,1.95,3.5,3.7,6,2,2,14,11,93,44,92,38,3,4,3,14,15,105,44,79,40
1768,A,2.3,3.4,3.0,4,2,4,15,11,117,51,107,44,4,3,3,13,12,120,63,92,39
1769,H,2.0,3.5,3.6,2,5,3,10,14,75,33,121,60,5,0,5,15,15,99,44,147,61
1770,A,3.4,3.25,2.15,3,3,4,9,16,99,51,112,58,2,1,7,6,13,84,38,131,65
1771,D,1.25,6.0,11.0,6,4,0,20,7,151,83,65,34,2,2,6,13,20,106,54,128,67
1772,A,4.5,3.6,1.8,4,3,3,16,16,123,60,143,82,6,1,3,21,11,139,65,126,55
1773,D,1.83,3.6,4.33,5,3,2,19,15,133,85,117,59,3,3,4,14,14,113,60,141,69
1774,H,1.95,3.4,4.0,2,5,3,15,14,115,55,111,60,4,2,4,15,15,87,37,141,75
1775,H,2.5,3.25,2.88,3,3,4,10,17,102,47,153,80,3,2,5,10,15,132,58,126,62
1776,H,3.0,3.3,2.38,1,5,4,13,20,147,83,102,50,6,2,2,17,9,132,78,114,53
1777,D,5.5,3.6,1.67,4,1,5,12,12,87,33,131,72,6,2,2,20,9,187,84,80,42
1778,D,3.0,3.25,2.4,2,4,4,12,19,105,55,129,67,4,4,2,12,11,161,84,126,67
1779,D,2.5,3.3,2.75,5,3,2,19,13,117,64,94,46,4,1,5,11,15,121,61,87,39
1780,H,2.8,3.1,2.6,5,4,1,14,5,142,73,94,44,8,1,1,23,10,144,83,125,63
1781,H,1.45,4.2,6.0,2,3,5,6,14,87,32,158,75,4,1,5,11,18,103,46,103,52
1782,A,2.8,3.25,2.5,4,3,3,17,14,106,44,113,60,5,2,3,13,12,103,46,98,46
1783,A,5.5,3.8,1.62,4,3,3,10,10,110,57,97,44,8,2,0,20,4,135,71,61,29
1784,H,1.5,4.0,7.0,4,3,3,13,11,122,64,119,63,3,2,5,12,15,103,54,133,63
1785,H,1.53,4.2,6.0,4,4,2,14,9,117,67,117,51,2,2,6,16,25,106,48,153,78
1786,D,1.8,3.5,4.5,2,5,3,10,14,82,40,119,68,3,1,6,7,15,102,40,122,49
1787,H,2.38,3.3,2.9,5,3,2,19,10,104,53,117,52,2,0,8,8,18,125,52,84,42
1788,H,1.75,3.3,5.25,6,2,2,16,7,102,52,98,43,5,2,3,10,7,99,62,97,49
1789,H,2.3,3.0,3.4,2,1,7,8,17,126,55,101,55,3,0,7,9,22,122,62,136,67
1790,A,1.95,3.3,4.0,5,2,3,19,16,105,52,111,49,4,2,4,12,14,113,49,87,40
1791,D,3.25,1.5,7.5,3,4,3,13,10,113,52,123,62,1,2,7,5,15,103,44,107,51
1792,D,3.25,3.0,2.38,2,1,7,9,16,88,40,148,66,3,5,2,11,10,121,56,119,54
1793,H,1.53,4.0,6.0,3,4,3,14,15,113,52,94,45,1,3,6,7,13,67,30,133,67
1794,A,2.5,3.25,2.8,1,3,6,7,17,98,47,129,64,3,3,4,13,14,102,51,113,51
1795,A,1.91,3.4,4.0,5,0,5,12,14,95,46,119,60,2,5,3,11,15,75,33,113,54
1796,A,2.9,3.3,2.4,1,3,6,12,27,97,41,132,66,4,2,4,14,10,112,49,109,46
1797,D,2.8,3.4,2.4,2,2,6,6,15,97,41,128,54,2,4,4,11,19,105,58,96,51
1798,H,1.44,4.33,7.5,7,0,3,25,13,153,70,110,47,4,4,2,14,9,120,69,116,52
1799,A,2.2,3.2,3.5,2,2,6,9,20,99,52,134,68,2,5,3,14,19,146,87,114,58
1800,H,1.73,3.6,5.0,3,5,2,11,11,162,83,131,66,3,2,5,11,13,93,35,139,79
1801,A,2.6,3.25,2.8,3,2,5,15,19,100,46,135,74,4,4,2,19,16,130,78,113,57
1802,D,2.0,3.3,4.0,2,3,5,13,17,102,52,135,73,3,3,4,10,17,100,47,151,82
1803,H,2.2,3.25,3.4,3,2,5,10,15,137,65,116,57,3,3,4,16,20,119,58,152,83
1804,H,1.2,6.0,17.0,6,2,2,18,7,195,89,82,41,2,4,4,11,18,116,55,129,68
1805,A,1.73,3.75,4.5,3,1,6,18,18,108,54,117,54,1,2,7,5,18,101,48,112,61
1806,D,3.1,3.5,2.2,4,2,4,10,12,106,56,97,46,5,3,2,14,6,138,64,81,32
1807,A,2.2,3.2,3.4,7,0,3,23,11,120,61,102,51,4,2,4,18,18,102,51,112,51
1808,H,1.44,4.0,8.0,7,1,2,20,11,132,78,132,69,2,5,3,11,9,111,50,110,56
1809,D,2.6,3.2,2.75,3,1,6,6,16,93,40,92,38,3,4,3,14,14,120,56,94,44
1810,H,1.11,8.5,21.0,8,2,0,18,4,132,70,61,28,1,3,6,13,22,104,48,129,61
1811,A,4.5,3.75,1.73,5,1,4,16,10,110,48,116,52,8,1,1,22,4,182,91,75,38
1812,H,1.83,3.6,4.33,3,4,3,16,15,111,59,145,71,2,5,3,14,15,119,59,116,66
1813,A,8.5,5.0,1.36,1,2,7,14,27,111,51,155,77,5,5,0,17,7,155,85,68,35
1814,H,1.2,6.0,15.0,6,3,1,21,11,106,59,82,41,3,2,5,8,17,102,52,112,58
1815,H,2.25,3.4,3.1,1,1,8,9,23,104,55,121,56,6,2,2,19,9,101,50,115,50
1816,H,1.75,3.4,5.0,4,2,4,12,11,92,56,97,50,4,2,4,15,18,100,43,119,58
1817,A,5.5,3.5,1.67,4,1,5,11,17,103,48,108,57,7,2,1,19,7,102,54,90,40
1818,A,4.0,3.4,1.91,3,5,2,13,12,123,58,123,55,5,4,1,16,5,150,78,97,46
1819,H,1.57,3.6,6.5,5,2,3,14,11,112,50,95,44,4,2,4,13,14,133,59,116,64
1820,A,2.1,2.1,6.0,1,2,7,5,15,103,42,103,48,2,3,5,10,13,86,45,115,50
1821,D,2.1,2.1,6.0,3,0,7,8,23,129,67,129,62,2,2,6,11,17,91,40,144,66
1822,H,1.91,3.4,4.0,5,2,3,15,14,96,40,99,48,3,3,4,8,10,95,49,102,49
1823,H,1.53,4.0,6.0,3,3,4,13,16,102,52,109,48,4,0,6,13,17,101,44,149,62
1824,H,2.6,3.2,2.8,6,2,2,17,9,135,79,123,61,4,3,3,17,11,114,64,118,59
1825,H,2.1,3.3,3.5,1,3,6,8,14,76,32,133,66,4,3,3,19,16,108,48,109,59
1826,H,1.91,3.6,3.75,4,1,5,16,16,89,41,118,56,2,1,7,13,20,102,53,120,57
1827,A,2.3,3.5,3.0,1,2,7,14,28,108,47,156,75,2,3,5,10,18,122,59,134,71
1828,A,2.25,3.3,3.25,3,3,4,16,18,122,59,163,86,4,3,3,16,14,107,60,137,67
1829,H,1.67,3.75,5.5,5,3,2,20,14,130,77,109,50,1,4,5,11,17,112,54,129,71
1830,H,2.25,3.2,3.4,3,3,4,10,17,89,40,152,84,1,2,7,10,23,93,48,130,67
1831,A,5.5,3.6,1.7,3,5,2,17,18,138,85,108,54,7,2,1,19,6,193,88,91,46
1832,D,2.1,3.4,3.4,2,5,3,12,14,115,65,99,52,3,1,6,7,11,81,35,125,61
1833,H,4.5,3.5,1.8,3,2,5,13,19,101,44,121,56,7,1,2,19,11,135,79,132,66
1834,A,1.44,4.33,7.0,4,2,4,17,19,99,49,109,51,2,1,7,9,25,105,53,135,64
1835,H,1.29,5.0,11.0,6,3,1,17,5,146,78,110,51,1,2,7,6,13,106,43,102,48
1836,H,2.88,3.3,2.4,4,2,4,19,17,94,47,111,60,3,5,2,15,14,116,54,100,45
1837,A,3.8,3.4,2.0,1,3,6,13,23,102,48,139,63,5,2,3,16,11,101,45,102,49
1838,D,2.75,3.6,2.38,8,1,1,24,4,176,85,86,42,8,2,0,18,5,133,66,60,28
1839,H,1.91,3.4,4.0,1,3,6,9,24,78,31,96,41,3,2,5,8,15,90,36,94,41
1840,D,1.73,3.6,5.0,6,4,0,20,8,151,78,75,38,7,1,2,18,7,133,72,127,61
1841,H,1.29,5.5,9.5,5,4,1,15,6,140,67,78,33,4,2,4,13,13,87,36,110,49
1842,D,2.63,3.25,2.63,3,4,3,13,13,127,56,125,56,5,2,3,15,12,119,55,98,44
1843,A,2.88,2.3,3.2,3,0,7,11,16,127,53,100,51,5,2,3,13,8,91,52,95,53
1844,A,1.6,3.5,5.5,7,2,1,18,7,104,56,94,42,7,0,3,24,11,114,53,100,50
1845,A,2.4,3.25,2.9,1,3,6,9,17,98,44,117,59,4,1,5,14,12,120,53,115,53
1846,D,2.7,3.25,2.6,4,0,6,12,16,93,43,114,59,4,3,3,16,15,119,62,114,50
1847,H,1.57,4.0,5.5,2,3,5,7,15,94,46,109,55,2,2,6,9,14,78,35,126,64
1848,D,5.5,3.6,1.67,2,4,4,13,15,118,62,119,65,7,0,3,22,13,151,74,118,49
1849,D,2.88,3.4,2.4,4,5,1,13,11,161,85,122,58,5,5,0,18,9,149,75,75,37
1850,H,1.2,6.5,15.0,7,2,1,20,7,189,88,100,46,4,3,3,12,12,90,39,154,88
1851,A,2.5,3.3,2.8,4,2,4,12,14,84,36,104,39,3,1,6,8,20,66,28,112,57
1852,H,1.44,4.33,7.5,6,1,3,19,11,154,72,127,52,6,2,2,20,12,136,78,102,49
1853,H,1.44,4.33,7.5,6,2,2,16,8,128,69,128,63,4,2,4,11,13,83,36,157,86
1854,H,2.1,3.25,3.75,1,1,8,9,24,102,50,128,66,3,3,4,13,16,126,61,126,64
1855,D,1.57,4.0,6.0,4,5,1,16,14,153,83,126,63,3,5,2,18,19,134,75,115,53
1856,D,1.8,3.6,4.5,4,3,3,17,15,118,60,130,67,2,2,6,11,16,92,37,137,82
1857,D,2.5,3.25,2.88,3,2,5,12,18,106,48,132,67,4,3,3,13,10,122,68,125,57
1858,D,2.88,3.5,2.38,1,2,7,13,28,113,50,146,67,2,4,4,12,14,121,62,126,67
1859,H,1.2,6.5,15.0,7,2,1,19,8,192,86,96,43,3,3,4,17,17,128,64,165,83
1860,D,5.5,4.33,1.53,1,3,6,4,16,103,44,137,58,6,1,3,25,16,120,74,105,55
1861,H,5.25,4.2,1.57,2,1,7,12,17,107,54,113,53,5,4,1,15,5,145,65,71,31
1862,H,1.85,3.3,4.5,6,1,3,14,10,129,71,132,61,5,2,3,15,9,90,50,100,54
1863,A,5.75,3.1,1.75,2,3,5,7,14,101,45,149,76,6,3,1,18,5,134,71,103,50
1864,H,3.25,3.1,2.3,3,1,6,10,24,109,54,123,57,7,1,2,19,9,110,51,92,43
1865,H,1.4,4.33,8.5,4,2,4,16,17,98,47,103,42,2,4,4,9,9,102,43,116,59
1866,D,1.44,4.2,7.5,5,2,3,15,12,114,52,111,49,3,0,7,11,17,126,56,101,55
1867,A,2.38,3.5,2.8,6,1,3,18,10,106,49,103,48,8,2,0,25,4,169,82,87,41
1868,H,1.2,6.0,15.0,7,3,0,16,6,131,67,67,31,1,3,6,10,18,94,42,111,57
1869,H,1.62,3.75,5.5,4,1,5,13,13,114,53,115,52,3,0,7,12,20,101,43,160,68
1870,H,4.5,3.8,1.75,4,1,5,12,14,144,67,124,59,4,6,0,18,12,141,71,86,44
1871,H,1.67,4.0,4.75,2,6,2,9,12,97,44,111,66,6,2,2,19,12,96,48,107,49
1872,D,2.1,3.4,3.4,2,0,8,8,18,122,53,85,43,5,1,4,17,14,87,42,117,56
1873,D,2.5,3.3,2.75,5,1,4,13,13,101,48,90,40,4,1,5,13,13,90,40,101,48
1874,H,1.95,3.5,3.75,3,4,3,12,12,113,53,104,48,3,3,4,8,14,86,42,116,58
1875,A,3.6,3.3,2.1,1,4,5,11,17,112,53,122,69,4,2,4,17,14,121,66,117,56
1876,H,1.8,3.5,4.5,2,1,7,8,14,86,39,114,63,0,3,7,10,25,105,47,147,67
1877,H,1.8,3.4,5.0,2,3,5,12,15,87,38,134,77,3,3,4,13,16,100,45,136,67
1878,H,1.8,3.5,4.75,3,4,3,12,11,127,67,125,57,5,1,4,14,13,139,67,130,65
1879,A,2.1,3.6,3.2,1,6,3,10,15,124,68,97,50,2,6,2,11,13,91,42,112,62
1880,H,1.8,3.6,4.33,2,2,6,9,15,100,47,103,55,2,2,6,8,19,97,47,120,60
1881,A,2.6,3.2,2.8,1,1,8,11,25,98,48,122,64,4,4,2,15,10,132,62,128,58
1882,H,1.91,3.5,4.0,0,4,6,9,18,116,51,116,62,5,1,4,14,12,144,67,135,60
1883,H,2.38,3.3,3.0,3,5,2,18,19,125,71,125,60,3,4,3,16,15,116,54,112,61
1884,D,2.63,3.4,2.63,1,3,6,13,26,108,46,146,67,3,3,4,15,13,93,41,128,69
1885,D,2.8,3.25,2.6,3,3,4,14,18,114,59,123,58,6,2,2,19,11,135,76,107,55
1886,H,1.44,4.33,7.5,7,2,1,18,6,188,84,107,51,4,5,1,17,15,159,87,123,61
1887,H,1.29,5.5,9.5,5,2,3,23,17,117,73,102,54,3,2,5,7,10,82,36,133,67
1888,H,1.4,4.5,7.5,4,4,2,12,6,153,69,68,28,2,1,7,8,17,121,55,90,43
1889,H,1.33,5.0,9.0,6,1,3,16,11,110,51,97,43,4,2,4,15,16,127,61,133,73
1890,A,4.33,3.25,1.91,2,3,5,12,16,94,39,141,64,7,1,2,16,10,126,69,133,64
1891,A,1.3,5.5,9.0,8,2,0,27,6,152,78,95,50,3,1,6,9,11,93,45,114,60
1892,H,7.5,4.5,1.4,3,0,7,11,18,104,48,148,64,8,2,0,17,5,125,62,71,33
1893,A,3.3,3.4,2.15,3,2,5,7,17,63,23,94,53,5,4,1,22,13,126,60,105,41
1894,H,2.5,3.25,2.88,3,6,1,17,13,141,76,87,43,6,1,3,17,10,156,72,123,51
1895,H,1.44,4.33,7.5,6,2,2,20,8,130,74,126,59,2,5,3,13,14,126,67,126,60
1896,H,1.4,4.5,9.0,4,2,4,14,11,121,63,125,58,3,2,5,15,18,132,71,171,88
1897,D,2.1,3.3,3.6,3,2,5,10,18,85,38,156,89,3,3,4,13,18,95,41,135,66
1898,H,1.2,6.5,13.0,6,3,1,17,5,139,70,101,50,3,1,6,9,18,107,48,109,59
1899,H,1.95,3.0,4.5,4,2,4,14,16,107,42,115,54,3,1,6,10,24,119,58,120,52
1900,D,1.85,3.3,4.5,1,2,7,6,14,101,40,99,43,2,2,6,6,14,108,47,141,71
1901,H,2.5,3.2,2.8,3,5,2,13,11,139,60,119,49,7,0,3,23,11,118,56,106,48
1902,H,1.8,3.5,4.75,3,3,4,10,16,101,47,112,57,4,2,4,17,16,92,46,97,53
1903,A,4.0,3.8,1.8,0,3,7,8,23,101,42,150,71,4,3,3,15,14,110,52,115,51
1904,H,2.9,3.3,2.4,1,3,6,10,17,100,45,109,55,5,1,4,19,16,113,55,103,49
1905,A,2.1,3.2,3.6,5,1,4,16,11,94,50,90,48,5,3,2,16,12,112,52,110,50
1906,H,2.75,3.25,2.5,3,1,6,13,18,86,38,115,58,4,1,5,13,14,108,48,110,50
1907,D,1.3,5.5,10.0,3,5,2,17,17,166,90,122,59,1,4,5,10,21,108,44,134,59
1908,D,1.95,3.6,3.8,2,2,6,13,19,130,67,171,90,1,4,5,10,17,117,47,124,60
1909,D,1.8,3.6,4.5,3,4,3,16,14,117,54,98,52,3,3,4,13,17,118,65,110,55
1910,H,2.7,3.2,2.7,5,3,2,15,9,120,68,110,59,5,2,3,16,11,120,65,124,54
1911,H,1.91,3.4,4.2,2,4,4,9,13,116,62,131,63,2,3,5,10,19,83,35,148,87
1912,A,1.83,3.5,4.5,4,1,5,13,13,142,62,141,64,1,1,8,9,24,103,51,107,54
1913,H,2.0,3.6,3.5,1,5,4,10,16,118,63,97,49,5,3,2,14,6,145,63,69,29
1914,A,2.0,3.4,3.75,1,4,5,4,13,103,43,132,59,5,2,3,19,16,99,50,103,48
1915,A,11.0,6.5,1.22,2,1,7,7,20,87,42,131,65,5,2,3,22,15,129,76,97,51
1916,D,2.5,3.2,2.88,5,2,3,17,15,112,50,102,42,7,2,1,18,5,131,67,99,48
1917,H,1.44,4.33,7.0,3,1,6,9,23,120,61,110,50,0,2,8,6,18,75,36,143,68
1918,A,3.0,3.5,2.25,5,3,2,14,11,115,53,116,50,7,2,1,28,9,151,79,85,45
1919,H,1.44,4.33,7.0,5,0,5,19,17,107,53,112,54,3,0,7,11,19,105,51,134,62
1920,A,1.57,4.0,5.5,5,4,1,22,13,128,57,100,39,2,3,5,12,23,77,30,91,41
1921,A,2.1,3.25,3.5,1,1,8,5,17,66,31,142,63,3,4,3,13,16,73,34,113,54
1922,H,2.38,3.25,3.1,6,1,3,16,9,152,74,126,49,8,2,0,20,6,187,90,113,54
1923,H,2.1,3.4,3.5,2,4,4,12,18,96,41,127,62,4,5,1,20,17,114,66,121,57
1924,H,5.5,3.75,1.67,2,4,4,12,11,85,41,128,67,4,5,1,14,9,143,73,80,41
1925,H,1.67,3.75,5.0,7,1,2,16,10,118,65,119,58,3,5,2,17,13,136,56,124,50
1926,H,2.25,3.0,3.5,7,0,3,24,14,123,56,104,46,5,0,5,15,11,95,48,88,46
1927,H,2.2,3.3,3.25,3,3,4,12,12,86,44,118,53,7,1,2,17,9,123,55,93,39
1928,D,4.5,1.4,6.5,3,1,6,9,16,107,49,106,57,4,2,4,13,16,95,34,121,58
1929,H,2.6,3.2,2.75,4,1,5,15,17,117,52,140,74,0,3,7,6,16,109,45,95,41
1930,D,2.6,3.25,2.7,3,2,5,8,17,93,40,90,34,4,2,4,11,16,106,51,116,61
1931,H,1.17,7.0,15.0,7,2,1,16,6,116,63,72,33,3,1,6,12,17,86,37,104,54
1932,A,2.88,3.25,2.5,4,4,2,17,10,122,51,133,62,6,2,2,21,8,128,73,127,61
1933,D,1.29,5.0,12.0,6,3,1,16,10,103,45,119,54,2,4,4,8,8,102,42,127,60
1934,H,1.91,3.4,4.2,5,1,4,15,11,118,60,118,51,2,6,2,16,17,173,94,123,60
1935,H,1.2,6.5,13.0,7,2,1,32,11,140,72,89,46,3,2,5,15,18,97,48,100,55
1936,H,2.25,3.4,3.1,3,2,5,7,15,63,22,103,53,4,1,5,14,15,98,45,107,46
1937,H,3.2,3.3,2.25,4,3,3,16,18,71,34,120,57,5,3,2,20,14,132,56,96,40
1938,H,2.25,3.4,3.1,2,2,6,8,14,106,48,105,49,4,3,3,15,17,109,50,119,51
1939,D,2.9,3.3,2.4,3,1,6,11,14,88,37,102,54,5,0,5,20,16,102,49,107,54
1940,A,2.5,3.25,2.88,2,1,7,9,22,101,49,110,57,3,4,3,15,17,104,47,125,60
1941,D,5.0,3.6,1.73,1,5,4,8,14,115,46,132,65,6,1,3,16,9,156,77,129,49
1942,H,2.63,3.25,2.75,4,4,2,18,17,113,61,118,60,6,3,1,17,8,119,69,112,60
1943,H,2.2,3.4,3.25,1,4,5,10,21,105,46,150,68,4,1,5,13,13,150,64,134,60
1944,H,1.29,5.5,10.0,6,1,3,29,15,130,73,99,53,3,1,6,19,20,99,52,113,53
1945,H,1.57,4.33,5.0,5,2,3,13,7,137,57,67,28,0,4,6,3,15,106,45,125,61
1946,H,1.4,4.6,7.5,4,0,6,14,13,105,50,82,46,4,1,5,14,17,112,48,138,72
1947,H,1.53,3.6,7.5,7,2,1,17,4,126,65,96,49,2,0,8,7,15,110,49,104,50
1948,A,1.36,5.0,8.5,3,5,2,13,12,142,71,88,45,3,4,3,15,13,115,54,92,46
1949,A,1.73,3.8,4.75,6,2,2,25,10,133,76,118,62,1,6,3,14,17,180,97,116,57
1950,A,2.2,3.25,3.4,2,3,5,11,19,74,31,157,95,4,3,3,17,13,119,49,134,63
1951,H,2.1,3.4,3.5,2,4,4,10,15,116,63,108,55,2,3,5,14,19,130,68,170,92
1952,D,1.25,6.0,11.0,8,1,1,21,8,176,90,116,56,3,3,4,11,14,121,67,128,62
1953,D,1.73,3.0,6.5,3,4,3,17,15,146,63,125,55,3,1,6,8,15,106,49,99,57
1954,D,3.8,1.75,3.8,6,1,3,16,11,128,59,90,36,7,1,2,18,11,119,65,121,60
1955,H,6.0,4.33,1.5,3,1,6,11,15,120,56,100,51,5,3,2,14,11,112,49,96,38
1956,A,1.36,4.75,8.0,0,3,7,7,17,109,43,93,40,4,1,5,11,23,118,56,102,50
1957,H,3.6,3.3,2.05,3,3,4,11,16,93,37,113,55,5,4,1,15,11,108,43,121,54
1958,A,4.0,3.8,1.8,4,2,4,9,14,99,44,113,59,8,1,1,36,11,135,69,91,47
1959,H,1.8,3.6,4.33,2,2,6,14,22,95,47,101,56,3,1,6,11,16,102,43,105,49
