,id,country_id,league_id,season,date,match_api_id,home_team_api_id,away_team_api_id,home_team_goal,away_team_goal,B365H,B365D,B365A,home_team_shots,home_team_shots_on_target,home_team_shots_off_target,home_team_shot_accuracy,home_team_possession,away_team_shots,away_team_shots_on_target,away_team_shots_off_target,away_team_shot_accuracy,away_team_possession
19761,24024,21518,21518,2014/2015,2014-09-14 00:00:00,1778060,8370,10268,2,3,1.73,3.5,5.0,12,4,8,0.3333333333333333,55.575,8,3,5,0.375,34.425
19762,24025,21518,21518,2014/2015,2014-09-14 00:00:00,1778061,7878,10205,0,0,3.5,3.2,2.15,9,4,5,0.4444444444444444,35.325,15,6,9,0.4,54.675000000000004
19766,4332,1729,1729,2014/2015,2014-09-15 00:00:00,1724015,8667,8654,2,2,2.15,3.4,3.75,10,6,4,0.6,37.574999999999996,17,11,6,0.6470588235294118,52.425000000000004
19767,12628,10257,10257,2014/2015,2014-09-15 00:00:00,1785984,9876,8540,2,1,2.2,3.3,3.3,13,6,7,0.46153846153846156,45.9,15,4,11,0.26666666666666666,44.1
19769,24023,21518,21518,2014/2015,2014-09-15 00:00:00,1778059,8372,9783,0,1,2.1,3.2,3.6,13,6,7,0.46153846153846156,48.824999999999996,3,2,1,0.6666666666666666,41.175000000000004
19772,9901,7809,7809,2014/2015,2014-09-19 00:00:00,1732743,8358,8177,2,2,2.5,3.3,2.8,13,9,4,0.6923076923076923,49.725,7,4,3,0.5714285714285714,40.275
19778,24124,21518,21518,2014/2015,2014-09-19 00:00:00,1778070,10268,8372,0,2,2.15,3.0,3.8,16,9,7,0.5625,55.575,6,3,3,0.5,34.425
19783,4339,1729,1729,2014/2015,2014-09-20 00:00:00,1724022,10252,9825,0,3,4.75,3.6,1.85,5,4,1,0.8,28.125,8,4,4,0.5,61.875
19784,4340,1729,1729,2014/2015,2014-09-20 00:00:00,1724023,8191,8472,0,0,2.5,3.3,3.1,10,5,5,0.5,40.275,12,7,5,0.5833333333333334,49.725
19785,4344,1729,1729,2014/2015,2014-09-20 00:00:00,1724027,10261,8667,2,2,2.2,3.3,3.75,19,12,7,0.631578947368421,55.8,7,2,5,0.2857142857142857,34.2
19786,4345,1729,1729,2014/2015,2014-09-20 00:00:00,1724028,10172,10194,2,2,2.8,3.25,2.8,20,9,11,0.45,52.5,7,3,4,0.42857142857142855,37.5
19787,4346,1729,1729,2014/2015,2014-09-20 00:00:00,1724029,10003,8466,0,1,2.5,3.3,3.1,5,2,3,0.4,51.075,9,3,6,0.3333333333333333,38.925
19788,4348,1729,1729,2014/2015,2014-09-20 00:00:00,1724031,8654,8650,3,1,4.5,3.8,1.85,11,8,3,0.7272727272727273,35.775,10,7,3,0.7,54.225
19789,7392,4769,4769,2014/2015,2014-09-20 00:00:00,1709750,8689,9837,0,1,1.75,3.4,5.0,7,1,6,0.14285714285714285,59.625,6,4,2,0.6666666666666666,30.375000000000004
19790,7393,4769,4769,2014/2015,2014-09-20 00:00:00,1709751,8592,9851,3,0,1.57,3.75,6.0,12,8,4,0.6666666666666666,54.9,11,6,5,0.5454545454545454,35.1
19791,7394,4769,4769,2014/2015,2014-09-20 00:00:00,1709752,8550,7794,3,1,2.2,3.2,3.4,20,12,8,0.6,38.7,10,3,7,0.3,51.3
19792,7396,4769,4769,2014/2015,2014-09-20 00:00:00,1709754,9830,9831,2,1,1.83,3.25,4.75,22,12,10,0.5454545454545454,39.15,4,2,2,0.5,50.849999999999994
19793,7397,4769,4769,2014/2015,2014-09-20 00:00:00,1709755,9941,7819,3,3,2.25,3.1,3.4,19,6,13,0.3157894736842105,57.824999999999996,9,5,4,0.5555555555555556,32.175
19794,9897,7809,7809,2014/2015,2014-09-20 00:00:00,1732739,10189,9810,2,2,1.73,3.8,4.5,5,2,3,0.4,56.7,13,6,7,0.46153846153846156,33.3
19795,9899,7809,7809,2014/2015,2014-09-20 00:00:00,1732741,9905,9789,2,0,5.0,4.33,1.57,8,4,4,0.5,34.65,17,10,7,0.5882352941176471,55.35
19796,9900,7809,7809,2014/2015,2014-09-20 00:00:00,1732742,8406,8697,4,2,1.91,3.6,3.8,13,5,8,0.38461538461538464,49.725,9,5,4,0.5555555555555556,40.275
19797,9902,7809,7809,2014/2015,2014-09-20 00:00:00,1732744,10269,8226,0,2,2.5,3.4,2.7,17,4,13,0.23529411764705882,58.68,8,4,4,0.5,31.319999999999997
19798,9903,7809,7809,2014/2015,2014-09-20 00:00:00,1732745,9790,9823,0,0,10.0,6.0,1.25,4,1,3,0.25,29.475,12,4,8,0.3333333333333333,60.525
19799,9905,7809,7809,2014/2015,2014-09-20 00:00:00,1732747,8460,9904,2,0,2.8,3.25,2.5,17,8,9,0.47058823529411764,35.325,16,8,8,0.5,54.675000000000004
19800,12736,10257,10257,2014/2015,2014-09-20 00:00:00,1785992,9880,8534,2,2,2.8,3.0,2.7,8,3,5,0.375,33.075,12,6,6,0.5,56.925
19801,12739,10257,10257,2014/2015,2014-09-20 00:00:00,1785995,8564,9885,0,1,3.2,3.3,2.25,9,8,1,0.8888888888888888,34.875,13,5,8,0.38461538461538464,55.12500000000001
19813,24118,21518,21518,2014/2015,2014-09-20 00:00:00,1778064,8558,9864,2,2,2.0,3.3,3.75,11,8,3,0.7272727272727273,31.724999999999998,7,1,6,0.14285714285714285,58.275
19814,24122,21518,21518,2014/2015,2014-09-20 00:00:00,1778068,9906,9910,2,2,1.44,4.2,7.5,16,8,8,0.5,38.025,3,3,0,1.0,51.975
19815,24123,21518,21518,2014/2015,2014-09-20 00:00:00,1778069,9783,8633,2,8,9.5,6.0,1.25,11,5,6,0.45454545454545453,37.8,9,7,2,0.7777777777777778,52.199999999999996
19816,24126,21518,21518,2014/2015,2014-09-20 00:00:00,1778072,8315,7878,0,1,1.44,4.2,7.5,11,6,5,0.5454545454545454,54.675000000000004,5,1,4,0.2,35.325
19820,4341,1729,1729,2014/2015,2014-09-21 00:00:00,1724024,8668,9826,2,3,1.4,5.0,9.0,13,6,7,0.46153846153846156,69.52499999999999,7,4,3,0.5714285714285714,20.475
19821,4342,1729,1729,2014/2015,2014-09-21 00:00:00,1724025,8197,10260,5,3,5.5,4.2,1.67,7,2,5,0.2857142857142857,39.900000000000006,14,5,9,0.35714285714285715,50.099999999999994
19822,4343,1729,1729,2014/2015,2014-09-21 00:00:00,1724026,8456,8455,1,1,2.38,3.5,3.1,15,6,9,0.4,55.8,5,3,2,0.6,34.2
19823,4347,1729,1729,2014/2015,2014-09-21 00:00:00,1724030,8586,8659,0,1,1.53,4.33,7.0,6,3,3,0.5,58.95,9,5,4,0.5555555555555556,31.049999999999997
19824,7390,4769,4769,2014/2015,2014-09-21 00:00:00,1709748,8588,9853,0,1,3.4,3.25,2.15,8,6,2,0.75,42.3,11,4,7,0.36363636363636365,47.7
19825,7391,4769,4769,2014/2015,2014-09-21 00:00:00,1709749,8639,10249,0,0,1.8,3.4,4.75,12,6,6,0.5,50.849999999999994,8,2,6,0.25,39.15
19826,7395,4769,4769,2014/2015,2014-09-21 00:00:00,1709753,9829,9747,1,0,1.57,3.7,6.5,21,10,11,0.47619047619047616,49.050000000000004,4,4,0,1.0,40.95
19827,7398,4769,4769,2014/2015,2014-09-21 00:00:00,1709756,9847,9748,1,1,1.33,5.0,9.0,11,4,7,0.36363636363636365,58.050000000000004,8,5,3,0.625,31.95
19828,9898,7809,7809,2014/2015,2014-09-21 00:00:00,1732740,8721,8178,4,1,2.8,3.5,2.4,14,7,7,0.5,54.449999999999996,11,5,6,0.45454545454545453,35.550000000000004
19829,9904,7809,7809,2014/2015,2014-09-21 00:00:00,1732746,8722,9788,0,0,2.75,3.3,2.5,10,7,3,0.7,32.85,10,4,6,0.4,57.15
19830,12735,10257,10257,2014/2015,2014-09-21 00:00:00,1785991,8524,8535,0,1,3.25,3.1,2.3,24,9,15,0.375,29.925,15,10,5,0.6666666666666666,60.074999999999996
19831,12737,10257,10257,2014/2015,2014-09-21 00:00:00,1785993,8533,10167,2,3,2.9,3.1,2.5,4,1,3,0.25,35.550000000000004,7,3,4,0.42857142857142855,54.449999999999996
19832,12738,10257,10257,2014/2015,2014-09-21 00:00:00,1785994,10233,8543,1,0,3.0,3.0,2.5,7,3,4,0.42857142857142855,35.1,15,7,8,0.4666666666666667,54.9
19833,12740,10257,10257,2014/2015,2014-09-21 00:00:00,1785996,8540,8636,1,1,3.75,3.4,2.0,13,3,10,0.23076923076923078,34.425,10,3,7,0.3,55.575
19834,12741,10257,10257,2014/2015,2014-09-21 00:00:00,1785997,8686,8529,2,0,1.3,5.0,11.0,6,2,4,0.3333333333333333,51.525,8,2,6,0.25,38.475
19835,12742,10257,10257,2014/2015,2014-09-21 00:00:00,1785998,7943,9882,0,0,2.63,3.2,2.7,13,5,8,0.38461538461538464,38.925,8,3,5,0.375,51.075
19836,12743,10257,10257,2014/2015,2014-09-21 00:00:00,1785999,9804,9876,0,1,1.91,3.5,4.0,17,7,10,0.4117647058823529,43.199999999999996,10,4,6,0.4,46.800000000000004
19837,12744,10257,10257,2014/2015,2014-09-21 00:00:00,1786000,8600,9875,1,0,3.3,3.25,2.2,7,4,3,0.5714285714285714,39.375,8,4,4,0.5,50.625
19852,24120,21518,21518,2014/2015,2014-09-21 00:00:00,1778066,7869,8302,1,3,3.8,3.3,2.0,10,5,5,0.5,52.65,13,10,3,0.7692307692307693,37.35
19853,24121,21518,21518,2014/2015,2014-09-21 00:00:00,1778067,8560,9865,1,2,1.44,4.5,6.5,22,9,13,0.4090909090909091,51.0,13,7,6,0.5384615384615384,39.0
19854,24125,21518,21518,2014/2015,2014-09-21 00:00:00,1778071,10205,8370,4,2,1.53,3.8,6.5,18,9,9,0.5,39.825,9,4,5,0.4444444444444444,50.175
19855,24127,21518,21518,2014/2015,2014-09-21 00:00:00,1778073,8581,8634,0,5,15.0,7.5,1.18,7,3,4,0.42857142857142855,22.275,11,4,7,0.36363636363636365,67.725
19858,24119,21518,21518,2014/2015,2014-09-22 00:00:00,1778065,8305,10267,0,3,3.6,3.3,2.05,12,8,4,0.6666666666666666,47.7,4,2,2,0.5,42.3
19859,7406,4769,4769,2014/2015,2014-09-23 00:00:00,1709764,9837,8592,0,5,4.0,3.3,1.95,7,3,4,0.42857142857142855,35.325,15,8,7,0.5333333333333333,54.675000000000004
19860,7407,4769,4769,2014/2015,2014-09-23 00:00:00,1709765,9851,9941,0,3,2.25,3.25,3.25,14,9,5,0.6428571428571429,50.849999999999994,9,2,7,0.2222222222222222,39.15
19861,9906,7809,7809,2014/2015,2014-09-23 00:00:00,1732748,9823,8460,4,0,1.11,9.0,21.0,21,7,14,0.3333333333333333,65.7,5,2,3,0.4,24.3
19862,9910,7809,7809,2014/2015,2014-09-23 00:00:00,1732752,8226,8358,3,3,1.62,4.0,5.25,16,6,10,0.375,51.74999999999999,3,2,1,0.6666666666666666,38.25
19863,9913,7809,7809,2014/2015,2014-09-23 00:00:00,1732755,8697,10189,0,3,2.8,3.4,2.4,12,6,6,0.5,43.65,7,1,6,0.14285714285714285,46.35
19864,9914,7809,7809,2014/2015,2014-09-23 00:00:00,1732756,9810,9905,2,2,2.38,3.3,2.9,15,7,8,0.4666666666666667,42.975,7,4,3,0.5714285714285714,47.025
19865,12835,10257,10257,2014/2015,2014-09-23 00:00:00,1786003,8534,8564,2,2,4.5,3.3,1.85,11,5,6,0.45454545454545453,44.55,13,5,8,0.38461538461538464,45.45
19866,24132,21518,21518,2014/2015,2014-09-23 00:00:00,1778078,9910,9783,2,1,1.57,3.75,6.0,10,4,6,0.4,51.975,4,3,1,0.75,38.025
19867,24133,21518,21518,2014/2015,2014-09-23 00:00:00,1778079,8633,10268,5,1,1.08,12.0,23.0,16,8,8,0.5,60.975,10,4,6,0.4,29.025000000000002
19870,7399,4769,4769,2014/2015,2014-09-24 00:00:00,1709757,7794,9830,0,0,2.4,3.2,3.0,4,2,2,0.5,41.85,9,1,8,0.1111111111111111,48.150000000000006
19871,7400,4769,4769,2014/2015,2014-09-24 00:00:00,1709758,7819,9847,0,2,6.5,4.2,1.5,13,4,9,0.3076923076923077,26.099999999999998,14,8,6,0.5714285714285714,63.9
19872,7401,4769,4769,2014/2015,2014-09-24 00:00:00,1709759,4087,8588,2,1,2.1,3.25,3.6,12,5,7,0.4166666666666667,48.6,7,5,2,0.7142857142857143,41.4
19873,7402,4769,4769,2014/2015,2014-09-24 00:00:00,1709760,9747,8550,0,1,2.05,3.3,3.6,10,3,7,0.3,56.025000000000006,9,4,5,0.4444444444444444,33.975
19874,7403,4769,4769,2014/2015,2014-09-24 00:00:00,1709761,9748,8689,4,0,1.73,3.4,5.25,12,9,3,0.75,47.7,12,7,5,0.5833333333333334,42.3
19875,7404,4769,4769,2014/2015,2014-09-24 00:00:00,1709762,10249,9829,0,1,3.0,3.2,2.38,9,5,4,0.5555555555555556,42.3,12,8,4,0.6666666666666666,47.7
19876,7405,4769,4769,2014/2015,2014-09-24 00:00:00,1709763,9831,8639,1,0,3.6,3.2,2.1,7,3,4,0.42857142857142855,53.28000000000001,5,3,2,0.6,36.72
19877,9907,7809,7809,2014/2015,2014-09-24 00:00:00,1732749,9789,10269,2,2,1.36,5.0,7.5,22,12,10,0.5454545454545454,53.28000000000001,8,3,5,0.375,36.72
19878,9908,7809,7809,2014/2015,2014-09-24 00:00:00,1732750,8178,8406,1,0,1.57,4.2,5.25,12,3,9,0.25,40.725,7,5,2,0.7142857142857143,49.275
19879,9909,7809,7809,2014/2015,2014-09-24 00:00:00,1732751,9788,9790,1,0,1.65,4.0,4.75,20,14,6,0.7,47.025,11,5,6,0.45454545454545453,42.975
19880,9911,7809,7809,2014/2015,2014-09-24 00:00:00,1732753,9904,8722,1,0,2.15,3.4,3.25,7,7,0,1.0,45.675,9,6,3,0.6666666666666666,44.325
19881,9912,7809,7809,2014/2015,2014-09-24 00:00:00,1732754,8177,8721,1,0,3.0,3.5,2.25,2,2,0,1.0,31.275,13,7,6,0.5384615384615384,58.724999999999994
19882,12834,10257,10257,2014/2015,2014-09-24 00:00:00,1786002,8529,9804,1,2,2.55,3.3,2.7,9,6,3,0.6666666666666666,40.05,11,7,4,0.6363636363636364,49.95
19883,12836,10257,10257,2014/2015,2014-09-24 00:00:00,1786004,8535,7943,0,0,1.44,4.33,7.0,20,7,13,0.35,62.325,4,1,3,0.25,27.675
19884,12837,10257,10257,2014/2015,2014-09-24 00:00:00,1786005,9876,10233,2,2,2.05,3.4,3.5,14,6,8,0.42857142857142855,48.3,14,5,9,0.35714285714285715,41.7
19885,12838,10257,10257,2014/2015,2014-09-24 00:00:00,1786006,8636,8524,2,0,1.44,4.33,7.0,19,6,13,0.3157894736842105,43.199999999999996,14,5,9,0.35714285714285715,46.800000000000004
19886,12839,10257,10257,2014/2015,2014-09-24 00:00:00,1786007,9885,9880,3,0,1.13,8.0,19.0,24,13,11,0.5416666666666666,67.95,1,1,0,1.0,22.05
19887,12841,10257,10257,2014/2015,2014-09-24 00:00:00,1786009,9875,8540,3,3,1.44,4.33,7.0,13,10,3,0.7692307692307693,52.425000000000004,7,3,4,0.42857142857142855,37.574999999999996
19888,12842,10257,10257,2014/2015,2014-09-24 00:00:00,1786010,10167,8686,1,2,3.75,3.4,2.0,5,4,1,0.8,29.700000000000003,11,5,6,0.45454545454545453,60.300000000000004
19889,12843,10257,10257,2014/2015,2014-09-24 00:00:00,1786011,9882,8533,2,1,1.91,3.3,4.2,14,7,7,0.5,58.050000000000004,5,3,2,0.6,31.95
19890,24130,21518,21518,2014/2015,2014-09-24 00:00:00,1778076,8302,8560,1,0,1.8,3.6,4.33,15,8,7,0.5333333333333333,50.400000000000006,8,3,5,0.375,39.6
19891,24131,21518,21518,2014/2015,2014-09-24 00:00:00,1778077,9865,9906,0,1,6.0,3.8,1.57,6,1,5,0.16666666666666666,34.74,17,10,7,0.5882352941176471,55.26
19892,24134,21518,21518,2014/2015,2014-09-24 00:00:00,1778080,8372,10205,1,1,3.4,3.0,2.3,3,2,1,0.6666666666666666,38.1,14,6,8,0.42857142857142855,51.9
19893,24135,21518,21518,2014/2015,2014-09-24 00:00:00,1778081,8370,8315,2,1,3.1,3.4,2.25,10,3,7,0.3,40.725,8,4,4,0.5,49.275
19894,24136,21518,21518,2014/2015,2014-09-24 00:00:00,1778082,7878,8581,0,1,1.5,3.9,7.0,5,1,4,0.2,54.675000000000004,10,5,5,0.5,35.325
19895,24137,21518,21518,2014/2015,2014-09-24 00:00:00,1778083,9864,8634,0,0,9.0,5.0,1.33,5,3,2,0.6,30.000000000000004,9,1,8,0.1111111111111111,60.00000000000001
19899,7408,4769,4769,2014/2015,2014-09-25 00:00:00,1709766,9853,9827,1,1,2.05,3.3,3.6,18,8,10,0.4444444444444444,48.6,1,1,0,1.0,41.4
19900,12840,10257,10257,2014/2015,2014-09-25 00:00:00,1786008,8543,8600,0,1,1.8,3.5,4.5,18,6,12,0.3333333333333333,57.37499999999999,6,4,2,0.6666666666666666,32.625
19901,24128,21518,21518,2014/2015,2014-09-25 00:00:00,1778074,8558,8305,2,0,1.67,3.6,5.5,6,2,4,0.3333333333333333,41.99999999999999,5,3,2,0.6,48.0
19902,24129,21518,21518,2014/2015,2014-09-25 00:00:00,1778075,10267,7869,3,0,1.33,5.0,8.5,18,8,10,0.4444444444444444,51.525,2,2,0,1.0,38.475
19903,9917,7809,7809,2014/2015,2014-09-26 00:00:00,1732762,9905,8226,0,0,2.4,3.4,2.8,6,4,2,0.6666666666666666,54.9,11,4,7,0.36363636363636365,35.1
19907,24143,21518,21518,2014/2015,2014-09-26 00:00:00,1778089,10268,9910,0,1,2.8,3.4,2.4,15,6,9,0.4,40.275,17,9,8,0.5294117647058824,49.725
19913,4349,1729,1729,2014/2015,2014-09-27 00:00:00,1724032,9825,8586,1,1,1.75,3.9,5.0,17,15,2,0.8823529411764706,60.525,7,6,1,0.8571428571428571,29.475
19914,4350,1729,1729,2014/2015,2014-09-27 00:00:00,1724033,8455,10252,3,0,1.22,7.0,16.0,16,8,8,0.5,52.425000000000004,6,2,4,0.3333333333333333,37.574999999999996
19915,4351,1729,1729,2014/2015,2014-09-27 00:00:00,1724034,9826,8197,2,0,2.63,3.4,2.88,12,7,5,0.5833333333333334,32.175,6,4,2,0.6666666666666666,57.824999999999996
19916,4352,1729,1729,2014/2015,2014-09-27 00:00:00,1724035,8667,8456,2,4,6.5,4.2,1.57,8,4,4,0.5,33.975,15,7,8,0.4666666666666667,56.025000000000006
19917,4353,1729,1729,2014/2015,2014-09-27 00:00:00,1724036,8650,8668,1,1,1.91,3.75,4.33,22,14,8,0.6363636363636364,42.525,9,6,3,0.6666666666666666,47.474999999999994
19918,4354,1729,1729,2014/2015,2014-09-27 00:00:00,1724037,10260,8654,2,1,1.4,5.5,8.0,6,3,3,0.5,55.8,7,1,6,0.14285714285714285,34.2
19920,4357,1729,1729,2014/2015,2014-09-27 00:00:00,1724040,8472,10003,0,0,2.9,3.3,2.63,15,5,10,0.3333333333333333,35.325,7,1,6,0.14285714285714285,54.675000000000004
19921,7411,4769,4769,2014/2015,2014-09-27 00:00:00,1709769,8639,7794,1,0,1.53,3.8,6.5,16,8,8,0.5,51.3,6,3,3,0.5,38.7
19922,7412,4769,4769,2014/2015,2014-09-27 00:00:00,1709770,8689,4087,0,2,1.85,3.4,4.33,18,8,10,0.4444444444444444,55.12500000000001,3,1,2,0.3333333333333333,34.875
19923,7414,4769,4769,2014/2015,2014-09-27 00:00:00,1709772,8550,9837,3,0,2.0,3.2,4.0,13,9,4,0.6923076923076923,40.95,3,1,2,0.3333333333333333,49.050000000000004
19924,7415,4769,4769,2014/2015,2014-09-27 00:00:00,1709773,9829,9831,0,1,1.5,4.0,7.0,7,2,5,0.2857142857142857,54.675000000000004,7,3,4,0.42857142857142855,35.325
19925,7416,4769,4769,2014/2015,2014-09-27 00:00:00,1709774,10249,9747,2,1,2.0,3.2,4.0,8,5,3,0.625,44.775,11,6,5,0.5454545454545454,45.224999999999994
19926,7418,4769,4769,2014/2015,2014-09-27 00:00:00,1709776,9941,9847,1,1,5.25,3.6,1.67,12,5,7,0.4166666666666667,36.0,8,5,3,0.625,54.0
19927,9915,7809,7809,2014/2015,2014-09-27 00:00:00,1732760,10189,9789,2,1,3.4,3.6,2.05,7,6,1,0.8571428571428571,45.224999999999994,15,8,7,0.5333333333333333,44.775
19928,9916,7809,7809,2014/2015,2014-09-27 00:00:00,1732761,8721,8697,2,1,1.5,4.33,6.0,16,9,7,0.5625,51.3,8,5,3,0.625,38.7
19929,9919,7809,7809,2014/2015,2014-09-27 00:00:00,1732764,8358,8178,0,0,4.2,3.75,1.8,8,5,3,0.625,47.474999999999994,15,7,8,0.4666666666666667,42.525
19930,9920,7809,7809,2014/2015,2014-09-27 00:00:00,1732765,10269,9904,1,0,1.95,3.5,3.6,12,8,4,0.6666666666666666,51.74999999999999,10,2,8,0.2,38.25
19931,9922,7809,7809,2014/2015,2014-09-27 00:00:00,1732767,8722,9823,0,2,7.5,5.0,1.36,6,4,2,0.6666666666666666,27.224999999999998,19,12,7,0.631578947368421,62.775
19932,9923,7809,7809,2014/2015,2014-09-27 00:00:00,1732768,8460,9788,1,2,3.3,3.5,2.1,18,8,10,0.4444444444444444,37.2,7,4,3,0.5714285714285714,52.8
19933,12844,10257,10257,2014/2015,2014-09-27 00:00:00,1786012,8524,9885,0,3,6.5,3.8,1.55,8,2,6,0.25,38.475,14,7,7,0.5,51.525
19934,12850,10257,10257,2014/2015,2014-09-27 00:00:00,1786018,8686,9876,2,0,1.33,5.0,9.0,19,7,12,0.3684210526315789,64.575,9,4,5,0.4444444444444444,25.424999999999997
19951,24141,21518,21518,2014/2015,2014-09-27 00:00:00,1778087,9906,8302,4,0,1.67,4.0,4.75,7,4,3,0.5714285714285714,47.25,4,3,1,0.75,42.75
19952,24144,21518,21518,2014/2015,2014-09-27 00:00:00,1778090,10205,8633,0,2,5.25,4.0,1.62,21,11,10,0.5238095238095238,40.5,10,5,5,0.5,49.50000000000001
19953,24145,21518,21518,2014/2015,2014-09-27 00:00:00,1778091,8315,8372,0,0,1.53,3.75,7.0,13,5,8,0.38461538461538464,61.2,9,3,6,0.3333333333333333,28.8
19954,24146,21518,21518,2014/2015,2014-09-27 00:00:00,1778092,8581,8370,0,2,3.0,3.2,2.4,8,2,6,0.25,36.9,8,3,5,0.375,53.099999999999994
19955,24147,21518,21518,2014/2015,2014-09-27 00:00:00,1778093,8634,7878,6,0,1.13,8.5,17.0,15,11,4,0.7333333333333333,68.175,8,2,6,0.25,21.825
19961,4358,1729,1729,2014/2015,2014-09-28 00:00:00,1724041,8659,8191,4,0,2.0,3.5,4.2,17,10,7,0.5882352941176471,59.175,11,7,4,0.6363636363636364,30.825000000000003
19962,7409,4769,4769,2014/2015,2014-09-28 00:00:00,1709767,9827,9851,2,1,1.73,3.5,5.0,12,7,5,0.5833333333333334,36.225,10,5,5,0.5,53.775000000000006
19963,7410,4769,4769,2014/2015,2014-09-28 00:00:00,1709768,8588,7819,0,0,2.8,3.2,2.5,8,3,5,0.375,39.375,13,5,8,0.38461538461538464,50.625
19964,7413,4769,4769,2014/2015,2014-09-28 00:00:00,1709771,8592,9853,2,1,1.85,3.5,4.2,11,7,4,0.6363636363636364,53.325,9,4,5,0.4444444444444444,36.675
19965,7417,4769,4769,2014/2015,2014-09-28 00:00:00,1709775,9830,9748,1,1,2.75,3.1,2.63,13,6,7,0.46153846153846156,41.4,9,7,2,0.7777777777777778,48.6
19966,9918,7809,7809,2014/2015,2014-09-28 00:00:00,1732763,8406,8177,1,0,2.05,3.5,3.4,8,2,6,0.25,49.050000000000004,7,4,3,0.5714285714285714,40.95
19967,9921,7809,7809,2014/2015,2014-09-28 00:00:00,1732766,9790,9810,1,2,2.05,3.5,3.4,14,9,5,0.6428571428571429,61.650000000000006,5,3,2,0.6,28.35
19968,12845,10257,10257,2014/2015,2014-09-28 00:00:00,1786013,9880,8564,1,1,5.5,3.75,1.62,9,3,6,0.3333333333333333,35.325,10,3,7,0.3,54.675000000000004
19969,12846,10257,10257,2014/2015,2014-09-28 00:00:00,1786014,8533,8534,1,1,2.25,3.25,3.25,15,7,8,0.4666666666666667,40.725,6,3,3,0.5,49.275
19970,12847,10257,10257,2014/2015,2014-09-28 00:00:00,1786015,10233,9882,0,1,2.9,3.0,2.6,7,5,2,0.7142857142857143,46.12499999999999,9,3,6,0.3333333333333333,43.875
19971,12848,10257,10257,2014/2015,2014-09-28 00:00:00,1786016,8636,8529,1,4,1.44,4.33,7.0,13,9,4,0.6923076923076923,46.800000000000004,14,6,8,0.42857142857142855,43.199999999999996
19972,12851,10257,10257,2014/2015,2014-09-28 00:00:00,1786019,7943,9875,0,1,4.5,3.5,1.8,9,3,6,0.3333333333333333,41.85,11,6,5,0.5454545454545454,48.150000000000006
19973,12852,10257,10257,2014/2015,2014-09-28 00:00:00,1786020,9804,8535,1,1,2.88,3.2,2.5,14,7,7,0.5,38.025,19,14,5,0.7368421052631579,51.975
19985,24138,21518,21518,2014/2015,2014-09-28 00:00:00,1778084,8305,9864,1,0,3.0,3.2,2.38,7,2,5,0.2857142857142857,34.2,11,4,7,0.36363636363636365,55.8
19986,24139,21518,21518,2014/2015,2014-09-28 00:00:00,1778085,7869,8558,0,0,2.7,3.25,2.6,13,7,6,0.5384615384615384,52.199999999999996,5,2,3,0.4,37.8
19987,24140,21518,21518,2014/2015,2014-09-28 00:00:00,1778086,8560,10267,1,1,2.63,3.3,2.63,16,12,4,0.75,51.3,6,4,2,0.6666666666666666,38.7
19988,24142,21518,21518,2014/2015,2014-09-28 00:00:00,1778088,9783,9865,0,1,2.05,3.4,3.6,6,2,4,0.3333333333333333,53.775000000000006,14,7,7,0.5,36.225
19992,4356,1729,1729,2014/2015,2014-09-29 00:00:00,1724039,10194,10261,1,0,2.15,3.4,3.8,10,6,4,0.6,39.15,15,4,11,0.26666666666666666,50.849999999999994
19993,12849,10257,10257,2014/2015,2014-09-29 00:00:00,1786017,8540,8543,0,4,2.9,3.25,2.4,17,11,6,0.6470588235294118,41.85,10,9,1,0.9,48.150000000000006
19994,12853,10257,10257,2014/2015,2014-09-29 00:00:00,1786021,8600,10167,4,2,2.2,3.2,3.4,9,3,6,0.3333333333333333,36.0,16,11,5,0.6875,54.0
19999,7425,4769,4769,2014/2015,2014-10-03 00:00:00,1709783,9837,9827,1,0,3.8,3.2,2.05,6,1,5,0.16666666666666666,36.300000000000004,10,4,6,0.4,53.7
20000,9930,7809,7809,2014/2015,2014-10-03 00:00:00,1732775,8177,10269,3,2,2.25,3.4,3.1,8,7,1,0.875,45.45,9,4,5,0.4444444444444444,44.55
20006,24148,21518,21518,2014/2015,2014-10-03 00:00:00,1778094,8305,7869,1,1,1.95,3.2,4.2,18,5,13,0.2777777777777778,54.0,9,4,5,0.4444444444444444,36.0
20011,4359,1729,1729,2014/2015,2014-10-04 00:00:00,1724042,10252,8456,0,2,7.5,4.5,1.5,8,3,5,0.375,31.724999999999998,25,14,11,0.56,58.275
20012,4361,1729,1729,2014/2015,2014-10-04 00:00:00,1724044,8667,9826,2,0,2.1,3.5,3.8,14,7,7,0.5,56.25,10,5,5,0.5,33.75
20013,4362,1729,1729,2014/2015,2014-10-04 00:00:00,1724045,8197,8191,2,2,1.8,3.75,5.0,15,10,5,0.6666666666666666,48.150000000000006,9,3,6,0.3333333333333333,41.85
20014,4363,1729,1729,2014/2015,2014-10-04 00:00:00,1724046,8650,8659,2,1,1.44,5.0,7.5,16,11,5,0.6875,51.9,7,3,4,0.42857142857142855,38.1
20015,4365,1729,1729,2014/2015,2014-10-04 00:00:00,1724048,8472,10194,3,1,2.55,3.25,3.1,5,2,3,0.4,34.875,9,5,4,0.5555555555555556,55.12500000000001
