,id,country_id,league_id,season,date,match_api_id,home_team_api_id,away_team_api_id,home_team_goal,away_team_goal,B365H,B365D,B365A,home_team_shots,home_team_shots_on_target,home_team_shots_off_target,home_team_shot_accuracy,home_team_possession,away_team_shots,away_team_shots_on_target,away_team_shots_off_target,away_team_shot_accuracy,away_team_possession
58,1730,1729,1729,2008/2009,2008-08-16 00:00:00,489043,9825,8659,1,0,1.2,6.5,15.0,25,12,13,0.48,57.824999999999996,5,2,3,0.4,32.175
59,1731,1729,1729,2008/2009,2008-08-16 00:00:00,489044,8472,8650,0,1,5.5,3.6,1.67,7,4,3,0.5714285714285714,40.95,16,11,5,0.6875,49.050000000000004
60,1732,1729,1729,2008/2009,2008-08-16 00:00:00,489045,8654,8528,2,1,1.91,3.4,4.2,12,5,7,0.4166666666666667,44.775,22,7,15,0.3181818181818182,45.224999999999994
61,1734,1729,1729,2008/2009,2008-08-16 00:00:00,489047,8668,8655,2,3,2.0,3.3,4.0,9,2,7,0.2222222222222222,46.574999999999996,16,8,8,0.5,43.425
62,1735,1729,1729,2008/2009,2008-08-16 00:00:00,489048,8549,8586,2,1,3.2,3.4,2.25,12,7,5,0.5833333333333334,45.9,7,2,5,0.2857142857142857,44.1
63,1736,1729,1729,2008/2009,2008-08-16 00:00:00,489049,8559,10194,3,1,1.83,3.5,4.5,12,5,7,0.4166666666666667,45.675,7,1,6,0.14285714285714285,44.325
64,1737,1729,1729,2008/2009,2008-08-16 00:00:00,489050,8667,9879,2,1,2.6,3.2,2.8,10,5,5,0.5,45.599999999999994,10,4,6,0.4,44.4
90,1729,1729,1729,2008/2009,2008-08-17 00:00:00,489042,10260,10261,1,1,1.29,5.5,11.0,21,11,10,0.5238095238095238,49.275,10,1,9,0.1,40.725
91,1733,1729,1729,2008/2009,2008-08-17 00:00:00,489046,10252,8456,4,2,1.91,3.4,4.33,9,5,4,0.5555555555555556,46.35,14,9,5,0.6428571428571429,43.65
92,1738,1729,1729,2008/2009,2008-08-17 00:00:00,489051,8455,8462,4,0,1.33,5.0,10.0,16,6,10,0.375,55.8,12,7,5,0.5833333333333334,34.2
104,7915,7809,7809,2008/2009,2008-08-22 00:00:00,499333,9904,8398,0,0,1.62,3.6,6.0,12,7,5,0.5833333333333334,61.875,7,5,2,0.7142857142857143,28.125
115,1839,1729,1729,2008/2009,2008-08-23 00:00:00,489052,8650,8549,2,1,1.36,4.5,10.0,19,6,13,0.3157894736842105,50.849999999999994,9,4,5,0.4444444444444444,39.15
116,1840,1729,1729,2008/2009,2008-08-23 00:00:00,489053,8586,8472,1,2,1.5,4.0,7.0,14,6,8,0.42857142857142855,48.6,8,4,4,0.5,41.4
117,1841,1729,1729,2008/2009,2008-08-23 00:00:00,489054,10261,8559,1,0,1.8,3.5,4.75,9,6,3,0.6666666666666666,49.050000000000004,11,3,8,0.2727272727272727,40.95
118,1843,1729,1729,2008/2009,2008-08-23 00:00:00,489056,8655,8667,1,1,1.57,3.75,7.0,10,4,6,0.4,53.55,5,3,2,0.6,36.45
119,1844,1729,1729,2008/2009,2008-08-23 00:00:00,489057,9879,9825,1,0,6.5,3.75,1.57,5,2,3,0.4,39.6,19,8,11,0.42105263157894735,50.400000000000006
120,1845,1729,1729,2008/2009,2008-08-23 00:00:00,489058,8659,8668,1,2,2.88,3.25,2.5,18,7,11,0.3888888888888889,44.55,8,4,4,0.5,45.45
130,7909,7809,7809,2008/2009,2008-08-23 00:00:00,499327,9789,9823,1,1,3.4,3.25,2.15,15,9,6,0.6,37.125,11,3,8,0.2727272727272727,52.875
151,1848,1729,1729,2008/2009,2008-08-24 00:00:00,489061,8528,8455,0,1,8.5,4.5,1.4,11,9,2,0.8181818181818182,45.675,7,4,3,0.5714285714285714,44.325
156,7914,7809,7809,2008/2009,2008-08-24 00:00:00,499332,9911,8721,2,2,2.88,3.3,2.4,8,2,6,0.25,46.44,12,7,5,0.5833333333333334,43.56
167,1846,1729,1729,2008/2009,2008-08-25 00:00:00,489059,8462,10260,0,1,4.8,3.4,1.8,12,4,8,0.3333333333333333,35.325,12,7,5,0.5833333333333334,54.675000000000004
180,1950,1729,1729,2008/2009,2008-08-30 00:00:00,489063,9825,10261,3,0,1.44,4.0,9.0,19,12,7,0.631578947368421,53.55,4,1,3,0.25,36.45
181,1952,1729,1729,2008/2009,2008-08-30 00:00:00,489065,8654,8655,4,1,2.5,3.25,2.88,7,4,3,0.5714285714285714,54.675000000000004,12,7,5,0.5833333333333334,35.325
182,1954,1729,1729,2008/2009,2008-08-30 00:00:00,489067,8668,8462,0,3,2.1,3.3,3.75,17,7,10,0.4117647058823529,51.9,4,2,2,0.5,38.1
183,1955,1729,1729,2008/2009,2008-08-30 00:00:00,489068,8549,10194,2,1,1.57,3.6,7.0,14,4,10,0.2857142857142857,42.3,6,1,5,0.16666666666666666,47.7
184,1956,1729,1729,2008/2009,2008-08-30 00:00:00,489069,8559,8659,0,0,1.83,3.5,4.5,19,10,9,0.5263157894736842,42.3,14,7,7,0.5,47.7
185,1957,1729,1729,2008/2009,2008-08-30 00:00:00,489070,8667,8528,0,5,2.5,3.25,2.88,11,4,7,0.36363636363636365,43.875,5,1,4,0.2,46.12499999999999
194,8010,7809,7809,2008/2009,2008-08-30 00:00:00,499338,10189,9911,1,0,1.4,4.33,8.5,19,6,13,0.3157894736842105,49.725,10,3,7,0.3,40.275
199,10264,10257,10257,2008/2009,2008-08-30 00:00:00,537639,9882,8636,1,1,4.33,3.2,1.91,15,8,7,0.5333333333333333,43.199999999999996,12,5,7,0.4166666666666667,46.800000000000004
200,10266,10257,10257,2008/2009,2008-08-30 00:00:00,537641,8600,8540,3,1,2.1,3.1,3.8,18,4,14,0.2222222222222222,43.8,11,4,7,0.36363636363636365,46.199999999999996
214,21518,21518,21518,2008/2009,2008-08-30 00:00:00,530023,10267,8661,3,0,1.7,3.6,5.25,13,5,8,0.38461538461538464,46.35,14,4,10,0.2857142857142857,43.65
215,21525,21518,21518,2008/2009,2008-08-30 00:00:00,530090,8558,10281,1,0,2.0,3.3,3.8,8,3,5,0.375,41.4,11,7,4,0.6363636363636364,48.6
220,1951,1729,1729,2008/2009,2008-08-31 00:00:00,489064,8472,8456,0,3,2.2,3.3,3.4,11,4,7,0.36363636363636365,46.12499999999999,7,6,1,0.8571428571428571,43.875
221,1953,1729,1729,2008/2009,2008-08-31 00:00:00,489066,10252,8650,0,0,3.0,3.25,2.4,7,2,5,0.2857142857142857,44.55,12,5,7,0.4166666666666667,45.45
222,1958,1729,1729,2008/2009,2008-08-31 00:00:00,489071,8455,8586,1,1,1.4,4.33,9.0,15,5,10,0.3333333333333333,44.1,5,1,4,0.2,45.9
232,10261,10257,10257,2008/2009,2008-08-31 00:00:00,537636,8535,9885,1,1,2.75,3.0,2.75,13,5,8,0.38461538461538464,46.574999999999996,15,7,8,0.4666666666666667,43.425
247,19886,19694,19694,2008/2009,2008-08-31 00:00:00,489999,9925,8548,2,4,2.0,3.3,3.8,11,5,6,0.45454545454545453,56.25,8,2,6,0.25,33.75
249,21520,21518,21518,2008/2009,2008-08-31 00:00:00,530085,9783,8633,2,1,3.5,3.3,2.1,7,2,5,0.2857142857142857,36.225,17,12,5,0.7058823529411765,53.775000000000006
250,21521,21518,21518,2008/2009,2008-08-31 00:00:00,530086,8388,8634,1,0,7.0,4.0,1.5,5,2,3,0.4,23.85,21,6,15,0.2857142857142857,66.15
271,2049,1729,1729,2008/2009,2008-09-13 00:00:00,489072,8650,10260,2,1,3.0,3.0,2.6,16,10,6,0.625,44.1,7,4,3,0.5714285714285714,45.9
272,2051,1729,1729,2008/2009,2008-09-13 00:00:00,489074,10261,8667,1,2,1.62,3.75,5.75,13,3,10,0.23076923076923078,46.800000000000004,8,3,5,0.375,43.199999999999996
273,2052,1729,1729,2008/2009,2008-09-13 00:00:00,489075,8456,8455,1,3,4.33,3.3,1.91,13,3,10,0.23076923076923078,42.075,14,5,9,0.35714285714285715,47.925
275,2054,1729,1729,2008/2009,2008-09-13 00:00:00,489077,9879,8559,2,1,2.25,3.3,3.3,18,11,7,0.6111111111111112,54.225,9,5,4,0.5555555555555556,35.775
276,2055,1729,1729,2008/2009,2008-09-13 00:00:00,489078,8659,8654,3,2,2.4,3.25,3.0,11,5,6,0.45454545454545453,47.025,18,12,6,0.6666666666666666,42.975
278,2058,1729,1729,2008/2009,2008-09-13 00:00:00,489081,8528,8472,1,1,2.05,3.3,4.0,18,9,9,0.5,45.300000000000004,6,3,3,0.5,44.699999999999996
292,10370,10257,10257,2008/2009,2008-09-13 00:00:00,539566,8540,8686,3,1,3.5,3.1,2.2,14,7,7,0.5,35.1,19,10,9,0.5263157894736842,54.9
308,21630,21518,21518,2008/2009,2008-09-13 00:00:00,530095,8634,8696,1,1,1.29,5.0,12.0,19,13,6,0.6842105263157895,65.025,1,1,0,1.0,24.975
316,2057,1729,1729,2008/2009,2008-09-14 00:00:00,489080,10194,8668,2,3,3.4,3.4,2.2,10,5,5,0.5,54.9,6,3,3,0.5,35.1
325,10371,10257,10257,2008/2009,2008-09-14 00:00:00,539567,9875,8535,2,1,2.6,3.0,2.88,14,6,8,0.42857142857142855,34.65,14,8,6,0.5714285714285714,55.35
328,10374,10257,10257,2008/2009,2008-09-14 00:00:00,539570,9885,8600,1,0,1.53,3.75,7.0,21,11,10,0.5238095238095238,53.325,9,4,5,0.4444444444444444,36.675
329,10376,10257,10257,2008/2009,2008-09-14 00:00:00,539572,10233,8564,2,0,4.5,3.1,1.91,12,6,6,0.5,38.025,16,9,7,0.5625,51.975
336,21628,21518,21518,2008/2009,2008-09-14 00:00:00,530093,10205,9783,1,0,2.0,3.25,4.0,19,11,8,0.5789473684210527,49.95,6,4,2,0.6666666666666666,40.05
337,21629,21518,21518,2008/2009,2008-09-14 00:00:00,530094,8633,8388,4,3,1.25,5.5,12.0,17,13,4,0.7647058823529411,57.15,8,3,5,0.375,32.85
341,21636,21518,21518,2008/2009,2008-09-14 00:00:00,530101,9865,10267,2,2,2.75,3.3,2.5,13,6,7,0.46153846153846156,42.3,7,2,5,0.2857142857142857,47.7
345,2050,1729,1729,2008/2009,2008-09-15 00:00:00,489073,8586,10252,1,2,2.1,3.3,3.6,22,14,8,0.6363636363636364,43.875,15,9,6,0.6,46.12499999999999
357,2059,1729,1729,2008/2009,2008-09-20 00:00:00,489082,8650,10194,0,0,1.2,6.5,15.0,28,13,15,0.4642857142857143,57.6,4,2,2,0.5,32.4
358,2060,1729,1729,2008/2009,2008-09-20 00:00:00,489083,8472,8549,2,0,2.38,3.1,3.2,17,11,6,0.6470588235294118,46.35,16,12,4,0.75,43.65
359,2062,1729,1729,2008/2009,2008-09-20 00:00:00,489085,8654,10261,3,1,2.1,3.3,3.6,13,4,9,0.3076923076923077,54.449999999999996,13,9,4,0.6923076923076923,35.550000000000004
360,2064,1729,1729,2008/2009,2008-09-20 00:00:00,489087,8655,9879,1,0,2.1,3.3,3.6,10,2,8,0.2,42.975,11,5,6,0.45454545454545453,47.025
361,2065,1729,1729,2008/2009,2008-09-20 00:00:00,489088,8559,9825,1,3,6.5,3.75,1.57,12,7,5,0.5833333333333334,36.0,17,5,12,0.29411764705882354,54.0
369,8070,7809,7809,2008/2009,2008-09-20 00:00:00,499353,9823,8697,2,5,1.73,3.5,5.0,12,5,7,0.4166666666666667,53.099999999999994,5,2,3,0.4,36.9
374,10480,10257,10257,2008/2009,2008-09-20 00:00:00,539576,8686,8690,3,0,1.33,4.75,10.0,21,7,14,0.3333333333333333,49.50000000000001,9,3,6,0.3333333333333333,40.5
387,21743,21518,21518,2008/2009,2008-09-20 00:00:00,530108,8558,8305,1,1,2.1,3.3,3.5,8,3,5,0.375,41.85,10,6,4,0.6,48.150000000000006
388,21747,21518,21518,2008/2009,2008-09-20 00:00:00,530112,9906,8479,4,0,1.5,3.8,7.25,8,5,3,0.625,53.55,8,3,5,0.375,36.45
391,2061,1729,1729,2008/2009,2008-09-21 00:00:00,489084,8586,8528,0,0,1.73,3.6,5.0,13,7,6,0.5384615384615384,47.25,14,5,9,0.35714285714285715,42.75
392,2063,1729,1729,2008/2009,2008-09-21 00:00:00,489086,8456,8462,6,0,2.0,3.3,4.0,9,5,4,0.5555555555555556,53.099999999999994,10,2,8,0.2,36.9
393,2066,1729,1729,2008/2009,2008-09-21 00:00:00,489089,8659,10252,1,2,3.25,3.3,2.25,12,7,5,0.5833333333333334,44.775,11,4,7,0.36363636363636365,45.224999999999994
394,2067,1729,1729,2008/2009,2008-09-21 00:00:00,489090,8667,8668,2,2,3.1,3.4,2.3,9,4,5,0.4444444444444444,40.95,15,7,8,0.4666666666666667,49.050000000000004
395,2068,1729,1729,2008/2009,2008-09-21 00:00:00,489091,8455,10260,1,1,2.2,3.1,3.6,25,16,9,0.64,43.65,14,8,6,0.5714285714285714,46.35
402,10477,10257,10257,2008/2009,2008-09-21 00:00:00,539573,8600,9875,0,0,2.1,3.1,3.75,26,15,11,0.5769230769230769,47.474999999999994,9,2,7,0.2222222222222222,42.525
403,10478,10257,10257,2008/2009,2008-09-21 00:00:00,539574,9804,8636,1,3,5.75,3.4,1.67,10,4,6,0.4,38.925,6,4,2,0.6666666666666666,51.075
406,10482,10257,10257,2008/2009,2008-09-21 00:00:00,539578,8564,8543,4,1,1.73,3.3,5.5,9,4,5,0.4444444444444444,52.65,12,9,3,0.75,37.35
425,21738,21518,21518,2008/2009,2008-09-21 00:00:00,530103,9869,8634,1,6,7.5,3.8,1.5,4,2,2,0.5,26.325,15,6,9,0.4,63.675000000000004
428,21741,21518,21518,2008/2009,2008-09-21 00:00:00,530106,10267,8371,1,0,1.62,3.75,5.5,10,4,6,0.4,54.9,4,1,3,0.25,35.1
430,21744,21518,21518,2008/2009,2008-09-21 00:00:00,530109,8696,8633,0,2,3.4,3.4,2.1,14,10,4,0.7142857142857143,35.550000000000004,7,1,6,0.14285714285714285,54.449999999999996
440,10580,10257,10257,2008/2009,2008-09-24 00:00:00,539586,8543,8535,3,0,2.4,3.0,3.2,19,11,8,0.5789473684210527,41.4,8,2,6,0.25,48.6
441,10581,10257,10257,2008/2009,2008-09-24 00:00:00,539587,9885,8530,1,1,1.25,5.25,13.0,23,13,10,0.5652173913043478,50.580000000000005,6,4,2,0.6666666666666666,39.419999999999995
442,10582,10257,10257,2008/2009,2008-09-24 00:00:00,539588,8636,9888,1,0,1.17,6.5,19.0,16,10,6,0.625,36.675,5,2,3,0.4,53.325
449,21841,21518,21518,2008/2009,2008-09-24 00:00:00,530116,8633,9869,7,1,1.17,6.5,17.0,8,5,3,0.625,51.3,10,5,5,0.5,38.7
450,21842,21518,21518,2008/2009,2008-09-24 00:00:00,530117,8634,8603,3,2,1.2,6.0,15.0,16,9,7,0.5625,58.5,8,3,5,0.375,31.499999999999996
456,21847,21518,21518,2008/2009,2008-09-25 00:00:00,530122,9864,10267,0,2,3.75,3.3,2.0,11,6,5,0.5454545454545454,42.75,7,3,4,0.42857142857142855,47.25
458,8084,7809,7809,2008/2009,2008-09-26 00:00:00,499367,8722,10189,1,0,4.75,3.75,1.73,16,7,9,0.4375,39.375,6,1,5,0.16666666666666666,50.625
468,2069,1729,1729,2008/2009,2008-09-27 00:00:00,489092,10260,8559,2,0,1.22,6.0,15.0,30,19,11,0.6333333333333333,69.52499999999999,10,5,5,0.5,20.475
469,2070,1729,1729,2008/2009,2008-09-27 00:00:00,489093,9825,8667,1,2,1.2,6.0,17.0,23,12,11,0.5217391304347826,52.199999999999996,6,3,3,0.5,37.8
470,2071,1729,1729,2008/2009,2008-09-27 00:00:00,489094,10252,8472,2,1,1.57,3.75,6.5,11,7,4,0.6363636363636364,47.4,8,2,6,0.25,42.6
471,2072,1729,1729,2008/2009,2008-09-27 00:00:00,489095,8668,8650,0,2,3.75,3.25,2.1,6,2,4,0.3333333333333333,44.325,13,8,5,0.6153846153846154,45.675
473,2074,1729,1729,2008/2009,2008-09-27 00:00:00,489097,10261,8655,1,2,2.6,3.3,2.75,4,1,3,0.25,46.574999999999996,8,6,2,0.75,43.425
474,2075,1729,1729,2008/2009,2008-09-27 00:00:00,489098,9879,8654,1,2,2.3,3.25,3.2,19,7,12,0.3684210526315789,49.95,16,9,7,0.5625,40.05
475,2077,1729,1729,2008/2009,2008-09-27 00:00:00,489100,10194,8455,0,2,9.0,4.75,1.36,8,6,2,0.75,38.475,18,13,5,0.7222222222222222,51.525
484,8080,7809,7809,2008/2009,2008-09-27 00:00:00,499363,9789,10269,3,0,2.38,3.3,2.9,12,4,8,0.3333333333333333,42.3,16,7,9,0.4375,47.7
489,10589,10257,10257,2008/2009,2008-09-27 00:00:00,539595,9882,9885,0,0,3.4,3.0,2.3,11,6,5,0.5454545454545454,39.0,10,3,7,0.3,51.0
508,21852,21518,21518,2008/2009,2008-09-27 00:00:00,530127,8603,8633,1,2,4.33,3.6,1.8,13,9,4,0.6923076923076923,41.85,14,8,6,0.5714285714285714,48.150000000000006
509,21853,21518,21518,2008/2009,2008-09-27 00:00:00,530128,8558,8634,1,2,4.5,3.5,1.8,7,4,3,0.5714285714285714,36.300000000000004,30,15,15,0.5,53.7
514,2076,1729,1729,2008/2009,2008-09-28 00:00:00,489099,8462,8586,2,0,2.5,3.25,3.0,7,5,2,0.7142857142857143,40.5,13,7,6,0.5384615384615384,49.50000000000001
515,2078,1729,1729,2008/2009,2008-09-28 00:00:00,489101,8528,8456,2,1,3.0,3.3,2.38,10,4,6,0.4,47.474999999999994,13,8,5,0.6153846153846154,42.525
523,10590,10257,10257,2008/2009,2008-09-28 00:00:00,539596,8686,8524,2,0,1.57,3.6,6.5,9,5,4,0.5555555555555556,44.1,7,2,5,0.2857142857142857,45.9
525,10592,10257,10257,2008/2009,2008-09-28 00:00:00,539598,8564,8636,1,0,2.88,2.88,2.75,17,11,6,0.6470588235294118,46.35,12,5,7,0.4166666666666667,43.65
540,21848,21518,21518,2008/2009,2008-09-28 00:00:00,530123,10267,9783,4,2,1.67,3.6,5.25,18,10,8,0.5555555555555556,47.7,4,3,1,0.75,42.3
543,21854,21518,21518,2008/2009,2008-09-28 00:00:00,530129,9906,8302,0,1,2.05,3.3,3.6,17,4,13,0.23529411764705882,49.50000000000001,8,2,6,0.25,40.5
544,21855,21518,21518,2008/2009,2008-09-28 00:00:00,530130,8315,8305,0,1,2.2,3.25,3.3,19,14,5,0.7368421052631579,48.6,12,6,6,0.5,41.4
563,2079,1729,1729,2008/2009,2008-10-04 00:00:00,489102,8472,9825,1,1,6.0,3.75,1.62,8,5,3,0.625,36.45,15,6,9,0.4,53.55
564,2084,1729,1729,2008/2009,2008-10-04 00:00:00,489107,8655,10260,0,2,6.0,3.75,1.62,7,4,3,0.5714285714285714,36.675,16,8,8,0.5,53.325
565,2085,1729,1729,2008/2009,2008-10-04 00:00:00,489108,8659,9879,1,0,2.25,3.25,3.25,11,6,5,0.5454545454545454,39.825,13,5,8,0.38461538461538464,50.175
566,2087,1729,1729,2008/2009,2008-10-04 00:00:00,489110,8528,8549,0,1,2.1,3.3,3.6,23,11,12,0.4782608695652174,48.6,6,2,4,0.3333333333333333,41.4
580,10603,10257,10257,2008/2009,2008-10-04 00:00:00,539609,8636,9857,2,1,1.22,6.0,13.0,21,14,7,0.6666666666666666,54.0,12,7,5,0.5833333333333334,36.0
593,21864,21518,21518,2008/2009,2008-10-04 00:00:00,530139,10205,8603,2,1,1.57,3.6,6.5,9,3,6,0.3333333333333333,45.0,18,9,9,0.5,45.0
597,2080,1729,1729,2008/2009,2008-10-05 00:00:00,489103,8586,8667,0,1,1.73,3.75,4.75,28,15,13,0.5357142857142857,65.25,8,4,4,0.5,24.750000000000004
598,2081,1729,1729,2008/2009,2008-10-05 00:00:00,489104,8654,8559,1,3,1.83,3.4,4.75,14,5,9,0.35714285714285715,39.825,12,6,6,0.5,50.175
599,2082,1729,1729,2008/2009,2008-10-05 00:00:00,489105,8668,10261,2,2,1.73,3.6,5.0,11,3,8,0.2727272727272727,42.075,11,9,2,0.8181818181818182,47.925
600,2083,1729,1729,2008/2009,2008-10-05 00:00:00,489106,8456,8650,2,3,3.2,3.3,2.25,4,2,2,0.5,38.339999999999996,12,6,6,0.5,51.66
601,2086,1729,1729,2008/2009,2008-10-05 00:00:00,489109,8462,10194,2,1,1.67,3.4,6.0,19,11,8,0.5789473684210527,52.425000000000004,7,3,4,0.42857142857142855,37.574999999999996
602,2088,1729,1729,2008/2009,2008-10-05 00:00:00,489111,8455,10252,2,0,1.5,4.0,7.0,27,15,12,0.5555555555555556,46.35,8,2,6,0.25,43.65
607,8092,7809,7809,2008/2009,2008-10-05 00:00:00,499375,10189,8721,2,2,1.8,3.5,4.5,12,8,4,0.6666666666666666,67.95,8,3,5,0.375,22.05
610,10598,10257,10257,2008/2009,2008-10-05 00:00:00,539604,8551,8686,1,0,4.0,3.2,2.0,11,3,8,0.2727272727272727,34.875,15,10,5,0.6666666666666666,55.12500000000001
612,10600,10257,10257,2008/2009,2008-10-05 00:00:00,539606,8529,8564,0,0,8.0,4.0,1.44,10,5,5,0.5,26.099999999999998,16,7,9,0.4375,63.9
613,10602,10257,10257,2008/2009,2008-10-05 00:00:00,539608,9885,8540,1,2,1.53,3.75,7.0,9,3,6,0.3333333333333333,44.1,8,3,5,0.375,45.9
630,21859,21518,21518,2008/2009,2008-10-05 00:00:00,530134,8633,8558,2,2,1.33,5.0,9.0,21,8,13,0.38095238095238093,49.50000000000001,7,3,4,0.42857142857142855,40.5
635,21865,21518,21518,2008/2009,2008-10-05 00:00:00,530140,10281,10267,0,1,3.3,3.25,2.2,14,5,9,0.35714285714285715,55.8,7,3,4,0.42857142857142855,34.2
636,21866,21518,21518,2008/2009,2008-10-05 00:00:00,530141,8302,8315,4,0,1.44,4.2,7.5,13,7,6,0.5384615384615384,49.725,11,6,5,0.5454545454545454,40.275
645,8103,7809,7809,2008/2009,2008-10-17 00:00:00,499386,9911,9788,2,2,1.91,3.4,4.0,13,6,7,0.46153846153846156,57.0,6,3,3,0.5,33.0
656,2089,1729,1729,2008/2009,2008-10-18 00:00:00,489112,10260,8659,4,0,1.2,6.5,15.0,15,10,5,0.6666666666666666,67.05,6,2,4,0.3333333333333333,22.95
657,2090,1729,1729,2008/2009,2008-10-18 00:00:00,489113,9825,8668,3,1,1.36,4.5,10.0,19,11,8,0.5789473684210527,49.050000000000004,6,4,2,0.6666666666666666,40.95
658,2091,1729,1729,2008/2009,2008-10-18 00:00:00,489114,8650,8528,3,2,1.4,4.33,9.0,17,8,9,0.47058823529411764,47.025,6,3,3,0.5,42.975
659,2092,1729,1729,2008/2009,2008-10-18 00:00:00,489115,10252,8462,0,0,1.83,3.25,5.0,14,6,8,0.42857142857142855,51.3,8,3,5,0.375,38.7
660,2093,1729,1729,2008/2009,2008-10-18 00:00:00,489116,8549,8455,0,5,6.0,3.7,1.62,10,4,6,0.4,35.1,16,8,8,0.5,54.9
661,2095,1729,1729,2008/2009,2008-10-18 00:00:00,489118,9879,8472,0,0,2.25,3.25,3.3,15,10,5,0.6666666666666666,47.25,14,7,7,0.5,42.75
662,2096,1729,1729,2008/2009,2008-10-18 00:00:00,489119,8559,8655,0,0,2.4,3.25,3.0,12,5,7,0.4166666666666667,45.675,7,1,6,0.14285714285714285,44.325
670,8098,7809,7809,2008/2009,2008-10-18 00:00:00,499381,8697,9789,3,3,1.73,3.6,4.75,17,11,6,0.6470588235294118,58.724999999999994,7,3,4,0.42857142857142855,31.275
678,10613,10257,10257,2008/2009,2008-10-18 00:00:00,539619,8535,8690,3,0,1.44,3.8,9.0,18,7,11,0.3888888888888889,46.12499999999999,8,4,4,0.5,43.875
691,21870,21518,21518,2008/2009,2008-10-18 00:00:00,530205,9906,8633,1,2,2.9,3.3,2.4,19,5,14,0.2631578947368421,46.800000000000004,16,13,3,0.8125,43.199999999999996
692,21873,21518,21518,2008/2009,2008-10-18 00:00:00,530208,8558,10205,0,0,2.75,3.3,2.5,4,3,1,0.75,39.6,12,5,7,0.4166666666666667,50.400000000000006
695,2097,1729,1729,2008/2009,2008-10-19 00:00:00,489120,8667,8654,1,0,2.62,3.25,2.75,12,3,9,0.25,51.3,15,7,8,0.4666666666666667,38.7
696,2098,1729,1729,2008/2009,2008-10-19 00:00:00,489121,10194,8586,2,1,3.25,3.3,2.25,8,3,5,0.375,41.625,10,5,5,0.5,48.375
700,8097,7809,7809,2008/2009,2008-10-19 00:00:00,499380,9790,10189,1,1,2.25,3.25,3.2,10,5,5,0.5,37.62,6,3,3,0.5,52.38000000000001
701,10607,10257,10257,2008/2009,2008-10-19 00:00:00,539613,8564,9882,3,0,1.4,4.0,9.5,9,4,5,0.4444444444444444,43.199999999999996,6,2,4,0.3333333333333333,46.800000000000004
702,10609,10257,10257,2008/2009,2008-10-19 00:00:00,539615,8686,8636,0,4,3.4,3.0,2.3,26,13,13,0.5,52.65,16,6,10,0.375,37.35
721,21875,21518,21518,2008/2009,2008-10-19 00:00:00,530210,8315,8634,0,1,6.0,4.0,1.53,7,5,2,0.7142857142857143,44.1,12,6,6,0.5,45.9
722,21876,21518,21518,2008/2009,2008-10-19 00:00:00,530211,9865,8302,0,1,2.7,3.25,2.6,8,5,3,0.625,47.25,9,4,5,0.4444444444444444,42.75
724,2094,1729,1729,2008/2009,2008-10-20 00:00:00,489117,10261,8456,2,2,3.0,3.25,2.4,5,2,3,0.4,33.975,22,10,12,0.45454545454545453,56.025000000000006
727,8107,7809,7809,2008/2009,2008-10-24 00:00:00,499390,8178,8722,2,0,1.53,4.0,6.5,7,4,3,0.5714285714285714,53.325,15,7,8,0.4666666666666667,36.675
739,2099,1729,1729,2008/2009,2008-10-25 00:00:00,489122,8472,10261,2,1,2.2,3.3,3.4,13,3,10,0.23076923076923078,48.06,11,6,5,0.5454545454545454,41.940000000000005
740,2102,1729,1729,2008/2009,2008-10-25 00:00:00,489125,8668,10260,1,1,7.5,4.0,1.5,14,10,4,0.7142857142857143,35.325,19,10,9,0.5263157894736842,54.675000000000004
741,2104,1729,1729,2008/2009,2008-10-25 00:00:00,489127,8655,8549,1,1,2.1,3.25,3.75,11,2,9,0.18181818181818182,48.150000000000006,3,1,2,0.3333333333333333,41.85
742,2105,1729,1729,2008/2009,2008-10-25 00:00:00,489128,8659,8667,0,3,2.2,3.3,3.4,27,14,13,0.5185185185185185,43.875,12,6,6,0.5,46.12499999999999
750,8106,7809,7809,2008/2009,2008-10-25 00:00:00,499389,9823,8721,4,2,1.57,3.8,5.75,14,5,9,0.35714285714285715,62.775,11,5,6,0.45454545454545453,27.224999999999998
780,2100,1729,1729,2008/2009,2008-10-26 00:00:00,489123,8586,8559,2,0,2.05,3.3,4.0,17,7,10,0.4117647058823529,49.50000000000001,10,2,8,0.2,40.5
781,2101,1729,1729,2008/2009,2008-10-26 00:00:00,489124,8654,9825,0,2,6.0,3.75,1.62,10,6,4,0.6,33.975,20,10,10,0.5,56.025000000000006
782,2103,1729,1729,2008/2009,2008-10-26 00:00:00,489126,8456,10194,3,0,1.44,4.33,7.5,15,8,7,0.5333333333333333,47.25,10,6,4,0.6,42.75
783,2106,1729,1729,2008/2009,2008-10-26 00:00:00,489129,8462,9879,1,1,1.83,3.5,4.5,22,11,11,0.5,45.224999999999994,9,5,4,0.5555555555555556,44.775
784,2107,1729,1729,2008/2009,2008-10-26 00:00:00,489130,8528,10252,0,4,2.6,3.3,2.75,17,6,11,0.35294117647058826,47.7,6,4,2,0.6666666666666666,42.3
785,2108,1729,1729,2008/2009,2008-10-26 00:00:00,489131,8455,8650,0,1,1.91,3.25,4.5,18,6,12,0.3333333333333333,54.675000000000004,8,2,6,0.25,35.325
