,result,odds-home,odds-draw,odds-away,home-wins,home-draws,home-losses,home-goals,home-opposition-goals,home-shots,home-shots_on_target,home-possession,home-opposition_shots,home-opposition_shots_on_target,home-opposition_possession,away-wins,away-draws,away-losses,away-goals,away-opposition-goals,away-shots,away-shots_on_target,away-possession,away-opposition_shots,away-opposition_shots_on_target,away-opposition_possession,home_shot_accuracy,home_shot_efficiency,home_opposition_shot_accuracy,home_opposition_shot_efficiency,away_shot_accuracy,away_shot_efficiency,away_opposition_shot_accuracy,away_opposition_shot_efficiency
1652,A,2.3,3.3,3.1,4,1,5,12,14,122,55,0.494,98,40,0.506,6,3,1,17,11,115,59,0.5859166666666666,97,42,0.41408333333333336,0.45081967213114754,0.21818181818181817,0.40816326530612246,0.35,0.5130434782608696,0.288135593220339,0.4329896907216495,0.2619047619047619
1653,D,2.8,3.25,2.5,2,4,4,8,16,82,38,0.41906666666666664,109,56,0.5809333333333333,5,1,4,15,12,124,68,0.5377428571428571,81,33,0.4622571428571428,0.4634146341463415,0.21052631578947367,0.5137614678899083,0.2857142857142857,0.5483870967741935,0.22058823529411764,0.4074074074074074,0.36363636363636365
1654,D,1.91,3.4,4.2,4,0,6,9,11,125,54,0.44916666666666666,107,56,0.5508333333333333,0,3,7,9,23,164,86,0.4954166666666666,92,43,0.5045833333333334,0.432,0.16666666666666666,0.5233644859813084,0.19642857142857142,0.524390243902439,0.10465116279069768,0.4673913043478261,0.5348837209302325
1655,H,1.85,3.4,4.33,0,3,7,9,23,71,29,0.4303,101,43,0.5697,1,3,6,11,25,89,39,0.45499999999999996,142,72,0.545,0.4084507042253521,0.3103448275862069,0.42574257425742573,0.5348837209302325,0.43820224719101125,0.28205128205128205,0.5070422535211268,0.3472222222222222
1656,H,2.2,3.2,3.6,4,3,3,16,11,176,77,0.5531333333333334,82,42,0.4468666666666667,7,2,1,23,8,129,58,0.52825,108,47,0.47174999999999995,0.4375,0.2077922077922078,0.5121951219512195,0.2619047619047619,0.4496124031007752,0.39655172413793105,0.4351851851851852,0.1702127659574468
1657,A,2.1,3.3,3.5,4,0,6,9,16,101,57,0.47745,134,73,0.52255,2,1,7,7,18,107,48,0.4678333333333333,100,41,0.5321666666666667,0.5643564356435643,0.15789473684210525,0.5447761194029851,0.2191780821917808,0.4485981308411215,0.14583333333333334,0.41,0.43902439024390244
1658,A,5.5,4.0,1.57,7,3,0,19,10,111,57,0.6001666666666667,96,36,0.3998333333333333,9,1,0,30,5,120,63,0.6913833333333335,52,31,0.30861666666666665,0.5135135135135135,0.3333333333333333,0.375,0.2777777777777778,0.525,0.47619047619047616,0.5961538461538461,0.16129032258064516
1659,D,2.7,3.25,2.6,5,1,4,17,15,111,45,0.5115071428571429,121,64,0.4884928571428572,4,2,4,12,12,94,47,0.5052333333333333,96,44,0.4947666666666666,0.40540540540540543,0.37777777777777777,0.5289256198347108,0.234375,0.5,0.2553191489361702,0.4583333333333333,0.2727272727272727
1660,H,1.5,4.0,7.0,5,2,3,17,13,123,68,0.52335,85,36,0.4766499999999999,2,2,6,9,16,62,29,0.43700000000000006,135,60,0.5630000000000001,0.5528455284552846,0.25,0.4235294117647059,0.3611111111111111,0.46774193548387094,0.3103448275862069,0.4444444444444444,0.26666666666666666
1661,D,2.38,3.25,3.0,1,2,7,10,26,81,33,0.42775,143,68,0.57225,2,4,4,9,17,83,39,0.4218166666666666,111,61,0.5781833333333333,0.4074074074074074,0.30303030303030304,0.4755244755244755,0.38235294117647056,0.46987951807228917,0.23076923076923078,0.5495495495495496,0.2786885245901639
1662,H,1.14,7.5,17.0,7,2,1,17,7,172,93,0.5985833333333332,80,39,0.40141666666666664,1,3,6,10,21,79,31,0.45055,96,38,0.5494499999999999,0.5406976744186046,0.1827956989247312,0.4875,0.1794871794871795,0.3924050632911392,0.3225806451612903,0.3958333333333333,0.5526315789473685
1663,H,1.33,5.0,9.0,7,2,1,20,5,136,72,0.5227666666666667,76,35,0.4772333333333333,5,3,2,15,9,108,59,0.43755000000000005,121,59,0.56245,0.5294117647058824,0.2777777777777778,0.4605263157894737,0.14285714285714285,0.5462962962962963,0.2542372881355932,0.48760330578512395,0.15254237288135594
1664,A,4.0,3.3,1.95,2,3,5,9,16,87,49,0.42824999999999996,123,56,0.5717500000000001,5,1,4,19,17,111,61,0.5295,129,57,0.4705,0.5632183908045977,0.1836734693877551,0.45528455284552843,0.2857142857142857,0.5495495495495496,0.3114754098360656,0.4418604651162791,0.2982456140350877
1665,D,1.44,4.33,7.5,7,3,0,23,8,141,78,0.5580333333333334,74,38,0.4419666666666666,3,1,6,12,17,122,58,0.45870000000000005,128,59,0.5413,0.5531914893617021,0.2948717948717949,0.5135135135135135,0.21052631578947367,0.47540983606557374,0.20689655172413793,0.4609375,0.288135593220339
1666,H,2.25,3.3,3.25,4,3,3,17,18,118,56,0.46149999999999997,140,73,0.5385,4,1,5,10,11,105,45,0.44566666666666666,118,67,0.5543333333333332,0.4745762711864407,0.30357142857142855,0.5214285714285715,0.2465753424657534,0.42857142857142855,0.2222222222222222,0.5677966101694916,0.16417910447761194
1667,A,2.6,3.2,2.8,3,5,2,15,10,116,50,0.5291666666666666,121,64,0.4708333333333333,4,3,3,17,16,119,64,0.5268499999999999,142,75,0.47315,0.43103448275862066,0.3,0.5289256198347108,0.15625,0.5378151260504201,0.265625,0.528169014084507,0.21333333333333335
1668,H,1.36,4.75,9.0,5,3,2,19,10,125,67,0.516104761904762,121,63,0.48389523809523804,1,5,4,12,20,92,44,0.4811666666666667,143,70,0.5188333333333334,0.536,0.2835820895522388,0.5206611570247934,0.15873015873015872,0.4782608695652174,0.2727272727272727,0.48951048951048953,0.2857142857142857
1669,H,1.73,3.6,5.0,4,4,2,12,6,107,61,0.5091785714285715,125,54,0.4908214285714285,3,1,6,12,18,92,51,0.4658833333333333,136,69,0.5341166666666667,0.5700934579439252,0.19672131147540983,0.432,0.1111111111111111,0.5543478260869565,0.23529411764705882,0.5073529411764706,0.2608695652173913
1670,A,2.38,3.2,3.1,3,4,3,9,16,105,40,0.4719999999999999,154,67,0.528,0,4,6,9,22,172,96,0.49141666666666667,91,42,0.5085833333333334,0.38095238095238093,0.225,0.43506493506493504,0.23880597014925373,0.5581395348837209,0.09375,0.46153846153846156,0.5238095238095238
1671,H,2.25,3.4,3.2,3,2,5,9,13,125,56,0.4890833333333333,131,64,0.5109166666666667,3,4,3,15,17,111,56,0.4973666666666666,143,70,0.5026333333333333,0.448,0.16071428571428573,0.48854961832061067,0.203125,0.5045045045045045,0.26785714285714285,0.48951048951048953,0.24285714285714285
1672,H,1.57,4.0,5.5,5,3,2,19,13,115,57,0.52875,87,51,0.47125,3,4,3,12,13,77,35,0.4839666666666667,142,82,0.5160333333333333,0.4956521739130435,0.3333333333333333,0.5862068965517241,0.2549019607843137,0.45454545454545453,0.34285714285714286,0.5774647887323944,0.15853658536585366
1673,H,5.0,3.75,1.67,4,1,5,11,17,63,27,0.45325000000000004,123,66,0.54675,6,1,3,26,15,140,79,0.6229833333333334,102,53,0.3770166666666667,0.42857142857142855,0.4074074074074074,0.5365853658536586,0.25757575757575757,0.5642857142857143,0.3291139240506329,0.5196078431372549,0.2830188679245283
1674,A,2.7,3.2,2.6,3,1,6,9,18,102,42,0.4527000000000001,98,39,0.5473,7,2,1,16,8,109,52,0.5854166666666666,104,43,0.41458333333333336,0.4117647058823529,0.21428571428571427,0.3979591836734694,0.46153846153846156,0.47706422018348627,0.3076923076923077,0.41346153846153844,0.18604651162790697
1675,H,1.1,9.0,21.0,9,1,0,26,4,123,64,0.6938333333333333,53,28,0.30616666666666664,0,4,6,6,16,87,45,0.4093333333333333,137,67,0.5906666666666667,0.5203252032520326,0.40625,0.5283018867924528,0.14285714285714285,0.5172413793103449,0.13333333333333333,0.48905109489051096,0.23880597014925373
1676,H,2.1,3.4,3.4,3,3,4,11,13,94,45,0.5083833333333334,106,45,0.4916166666666666,5,2,3,15,12,130,71,0.5196,89,39,0.48039999999999994,0.4787234042553192,0.24444444444444444,0.42452830188679247,0.28888888888888886,0.5461538461538461,0.2112676056338028,0.43820224719101125,0.3076923076923077
1677,H,2.8,3.2,2.6,5,2,3,15,12,137,80,0.5165000000000001,117,54,0.4835,6,2,2,22,10,126,56,0.523,122,52,0.477,0.583941605839416,0.1875,0.46153846153846156,0.2222222222222222,0.4444444444444444,0.39285714285714285,0.4262295081967213,0.19230769230769232
1678,D,3.0,3.3,2.38,4,1,5,12,14,86,36,0.4923333333333333,133,68,0.5076666666666666,6,2,2,13,9,140,71,0.5014166666666667,139,79,0.4985833333333333,0.4186046511627907,0.3333333333333333,0.5112781954887218,0.20588235294117646,0.5071428571428571,0.18309859154929578,0.5683453237410072,0.11392405063291139
1679,A,1.91,3.4,4.0,4,2,4,10,12,125,62,0.5670000000000002,85,37,0.43299999999999994,6,0,4,16,14,100,48,0.50115,131,61,0.49885,0.496,0.16129032258064516,0.43529411764705883,0.32432432432432434,0.48,0.3333333333333333,0.46564885496183206,0.22950819672131148
1680,A,2.38,3.4,2.88,4,2,4,12,13,93,42,0.4275333333333334,116,49,0.5724666666666668,3,3,4,14,20,91,53,0.5098666666666667,105,58,0.49013333333333337,0.45161290322580644,0.2857142857142857,0.4224137931034483,0.2653061224489796,0.5824175824175825,0.2641509433962264,0.5523809523809524,0.3448275862068966
1681,H,1.4,4.33,8.5,8,0,2,24,13,141,77,0.5642499999999999,124,57,0.4357499999999999,3,2,5,10,12,132,57,0.47825,111,58,0.52175,0.5460992907801419,0.3116883116883117,0.4596774193548387,0.22807017543859648,0.4318181818181818,0.17543859649122806,0.5225225225225225,0.20689655172413793
1682,H,1.95,3.3,4.0,4,3,3,11,9,127,74,0.5326249999999999,111,54,0.46737499999999993,3,2,5,12,20,136,64,0.5210833333333333,135,61,0.47891666666666666,0.5826771653543307,0.14864864864864866,0.4864864864864865,0.16666666666666666,0.47058823529411764,0.1875,0.45185185185185184,0.32786885245901637
1683,A,1.75,3.4,5.0,2,2,6,5,15,114,47,0.44325000000000003,119,54,0.55675,2,1,7,7,15,97,40,0.4206,163,78,0.5794,0.41228070175438597,0.10638297872340426,0.453781512605042,0.2777777777777778,0.41237113402061853,0.175,0.4785276073619632,0.19230769230769232
1684,H,1.29,5.5,10.0,6,1,3,22,11,122,58,0.49224999999999997,101,47,0.5077499999999999,0,1,9,5,22,83,37,0.4768333333333333,128,54,0.5231666666666668,0.47540983606557374,0.3793103448275862,0.46534653465346537,0.23404255319148937,0.4457831325301205,0.13513513513513514,0.421875,0.4074074074074074
1685,H,2.4,3.3,2.9,4,1,5,12,11,126,50,0.4925,97,41,0.5075000000000001,3,3,4,14,16,93,42,0.5417666666666666,69,38,0.4582333333333333,0.3968253968253968,0.24,0.422680412371134,0.2682926829268293,0.45161290322580644,0.3333333333333333,0.5507246376811594,0.42105263157894735
1686,A,8.0,4.75,1.36,2,5,3,9,12,81,36,0.41589999999999994,119,62,0.5841,7,2,1,23,7,178,94,0.5935833333333334,80,38,0.4064166666666667,0.4444444444444444,0.25,0.5210084033613446,0.1935483870967742,0.5280898876404494,0.24468085106382978,0.475,0.18421052631578946
1687,A,10.0,5.5,1.3,2,1,7,14,23,114,57,0.47024999999999995,146,75,0.5297499999999999,5,2,3,17,11,183,76,0.5386333333333334,82,46,0.4613666666666667,0.5,0.24561403508771928,0.5136986301369864,0.30666666666666664,0.41530054644808745,0.2236842105263158,0.5609756097560976,0.2391304347826087
1688,D,1.53,4.0,6.5,4,3,3,17,16,130,70,0.5281,118,59,0.4719,3,3,4,9,18,104,43,0.4794999999999999,143,64,0.5205,0.5384615384615384,0.24285714285714285,0.5,0.2711864406779661,0.41346153846153844,0.20930232558139536,0.44755244755244755,0.28125
1689,H,2.4,3.3,2.9,5,3,2,15,9,111,61,0.42388333333333333,132,64,0.5761166666666666,4,1,5,11,18,66,29,0.4482499999999999,120,63,0.55175,0.5495495495495496,0.2459016393442623,0.48484848484848486,0.140625,0.4393939393939394,0.3793103448275862,0.525,0.2857142857142857
1690,D,1.67,3.75,5.0,3,3,4,14,19,97,56,0.5033666666666667,100,54,0.4966333333333333,2,0,8,16,27,104,54,0.3986166666666666,122,59,0.6013833333333334,0.5773195876288659,0.25,0.54,0.35185185185185186,0.5192307692307693,0.2962962962962963,0.48360655737704916,0.4576271186440678
1691,H,4.75,3.6,1.73,4,4,2,19,14,111,62,0.49675,96,50,0.50325,7,2,1,17,4,142,73,0.5184333333333334,78,35,0.48156666666666664,0.5585585585585585,0.3064516129032258,0.5208333333333334,0.28,0.5140845070422535,0.2328767123287671,0.44871794871794873,0.11428571428571428
1692,D,3.6,3.0,2.2,3,0,7,10,17,88,38,0.42449999999999993,155,68,0.5755,3,2,5,10,16,108,49,0.5177499999999999,104,47,0.48225,0.4318181818181818,0.2631578947368421,0.43870967741935485,0.25,0.4537037037037037,0.20408163265306123,0.4519230769230769,0.3404255319148936
1693,H,2.9,3.25,2.4,0,4,6,6,16,74,35,0.38683333333333325,147,76,0.6131666666666666,7,2,1,16,8,101,50,0.5916666666666667,100,40,0.4083333333333334,0.47297297297297297,0.17142857142857143,0.5170068027210885,0.21052631578947367,0.49504950495049505,0.32,0.4,0.2
1694,D,3.25,3.4,2.15,1,2,7,10,26,92,38,0.4366666666666666,125,59,0.5633333333333334,3,3,4,11,14,100,46,0.5063833333333334,103,42,0.49361666666666665,0.41304347826086957,0.2631578947368421,0.472,0.4406779661016949,0.46,0.2391304347826087,0.4077669902912621,0.3333333333333333
1695,H,1.14,7.5,17.0,7,2,1,23,6,179,91,0.6112499999999998,74,33,0.38874999999999993,1,2,7,7,17,66,29,0.4415,139,60,0.5585000000000001,0.5083798882681564,0.25274725274725274,0.44594594594594594,0.18181818181818182,0.4393939393939394,0.2413793103448276,0.4316546762589928,0.2833333333333333
1696,A,3.25,3.3,2.2,6,0,4,18,15,92,47,0.48390000000000005,122,54,0.5161,6,3,1,22,12,107,57,0.52075,83,46,0.47925,0.5108695652173914,0.3829787234042553,0.4426229508196721,0.2777777777777778,0.5327102803738317,0.38596491228070173,0.5542168674698795,0.2608695652173913
1697,A,2.88,3.0,2.63,3,3,4,16,21,113,49,0.49324999999999997,123,58,0.50675,6,2,2,13,5,89,50,0.5417,105,44,0.45830000000000004,0.4336283185840708,0.32653061224489793,0.4715447154471545,0.3620689655172414,0.5617977528089888,0.26,0.41904761904761906,0.11363636363636363
1698,H,2.05,3.1,4.0,1,2,7,7,17,132,56,0.43091666666666667,104,58,0.5690833333333334,2,2,6,7,15,111,46,0.4575,112,53,0.5425,0.42424242424242425,0.125,0.5576923076923077,0.29310344827586204,0.4144144144144144,0.15217391304347827,0.4732142857142857,0.2830188679245283
1699,H,2.38,3.1,3.1,5,1,4,20,18,111,57,0.5493,125,55,0.4507,4,3,3,10,7,109,65,0.531125,109,56,0.46887499999999993,0.5135135135135135,0.3508771929824561,0.44,0.32727272727272727,0.5963302752293578,0.15384615384615385,0.5137614678899083,0.125
1700,A,2.7,2.9,2.88,3,5,2,13,9,110,49,0.4262499999999999,118,58,0.57375,2,5,3,10,11,115,51,0.5267499999999999,122,51,0.47325,0.44545454545454544,0.2653061224489796,0.4915254237288136,0.15517241379310345,0.4434782608695652,0.19607843137254902,0.4180327868852459,0.21568627450980393
1701,D,1.2,6.0,15.0,6,3,1,16,4,133,66,0.5795833333333333,92,43,0.42041666666666666,0,1,9,5,19,81,39,0.4683333333333334,125,57,0.5316666666666666,0.49624060150375937,0.24242424242424243,0.4673913043478261,0.09302325581395349,0.48148148148148145,0.1282051282051282,0.456,0.3333333333333333
1702,H,1.91,3.25,4.2,3,2,5,12,16,132,54,0.46525,113,61,0.5347500000000001,3,1,6,11,21,124,61,0.5193333333333333,134,59,0.4806666666666666,0.4090909090909091,0.2222222222222222,0.5398230088495575,0.26229508196721313,0.49193548387096775,0.18032786885245902,0.44029850746268656,0.3559322033898305
1703,D,1.6,3.8,5.75,4,2,4,14,15,124,65,0.5186000000000001,91,39,0.4813999999999999,3,3,4,10,10,75,31,0.38751666666666673,104,40,0.6124833333333333,0.5241935483870968,0.2153846153846154,0.42857142857142855,0.38461538461538464,0.41333333333333333,0.3225806451612903,0.38461538461538464,0.25
1704,D,7.5,4.5,1.4,3,3,4,13,15,101,43,0.5268166666666666,77,40,0.47318333333333334,9,1,0,25,3,123,65,0.6975833333333333,54,27,0.30241666666666667,0.42574257425742573,0.3023255813953488,0.5194805194805194,0.375,0.5284552845528455,0.38461538461538464,0.5,0.1111111111111111
1705,H,2.0,3.3,3.8,4,0,6,10,15,99,55,0.48950000000000005,128,64,0.5105,3,3,4,7,15,81,34,0.446,91,51,0.5539999999999999,0.5555555555555556,0.18181818181818182,0.5,0.234375,0.41975308641975306,0.20588235294117646,0.5604395604395604,0.29411764705882354
1706,D,2.3,3.25,2.8,4,2,4,15,16,110,44,0.49635714285714283,120,60,0.5036428571428572,4,1,5,13,11,130,52,0.49720000000000003,101,40,0.5027999999999999,0.4,0.3409090909090909,0.5,0.26666666666666666,0.4,0.25,0.39603960396039606,0.275
1707,A,2.25,3.4,3.1,1,1,8,11,25,103,53,0.40528333333333333,130,63,0.5947166666666667,1,1,8,6,19,102,53,0.4369166666666667,138,68,0.5630833333333333,0.5145631067961165,0.20754716981132076,0.4846153846153846,0.3968253968253968,0.5196078431372549,0.11320754716981132,0.4927536231884058,0.27941176470588236
1708,H,1.36,4.75,9.0,6,1,3,22,12,125,57,0.5205,127,57,0.4795,3,2,5,10,15,126,57,0.4958333333333334,126,60,0.5041666666666667,0.456,0.38596491228070173,0.44881889763779526,0.21052631578947367,0.4523809523809524,0.17543859649122806,0.47619047619047616,0.25
1709,D,1.57,4.0,6.0,5,3,2,14,11,146,75,0.5051666666666667,126,68,0.4948333333333333,4,3,3,17,17,121,57,0.47825,128,68,0.5217499999999999,0.5136986301369864,0.18666666666666668,0.5396825396825397,0.16176470588235295,0.47107438016528924,0.2982456140350877,0.53125,0.25
1710,A,1.83,3.5,4.5,3,4,3,17,16,112,58,0.50695,147,72,0.49305000000000004,3,2,5,14,17,90,39,0.5013333333333333,138,71,0.49866666666666665,0.5178571428571429,0.29310344827586204,0.4897959183673469,0.2222222222222222,0.43333333333333335,0.358974358974359,0.5144927536231884,0.23943661971830985
1711,H,2.0,3.25,4.0,4,3,3,17,16,136,82,0.53135,113,57,0.46865,4,4,2,13,8,117,67,0.5136785714285714,117,49,0.4863214285714285,0.6029411764705882,0.2073170731707317,0.504424778761062,0.2807017543859649,0.5726495726495726,0.19402985074626866,0.4188034188034188,0.16326530612244897
1712,D,1.8,3.6,4.5,3,1,6,14,19,89,49,0.46013333333333334,139,70,0.5398666666666666,2,1,7,15,25,118,54,0.4715,143,77,0.5285,0.550561797752809,0.2857142857142857,0.5035971223021583,0.2714285714285714,0.4576271186440678,0.2777777777777778,0.5384615384615384,0.3246753246753247
1713,D,5.0,3.6,1.73,1,4,5,12,21,164,90,0.4854166666666666,91,42,0.5145833333333334,6,4,0,20,7,148,81,0.5465333333333333,70,38,0.45346666666666663,0.5487804878048781,0.13333333333333333,0.46153846153846156,0.5,0.5472972972972973,0.24691358024691357,0.5428571428571428,0.18421052631578946
1714,H,2.2,3.25,3.4,3,1,6,8,14,102,43,0.4396666666666666,119,65,0.5603333333333333,3,5,2,16,10,116,50,0.5401666666666667,118,62,0.4598333333333333,0.4215686274509804,0.18604651162790697,0.5462184873949579,0.2153846153846154,0.43103448275862066,0.32,0.5254237288135594,0.16129032258064516
1715,H,2.1,3.3,3.6,1,4,5,10,19,97,43,0.4905,137,66,0.5095,3,3,4,9,18,98,43,0.4745,151,75,0.5255,0.44329896907216493,0.23255813953488372,0.48175182481751827,0.2878787878787879,0.4387755102040816,0.20930232558139536,0.4966887417218543,0.24
1716,D,1.4,4.33,8.5,6,2,2,15,5,135,66,0.5129333333333335,82,36,0.48706666666666665,5,0,5,16,15,92,45,0.5049,118,56,0.4951,0.4888888888888889,0.22727272727272727,0.43902439024390244,0.1388888888888889,0.4891304347826087,0.35555555555555557,0.4745762711864407,0.26785714285714285
1717,A,6.5,4.1,1.5,4,2,4,12,14,90,40,0.43678333333333336,113,50,0.5632166666666667,5,1,4,23,17,128,76,0.6102333333333334,104,55,0.3897666666666667,0.4444444444444444,0.3,0.4424778761061947,0.28,0.59375,0.3026315789473684,0.5288461538461539,0.3090909090909091
1718,H,3.5,3.3,2.1,2,1,7,8,22,126,64,0.5218333333333333,135,67,0.47816666666666663,5,4,1,14,5,143,70,0.5913333333333333,94,43,0.4086666666666666,0.5079365079365079,0.125,0.4962962962962963,0.3283582089552239,0.48951048951048953,0.2,0.4574468085106383,0.11627906976744186
1719,H,1.73,3.4,5.25,4,2,4,10,9,101,58,0.520625,101,51,0.47937499999999994,2,1,7,10,19,90,40,0.44775,152,65,0.55225,0.5742574257425742,0.1724137931034483,0.504950495049505,0.17647058823529413,0.4444444444444444,0.25,0.4276315789473684,0.2923076923076923
1720,H,1.95,3.4,3.8,3,1,6,9,17,102,42,0.45170000000000005,93,39,0.5483,1,3,6,8,14,71,33,0.3708333333333333,136,71,0.6291666666666667,0.4117647058823529,0.21428571428571427,0.41935483870967744,0.4358974358974359,0.4647887323943662,0.24242424242424243,0.5220588235294118,0.19718309859154928
1721,H,1.13,8.5,17.0,8,2,0,22,4,130,69,0.6965833333333332,57,27,0.30341666666666667,4,3,3,17,15,113,46,0.4963571428571429,114,60,0.5036428571428572,0.5307692307692308,0.3188405797101449,0.47368421052631576,0.14814814814814814,0.40707964601769914,0.3695652173913043,0.5263157894736842,0.25
1722,A,5.25,4.0,1.62,3,3,4,13,16,104,48,0.4996333333333334,104,44,0.5003666666666666,7,2,1,21,4,189,95,0.61925,71,33,0.3807499999999999,0.46153846153846156,0.2708333333333333,0.4230769230769231,0.36363636363636365,0.5026455026455027,0.22105263157894736,0.4647887323943662,0.12121212121212122
1723,A,2.63,3.2,2.75,3,2,5,12,15,124,62,0.47145000000000004,130,60,0.5285500000000001,5,2,3,16,12,133,77,0.515,116,54,0.485,0.5,0.1935483870967742,0.46153846153846156,0.25,0.5789473684210527,0.2077922077922078,0.46551724137931033,0.2222222222222222
1724,H,1.62,3.75,6.0,6,2,2,19,9,188,82,0.5513833333333334,87,45,0.44861666666666666,5,3,2,17,9,126,67,0.5133547619047619,113,58,0.4866452380952381,0.43617021276595747,0.23170731707317074,0.5172413793103449,0.2,0.5317460317460317,0.2537313432835821,0.5132743362831859,0.15517241379310345
1725,H,1.75,3.6,4.5,6,3,1,22,12,115,63,0.5352500000000001,83,42,0.46475000000000005,2,2,6,6,11,83,39,0.5050666666666667,133,67,0.4949333333333334,0.5478260869565217,0.3492063492063492,0.5060240963855421,0.2857142857142857,0.46987951807228917,0.15384615384615385,0.5037593984962406,0.16417910447761194
1726,D,1.95,3.5,3.75,3,0,7,18,20,107,58,0.45910000000000006,122,60,0.5408999999999999,3,4,3,12,14,78,35,0.5071333333333334,129,75,0.4928666666666667,0.5420560747663551,0.3103448275862069,0.4918032786885246,0.3333333333333333,0.44871794871794873,0.34285714285714286,0.5813953488372093,0.18666666666666668
1727,H,1.57,3.6,6.5,6,2,2,15,6,100,54,0.5541166666666666,95,44,0.44588333333333335,2,0,8,6,14,112,48,0.4531666666666666,111,52,0.5468333333333333,0.54,0.2777777777777778,0.4631578947368421,0.13636363636363635,0.42857142857142855,0.125,0.46846846846846846,0.2692307692307692
1728,D,2.45,3.1,3.0,3,5,2,10,9,125,57,0.539,120,53,0.46099999999999997,5,1,4,18,16,109,52,0.5368,114,51,0.4632,0.456,0.17543859649122806,0.44166666666666665,0.16981132075471697,0.47706422018348627,0.34615384615384615,0.4473684210526316,0.3137254901960784
1729,A,2.25,3.0,3.5,1,2,7,5,15,102,42,0.45125,110,54,0.54875,3,2,5,16,23,106,45,0.4873333333333333,115,53,0.5126666666666667,0.4117647058823529,0.11904761904761904,0.4909090909090909,0.2777777777777778,0.42452830188679247,0.35555555555555557,0.4608695652173913,0.4339622641509434
1730,H,1.44,4.2,8.0,3,2,5,11,17,111,49,0.51225,97,48,0.48774999999999996,3,3,4,8,14,96,34,0.398625,164,77,0.601375,0.44144144144144143,0.22448979591836735,0.4948453608247423,0.3541666666666667,0.3541666666666667,0.23529411764705882,0.4695121951219512,0.18181818181818182
1731,H,1.25,5.75,11.0,7,1,2,23,13,144,83,0.573,132,64,0.42699999999999994,2,3,5,10,14,91,48,0.41995,125,56,0.58005,0.5763888888888888,0.27710843373493976,0.48484848484848486,0.203125,0.5274725274725275,0.20833333333333334,0.448,0.25
1732,A,1.95,3.5,3.7,6,2,2,14,11,93,44,0.5999166666666667,92,38,0.40008333333333335,3,4,3,14,15,105,44,0.5198166666666667,79,40,0.48018333333333335,0.4731182795698925,0.3181818181818182,0.41304347826086957,0.2894736842105263,0.41904761904761906,0.3181818181818182,0.5063291139240507,0.375
1733,A,2.3,3.4,3.0,4,2,4,15,11,117,51,0.49545,107,44,0.5045499999999999,4,3,3,13,12,120,63,0.5251,92,39,0.4748999999999999,0.4358974358974359,0.29411764705882354,0.411214953271028,0.25,0.525,0.20634920634920634,0.42391304347826086,0.3076923076923077
1734,H,2.0,3.5,3.6,2,5,3,10,14,75,33,0.3974,121,60,0.6025999999999999,5,0,5,15,15,99,44,0.4734999999999999,147,61,0.5265,0.44,0.30303030303030304,0.49586776859504134,0.23333333333333334,0.4444444444444444,0.3409090909090909,0.41496598639455784,0.2459016393442623
1735,A,3.4,3.25,2.15,3,3,4,9,16,99,51,0.42316666666666664,112,58,0.5768333333333333,2,1,7,6,13,84,38,0.4779833333333333,131,65,0.5220166666666667,0.5151515151515151,0.17647058823529413,0.5178571428571429,0.27586206896551724,0.4523809523809524,0.15789473684210525,0.4961832061068702,0.2
1736,D,1.25,6.0,11.0,6,4,0,20,7,151,83,0.55545,65,34,0.44455,2,2,6,13,20,106,54,0.4693833333333333,128,67,0.5306166666666666,0.5496688741721855,0.24096385542168675,0.5230769230769231,0.20588235294117646,0.5094339622641509,0.24074074074074073,0.5234375,0.29850746268656714
1737,A,4.5,3.6,1.8,4,3,3,16,16,123,60,0.47375,143,82,0.5262499999999999,6,1,3,21,11,139,65,0.5275000000000001,126,55,0.4725,0.4878048780487805,0.26666666666666666,0.5734265734265734,0.1951219512195122,0.4676258992805755,0.3230769230769231,0.4365079365079365,0.2
1738,D,1.83,3.6,4.33,5,3,2,19,15,133,85,0.52485,117,59,0.4751500000000001,3,3,4,14,14,113,60,0.51795,141,69,0.48205000000000003,0.6390977443609023,0.2235294117647059,0.5042735042735043,0.2542372881355932,0.5309734513274337,0.23333333333333334,0.48936170212765956,0.2028985507246377
1739,H,1.95,3.4,4.0,2,5,3,15,14,115,55,0.5456666666666666,111,60,0.45433333333333337,4,2,4,15,15,87,37,0.49825,141,75,0.50175,0.4782608695652174,0.2727272727272727,0.5405405405405406,0.23333333333333334,0.42528735632183906,0.40540540540540543,0.5319148936170213,0.2
1740,H,2.5,3.25,2.88,3,3,4,10,17,102,47,0.47179999999999994,153,80,0.5282,3,2,5,10,15,132,58,0.4973333333333334,126,62,0.5026666666666666,0.46078431372549017,0.2127659574468085,0.5228758169934641,0.2125,0.4393939393939394,0.1724137931034483,0.49206349206349204,0.24193548387096775
1741,H,3.0,3.3,2.38,1,5,4,13,20,147,83,0.4634166666666667,102,50,0.5365833333333333,6,2,2,17,9,132,78,0.5235,114,53,0.47650000000000003,0.564625850340136,0.1566265060240964,0.49019607843137253,0.4,0.5909090909090909,0.21794871794871795,0.4649122807017544,0.16981132075471697
