,result,odds-home,odds-draw,odds-away,home-wins,home-draws,home-losses,home-goals,home-opposition-goals,home-shots,home-shots_on_target,home-opposition_shots,home-opposition_shots_on_target,away-wins,away-draws,away-losses,away-goals,away-opposition-goals,away-shots,away-shots_on_target,away-opposition_shots,away-opposition_shots_on_target,home_shot_accuracy,home_shot_efficiency,home_opposition_shot_accuracy,home_opposition_shot_efficiency,away_shot_accuracy,away_shot_efficiency,away_opposition_shot_accuracy,away_opposition_shot_efficiency
878,H,2.4,3.25,3.0,1,3,6,9,22,68,27,164,83,3,2,5,7,12,109,60,123,68,0.39705882352941174,0.3333333333333333,0.5060975609756098,0.26506024096385544,0.5504587155963303,0.11666666666666667,0.5528455284552846,0.17647058823529413
879,H,1.4,4.75,8.0,6,2,2,23,10,165,79,78,41,3,7,0,13,7,124,50,125,67,0.47878787878787876,0.2911392405063291,0.5256410256410257,0.24390243902439024,0.4032258064516129,0.26,0.536,0.1044776119402985
880,D,7.0,4.2,1.5,3,2,5,11,17,107,56,126,65,7,1,2,18,10,150,77,77,34,0.5233644859813084,0.19642857142857142,0.5158730158730159,0.26153846153846155,0.5133333333333333,0.23376623376623376,0.44155844155844154,0.29411764705882354
881,A,1.62,3.75,5.5,9,1,0,25,9,132,75,95,58,5,2,3,16,15,87,42,94,33,0.5681818181818182,0.3333333333333333,0.6105263157894737,0.15517241379310345,0.4827586206896552,0.38095238095238093,0.35106382978723405,0.45454545454545453
882,A,2.2,3.4,3.2,5,3,2,22,16,118,61,55,27,8,1,1,16,5,97,46,76,39,0.5169491525423728,0.36065573770491804,0.4909090909090909,0.5925925925925926,0.4742268041237113,0.34782608695652173,0.5131578947368421,0.1282051282051282
883,H,1.62,3.6,6.0,3,2,5,11,16,109,50,143,71,3,3,4,12,14,80,36,140,71,0.45871559633027525,0.22,0.4965034965034965,0.22535211267605634,0.45,0.3333333333333333,0.5071428571428571,0.19718309859154928
884,H,2.75,3.1,2.63,8,2,0,21,7,108,49,102,41,4,5,1,15,8,126,66,125,61,0.4537037037037037,0.42857142857142855,0.4019607843137255,0.17073170731707318,0.5238095238095238,0.22727272727272727,0.488,0.13114754098360656
885,A,7.5,4.2,1.44,3,2,5,10,15,89,38,86,41,8,1,1,24,8,129,59,61,30,0.42696629213483145,0.2631578947368421,0.47674418604651164,0.36585365853658536,0.4573643410852713,0.4067796610169492,0.4918032786885246,0.26666666666666666
886,H,2.9,3.3,2.38,2,3,5,11,24,85,39,91,48,5,2,3,16,13,128,76,104,51,0.4588235294117647,0.28205128205128205,0.5274725274725275,0.5,0.59375,0.21052631578947367,0.49038461538461536,0.2549019607843137
887,H,1.3,5.25,11.0,4,3,3,11,6,104,48,83,42,2,6,2,11,9,94,49,132,69,0.46153846153846156,0.22916666666666666,0.5060240963855421,0.14285714285714285,0.5212765957446809,0.22448979591836735,0.5227272727272727,0.13043478260869565
888,A,2.5,3.25,2.88,1,1,8,9,21,94,45,131,66,5,2,3,13,13,83,38,96,46,0.4787234042553192,0.2,0.5038167938931297,0.3181818181818182,0.4578313253012048,0.34210526315789475,0.4791666666666667,0.2826086956521739
889,H,3.1,3.25,2.3,4,2,4,11,15,103,53,120,54,1,6,3,12,15,96,48,110,55,0.5145631067961165,0.20754716981132076,0.45,0.2777777777777778,0.5,0.25,0.5,0.2727272727272727
890,D,1.67,3.5,5.5,5,4,1,13,7,117,51,104,53,2,4,4,11,11,126,70,109,57,0.4358974358974359,0.2549019607843137,0.5096153846153846,0.1320754716981132,0.5555555555555556,0.15714285714285714,0.5229357798165137,0.19298245614035087
891,D,2.88,1.83,5.0,2,3,5,11,12,86,44,140,63,3,2,5,10,16,96,45,118,54,0.5116279069767442,0.25,0.45,0.19047619047619047,0.46875,0.2222222222222222,0.4576271186440678,0.2962962962962963
892,H,2.25,3.3,3.2,4,3,3,12,15,101,48,90,43,3,3,4,12,12,128,47,76,39,0.4752475247524752,0.25,0.4777777777777778,0.3488372093023256,0.3671875,0.2553191489361702,0.5131578947368421,0.3076923076923077
893,A,2.1,3.3,3.5,3,3,4,10,12,67,29,116,53,4,1,5,14,14,95,48,105,48,0.43283582089552236,0.3448275862068966,0.45689655172413796,0.22641509433962265,0.5052631578947369,0.2916666666666667,0.45714285714285713,0.2916666666666667
894,H,1.3,5.25,10.0,9,0,1,33,9,157,87,81,42,5,2,3,14,10,107,54,94,49,0.554140127388535,0.3793103448275862,0.5185185185185185,0.21428571428571427,0.5046728971962616,0.25925925925925924,0.5212765957446809,0.20408163265306123
895,H,1.33,4.75,11.0,4,3,3,13,11,107,58,108,52,2,2,6,6,15,121,60,101,56,0.5420560747663551,0.22413793103448276,0.48148148148148145,0.21153846153846154,0.49586776859504134,0.1,0.5544554455445545,0.26785714285714285
896,H,1.91,3.4,4.0,4,2,4,12,11,108,53,133,66,2,3,5,6,15,76,34,110,48,0.49074074074074076,0.22641509433962265,0.49624060150375937,0.16666666666666666,0.4473684210526316,0.17647058823529413,0.43636363636363634,0.3125
897,H,3.6,3.3,2.1,2,6,2,11,10,95,48,150,80,6,2,2,15,7,133,74,94,52,0.5052631578947369,0.22916666666666666,0.5333333333333333,0.125,0.556390977443609,0.20270270270270271,0.5531914893617021,0.1346153846153846
898,H,1.8,3.5,4.5,3,5,2,11,9,90,41,116,62,2,2,6,11,22,68,28,151,74,0.45555555555555555,0.2682926829268293,0.5344827586206896,0.14516129032258066,0.4117647058823529,0.39285714285714285,0.4900662251655629,0.2972972972972973
899,D,3.3,3.3,2.25,2,1,7,9,25,99,48,128,53,6,2,2,13,9,86,41,93,45,0.48484848484848486,0.1875,0.4140625,0.4716981132075472,0.47674418604651164,0.3170731707317073,0.4838709677419355,0.2
900,A,2.63,3.2,2.75,8,1,1,27,6,141,65,98,52,6,2,2,27,11,148,73,76,41,0.46099290780141844,0.4153846153846154,0.5306122448979592,0.11538461538461539,0.49324324324324326,0.3698630136986301,0.5394736842105263,0.2682926829268293
901,A,5.0,3.8,1.7,1,1,8,9,21,91,44,129,64,5,3,2,16,9,104,59,107,51,0.4835164835164835,0.20454545454545456,0.49612403100775193,0.328125,0.5673076923076923,0.2711864406779661,0.4766355140186916,0.17647058823529413
902,A,2.88,3.25,2.5,3,1,6,7,18,118,68,121,60,3,6,1,14,14,110,47,123,70,0.576271186440678,0.10294117647058823,0.49586776859504134,0.3,0.42727272727272725,0.2978723404255319,0.5691056910569106,0.2
903,H,1.22,6.0,15.0,6,2,2,15,9,147,75,76,33,2,4,4,8,11,96,49,132,63,0.5102040816326531,0.2,0.4342105263157895,0.2727272727272727,0.5104166666666666,0.16326530612244897,0.4772727272727273,0.1746031746031746
904,A,2.7,3.4,2.55,8,1,1,16,5,92,43,75,38,8,1,1,24,10,127,69,99,56,0.4673913043478261,0.37209302325581395,0.5066666666666667,0.13157894736842105,0.5433070866141733,0.34782608695652173,0.5656565656565656,0.17857142857142858
905,A,2.38,3.25,3.0,1,5,4,9,15,74,34,111,52,1,2,7,11,20,103,52,119,63,0.4594594594594595,0.2647058823529412,0.46846846846846846,0.28846153846153844,0.5048543689320388,0.21153846153846154,0.5294117647058824,0.31746031746031744
906,H,1.29,5.0,11.0,4,4,2,14,8,123,64,128,63,2,3,5,10,16,77,32,132,65,0.5203252032520326,0.21875,0.4921875,0.12698412698412698,0.4155844155844156,0.3125,0.49242424242424243,0.24615384615384617
907,A,4.33,3.6,1.8,1,3,6,14,21,109,57,131,56,5,4,1,13,7,114,49,112,59,0.5229357798165137,0.24561403508771928,0.42748091603053434,0.375,0.4298245614035088,0.2653061224489796,0.5267857142857143,0.11864406779661017
908,H,1.4,4.5,8.0,3,3,4,11,13,115,46,80,40,1,1,8,6,25,119,53,102,50,0.4,0.2391304347826087,0.5,0.325,0.44537815126050423,0.11320754716981132,0.49019607843137253,0.5
909,H,1.17,7.0,15.0,8,1,1,22,8,123,56,59,27,4,2,4,15,14,107,49,114,51,0.45528455284552843,0.39285714285714285,0.4576271186440678,0.2962962962962963,0.45794392523364486,0.30612244897959184,0.4473684210526316,0.27450980392156865
910,H,1.85,3.4,4.2,3,3,4,13,18,94,41,87,42,2,3,5,11,13,74,32,126,67,0.43617021276595747,0.3170731707317073,0.4827586206896552,0.42857142857142855,0.43243243243243246,0.34375,0.5317460317460317,0.19402985074626866
911,H,2.0,3.4,3.8,3,2,5,7,12,105,59,123,68,2,2,6,5,16,123,60,102,60,0.5619047619047619,0.11864406779661017,0.5528455284552846,0.17647058823529413,0.4878048780487805,0.08333333333333333,0.5882352941176471,0.26666666666666666
912,D,1.44,4.33,7.5,6,2,2,18,8,100,60,103,46,2,2,6,9,15,138,70,118,57,0.6,0.3,0.44660194174757284,0.17391304347826086,0.5072463768115942,0.12857142857142856,0.4830508474576271,0.2631578947368421
913,D,4.5,3.5,1.83,3,3,4,12,15,110,57,115,62,5,2,3,13,5,123,59,83,41,0.5181818181818182,0.21052631578947367,0.5391304347826087,0.24193548387096775,0.4796747967479675,0.22033898305084745,0.4939759036144578,0.12195121951219512
914,H,1.85,3.5,4.2,2,3,5,14,17,82,36,137,64,1,4,5,6,16,95,44,94,44,0.43902439024390244,0.3888888888888889,0.46715328467153283,0.265625,0.4631578947368421,0.13636363636363635,0.46808510638297873,0.36363636363636365
915,H,1.83,3.5,4.33,4,2,4,13,11,107,54,109,52,3,2,5,11,15,61,28,113,50,0.5046728971962616,0.24074074074074073,0.47706422018348627,0.21153846153846154,0.45901639344262296,0.39285714285714285,0.4424778761061947,0.3
916,A,9.5,5.25,1.3,1,3,6,7,19,74,34,104,43,10,0,0,36,10,158,79,83,40,0.4594594594594595,0.20588235294117646,0.41346153846153844,0.4418604651162791,0.5,0.45569620253164556,0.4819277108433735,0.25
917,H,2.38,3.25,3.0,4,2,4,10,14,99,53,110,52,4,1,5,11,18,77,27,97,52,0.5353535353535354,0.18867924528301888,0.4727272727272727,0.2692307692307692,0.35064935064935066,0.4074074074074074,0.5360824742268041,0.34615384615384615
918,H,2.0,3.4,3.8,2,2,6,10,16,133,67,115,53,3,5,2,14,11,102,54,157,86,0.5037593984962406,0.14925373134328357,0.4608695652173913,0.3018867924528302,0.5294117647058824,0.25925925925925924,0.5477707006369427,0.12790697674418605
919,A,1.73,3.6,5.0,2,2,6,11,20,61,27,137,66,1,1,8,9,25,98,47,130,64,0.4426229508196721,0.4074074074074074,0.48175182481751827,0.30303030303030304,0.47959183673469385,0.19148936170212766,0.49230769230769234,0.390625
920,D,3.2,3.4,2.2,5,2,3,20,16,117,60,53,26,8,1,1,21,9,123,67,102,55,0.5128205128205128,0.3333333333333333,0.49056603773584906,0.6153846153846154,0.5447154471544715,0.31343283582089554,0.5392156862745098,0.16363636363636364
921,H,5.0,3.5,1.73,1,5,4,6,11,85,43,100,45,8,1,1,17,6,91,40,75,37,0.5058823529411764,0.13953488372093023,0.45,0.24444444444444444,0.43956043956043955,0.425,0.49333333333333335,0.16216216216216217
922,D,3.6,3.2,2.1,3,1,6,14,14,137,70,92,42,4,4,2,15,8,129,63,120,59,0.5109489051094891,0.2,0.45652173913043476,0.3333333333333333,0.4883720930232558,0.23809523809523808,0.49166666666666664,0.13559322033898305
923,A,1.53,3.75,7.0,3,5,2,15,14,104,49,87,43,3,3,4,10,14,90,41,118,52,0.47115384615384615,0.30612244897959184,0.4942528735632184,0.32558139534883723,0.45555555555555555,0.24390243902439024,0.4406779661016949,0.2692307692307692
924,A,3.25,3.25,2.25,2,2,6,10,14,67,29,122,63,4,3,3,13,11,117,46,81,43,0.43283582089552236,0.3448275862068966,0.5163934426229508,0.2222222222222222,0.39316239316239315,0.2826086956521739,0.5308641975308642,0.2558139534883721
925,H,1.5,4.0,7.0,4,3,3,13,14,93,44,90,47,2,4,4,8,11,85,43,127,56,0.4731182795698925,0.29545454545454547,0.5222222222222223,0.2978723404255319,0.5058823529411764,0.18604651162790697,0.4409448818897638,0.19642857142857142
926,A,2.5,3.4,2.7,10,0,0,36,10,157,79,82,39,8,1,1,25,9,119,59,67,29,0.5031847133757962,0.45569620253164556,0.47560975609756095,0.2564102564102564,0.4957983193277311,0.423728813559322,0.43283582089552236,0.3103448275862069
927,D,2.3,3.25,3.2,2,3,5,8,12,94,49,147,72,4,4,2,13,9,92,40,115,61,0.5212765957446809,0.16326530612244897,0.4897959183673469,0.16666666666666666,0.43478260869565216,0.325,0.5304347826086957,0.14754098360655737
928,H,1.4,4.5,8.5,5,3,2,20,10,108,59,109,54,3,3,4,12,15,103,53,113,62,0.5462962962962963,0.3389830508474576,0.4954128440366973,0.18518518518518517,0.5145631067961165,0.22641509433962265,0.5486725663716814,0.24193548387096775
929,D,1.29,5.0,13.0,4,3,3,12,6,128,64,80,36,4,2,4,9,11,103,57,126,70,0.5,0.1875,0.45,0.16666666666666666,0.5533980582524272,0.15789473684210525,0.5555555555555556,0.15714285714285714
930,D,6.5,4.0,1.53,5,3,2,11,9,97,46,85,40,7,1,2,24,8,129,58,95,51,0.4742268041237113,0.2391304347826087,0.47058823529411764,0.225,0.4496124031007752,0.41379310344827586,0.5368421052631579,0.1568627450980392
931,A,3.25,3.3,2.2,3,3,4,6,11,90,43,122,59,1,5,4,7,11,99,47,105,52,0.4777777777777778,0.13953488372093023,0.48360655737704916,0.1864406779661017,0.47474747474747475,0.14893617021276595,0.49523809523809526,0.21153846153846154
932,H,1.33,4.5,9.5,8,2,0,19,7,117,52,104,47,1,1,8,10,21,109,47,120,58,0.4444444444444444,0.36538461538461536,0.4519230769230769,0.14893617021276595,0.43119266055045874,0.2127659574468085,0.48333333333333334,0.3620689655172414
933,H,1.5,4.0,7.0,3,2,5,12,18,115,53,99,49,1,3,6,16,23,106,57,126,54,0.4608695652173913,0.22641509433962265,0.494949494949495,0.3673469387755102,0.5377358490566038,0.2807017543859649,0.42857142857142855,0.42592592592592593
934,D,1.36,4.5,9.0,6,3,1,16,9,107,45,120,63,3,2,5,12,14,91,35,98,46,0.4205607476635514,0.35555555555555557,0.525,0.14285714285714285,0.38461538461538464,0.34285714285714286,0.46938775510204084,0.30434782608695654
935,H,2.2,3.2,3.5,3,2,5,7,16,100,47,128,69,4,3,3,17,15,82,40,100,40,0.47,0.14893617021276595,0.5390625,0.2318840579710145,0.4878048780487805,0.425,0.4,0.375
936,H,2.5,3.25,2.8,2,3,5,4,12,88,38,120,66,5,2,3,16,10,108,59,98,47,0.4318181818181818,0.10526315789473684,0.55,0.18181818181818182,0.5462962962962963,0.2711864406779661,0.47959183673469385,0.2127659574468085
937,H,2.38,3.25,3.0,3,2,5,8,12,88,36,79,38,4,2,4,13,15,127,75,112,55,0.4090909090909091,0.2222222222222222,0.4810126582278481,0.3157894736842105,0.5905511811023622,0.17333333333333334,0.49107142857142855,0.2727272727272727
938,H,1.14,8.0,19.0,6,2,2,27,11,143,71,79,40,3,1,6,7,17,120,70,114,55,0.4965034965034965,0.38028169014084506,0.5063291139240507,0.275,0.5833333333333334,0.1,0.4824561403508772,0.3090909090909091
939,H,4.0,3.5,1.91,2,1,7,10,23,104,54,111,57,5,3,2,14,10,106,42,80,41,0.5192307692307693,0.18518518518518517,0.5135135135135135,0.40350877192982454,0.39622641509433965,0.3333333333333333,0.5125,0.24390243902439024
940,H,2.5,3.3,2.75,4,1,5,15,15,100,47,104,49,5,2,3,13,13,102,49,81,41,0.47,0.3191489361702128,0.47115384615384615,0.30612244897959184,0.4803921568627451,0.2653061224489796,0.5061728395061729,0.3170731707317073
941,D,1.57,3.8,6.5,2,2,6,6,17,123,64,101,59,2,2,6,9,24,93,43,130,53,0.5203252032520326,0.09375,0.5841584158415841,0.288135593220339,0.46236559139784944,0.20930232558139536,0.4076923076923077,0.4528301886792453
942,H,3.25,3.3,2.25,6,2,2,16,8,135,75,93,57,7,1,2,16,9,155,76,73,36,0.5555555555555556,0.21333333333333335,0.6129032258064516,0.14035087719298245,0.49032258064516127,0.21052631578947367,0.4931506849315068,0.25
943,D,2.25,3.3,3.3,4,5,1,15,14,114,54,120,65,5,3,2,19,10,103,60,101,46,0.47368421052631576,0.2777777777777778,0.5416666666666666,0.2153846153846154,0.5825242718446602,0.31666666666666665,0.45544554455445546,0.21739130434782608
944,H,1.13,8.5,17.0,8,1,1,25,8,113,58,72,34,3,1,6,11,18,58,24,113,51,0.5132743362831859,0.43103448275862066,0.4722222222222222,0.23529411764705882,0.41379310344827586,0.4583333333333333,0.45132743362831856,0.35294117647058826
945,A,10.0,5.5,1.29,1,2,7,7,21,77,33,149,79,9,0,1,33,11,159,81,79,40,0.42857142857142855,0.21212121212121213,0.5302013422818792,0.26582278481012656,0.5094339622641509,0.4074074074074074,0.5063291139240507,0.275
946,H,1.62,3.75,5.5,3,2,5,11,17,119,69,120,62,4,2,4,15,15,101,46,117,57,0.5798319327731093,0.15942028985507245,0.5166666666666667,0.27419354838709675,0.45544554455445546,0.32608695652173914,0.48717948717948717,0.2631578947368421
947,H,2.1,3.3,3.5,1,5,4,8,15,75,35,95,43,3,2,5,6,12,84,38,123,60,0.4666666666666667,0.22857142857142856,0.45263157894736844,0.3488372093023256,0.4523809523809524,0.15789473684210525,0.4878048780487805,0.2
948,H,1.62,3.6,6.0,3,5,2,14,10,139,64,117,57,4,2,4,13,15,117,56,101,47,0.460431654676259,0.21875,0.48717948717948717,0.17543859649122806,0.47863247863247865,0.23214285714285715,0.46534653465346537,0.3191489361702128
949,H,4.0,3.6,1.91,6,2,2,16,9,138,79,102,62,7,1,2,27,10,140,69,82,40,0.572463768115942,0.20253164556962025,0.6078431372549019,0.14516129032258066,0.4928571428571429,0.391304347826087,0.4878048780487805,0.25
950,H,1.62,3.75,6.0,3,4,3,13,11,97,50,155,87,1,1,8,11,25,98,49,121,58,0.5154639175257731,0.26,0.5612903225806452,0.12643678160919541,0.5,0.22448979591836735,0.4793388429752066,0.43103448275862066
951,A,2.1,3.25,3.75,3,5,2,10,9,99,41,118,64,3,0,7,7,18,114,63,126,61,0.41414141414141414,0.24390243902439024,0.5423728813559322,0.140625,0.5526315789473685,0.1111111111111111,0.48412698412698413,0.29508196721311475
952,A,2.8,3.25,2.6,4,4,2,9,8,99,51,91,43,5,4,1,21,11,105,62,100,46,0.5151515151515151,0.17647058823529413,0.4725274725274725,0.18604651162790697,0.5904761904761905,0.3387096774193548,0.46,0.2391304347826087
953,D,1.73,3.6,5.0,2,3,5,11,19,93,46,117,62,2,1,7,10,22,64,28,131,65,0.4946236559139785,0.2391304347826087,0.5299145299145299,0.3064516129032258,0.4375,0.35714285714285715,0.4961832061068702,0.3384615384615385
954,A,2.88,3.5,2.4,6,3,1,24,9,113,58,107,53,6,2,2,21,7,136,62,92,56,0.5132743362831859,0.41379310344827586,0.4953271028037383,0.16981132075471697,0.45588235294117646,0.3387096774193548,0.6086956521739131,0.125
955,H,1.22,6.0,12.0,7,2,1,20,10,113,60,104,51,2,4,4,10,13,80,38,99,43,0.5309734513274337,0.3333333333333333,0.49038461538461536,0.19607843137254902,0.475,0.2631578947368421,0.43434343434343436,0.3023255813953488
956,H,1.36,4.5,9.0,7,1,2,17,10,85,37,71,31,4,2,4,10,14,94,52,111,52,0.43529411764705883,0.4594594594594595,0.43661971830985913,0.3225806451612903,0.5531914893617021,0.19230769230769232,0.46846846846846846,0.2692307692307692
957,H,1.4,4.33,8.5,4,3,3,13,11,97,41,80,36,1,4,5,6,11,83,43,129,61,0.422680412371134,0.3170731707317073,0.45,0.3055555555555556,0.5180722891566265,0.13953488372093023,0.4728682170542636,0.18032786885245902
958,H,1.83,3.5,4.33,5,1,4,12,15,105,50,85,43,5,1,4,16,12,115,60,102,49,0.47619047619047616,0.24,0.5058823529411764,0.3488372093023256,0.5217391304347826,0.26666666666666666,0.4803921568627451,0.24489795918367346
959,D,9.0,5.0,1.33,3,2,5,7,12,93,41,105,56,9,1,0,27,6,122,62,68,31,0.44086021505376344,0.17073170731707318,0.5333333333333333,0.21428571428571427,0.5081967213114754,0.43548387096774194,0.45588235294117646,0.1935483870967742
960,H,6.5,4.0,1.53,2,2,6,5,16,132,69,94,53,7,1,2,16,8,160,84,76,42,0.5227272727272727,0.07246376811594203,0.5638297872340425,0.3018867924528302,0.525,0.19047619047619047,0.5526315789473685,0.19047619047619047
961,A,5.5,3.75,1.67,2,3,5,9,19,92,40,133,57,3,6,1,15,16,116,53,109,61,0.43478260869565216,0.225,0.42857142857142855,0.3333333333333333,0.45689655172413796,0.2830188679245283,0.5596330275229358,0.26229508196721313
962,D,1.57,3.8,6.0,5,1,4,18,16,106,52,85,43,1,4,5,6,16,108,49,89,38,0.49056603773584906,0.34615384615384615,0.5058823529411764,0.37209302325581395,0.4537037037037037,0.12244897959183673,0.42696629213483145,0.42105263157894735
963,D,2.3,3.4,3.0,4,1,5,11,16,79,28,97,53,2,2,6,14,19,96,46,116,62,0.35443037974683544,0.39285714285714285,0.5463917525773195,0.3018867924528302,0.4791666666666667,0.30434782608695654,0.5344827586206896,0.3064516129032258
964,H,2.35,3.3,3.0,1,1,8,11,21,109,49,123,55,3,2,5,16,15,130,68,92,38,0.44954128440366975,0.22448979591836735,0.44715447154471544,0.38181818181818183,0.5230769230769231,0.23529411764705882,0.41304347826086957,0.39473684210526316
965,A,2.35,3.2,3.1,3,3,4,10,14,99,49,124,56,3,3,4,15,15,85,41,95,38,0.494949494949495,0.20408163265306123,0.45161290322580644,0.25,0.4823529411764706,0.36585365853658536,0.4,0.39473684210526316
966,H,2.75,3.1,2.63,4,2,4,8,14,101,47,123,65,5,4,1,15,9,106,43,110,58,0.46534653465346537,0.1702127659574468,0.5284552845528455,0.2153846153846154,0.4056603773584906,0.3488372093023256,0.5272727272727272,0.15517241379310345
967,D,3.25,3.2,2.25,1,3,6,16,23,104,56,133,59,4,2,4,14,15,102,42,144,67,0.5384615384615384,0.2857142857142857,0.44360902255639095,0.3898305084745763,0.4117647058823529,0.3333333333333333,0.4652777777777778,0.22388059701492538
968,A,4.0,3.3,1.95,2,4,4,11,11,127,73,111,54,8,2,0,19,7,117,49,108,49,0.5748031496062992,0.1506849315068493,0.4864864864864865,0.2037037037037037,0.4188034188034188,0.3877551020408163,0.4537037037037037,0.14285714285714285
969,H,1.4,4.5,8.0,9,0,1,32,12,168,90,79,41,4,2,4,12,15,118,63,111,62,0.5357142857142857,0.35555555555555557,0.5189873417721519,0.2926829268292683,0.5338983050847458,0.19047619047619047,0.5585585585585585,0.24193548387096775
970,D,1.73,3.5,5.0,4,2,4,15,16,103,48,121,57,4,3,3,14,15,95,41,84,39,0.46601941747572817,0.3125,0.47107438016528924,0.2807017543859649,0.43157894736842106,0.34146341463414637,0.4642857142857143,0.38461538461538464
971,H,1.33,5.0,10.0,4,3,3,12,6,142,72,75,34,3,1,6,11,16,138,71,116,54,0.5070422535211268,0.16666666666666666,0.4533333333333333,0.17647058823529413,0.5144927536231884,0.15492957746478872,0.46551724137931033,0.2962962962962963
972,H,1.62,3.6,6.0,4,1,5,10,13,93,43,73,35,3,2,5,8,12,79,41,113,48,0.46236559139784944,0.23255813953488372,0.4794520547945205,0.37142857142857144,0.5189873417721519,0.1951219512195122,0.4247787610619469,0.25
973,A,3.5,3.4,2.1,2,1,7,9,21,66,28,119,59,4,5,1,17,17,119,56,104,58,0.42424242424242425,0.32142857142857145,0.4957983193277311,0.3559322033898305,0.47058823529411764,0.30357142857142855,0.5576923076923077,0.29310344827586204
974,A,4.0,3.75,1.83,3,1,6,5,13,83,37,115,55,6,2,2,18,14,94,44,93,29,0.4457831325301205,0.13513513513513514,0.4782608695652174,0.23636363636363636,0.46808510638297873,0.4090909090909091,0.3118279569892473,0.4827586206896552
975,A,2.38,3.4,3.0,1,1,8,7,22,70,30,116,56,4,3,3,14,11,100,54,147,82,0.42857142857142855,0.23333333333333334,0.4827586206896552,0.39285714285714285,0.54,0.25925925925925924,0.5578231292517006,0.13414634146341464
976,D,2.2,3.25,3.4,2,3,5,6,10,92,52,154,73,4,3,3,11,11,106,58,93,42,0.5652173913043478,0.11538461538461539,0.474025974025974,0.136986301369863,0.5471698113207547,0.1896551724137931,0.45161290322580644,0.2619047619047619
