,id,country_id,league_id,season,date,match_api_id,home_team_api_id,away_team_api_id,home_team_goal,away_team_goal,B365H,B365D,B365A
22,4769,4769,4769,2008/2009,2008-08-09 00:00:00,483129,8583,9830,2,1,2.1,3.1,3.75
23,4770,4769,4769,2008/2009,2008-08-09 00:00:00,483130,9827,7819,2,1,1.57,3.6,6.5
24,4771,4769,4769,2008/2009,2008-08-09 00:00:00,483131,9746,9831,1,0,2.3,3.0,3.4
25,4772,4769,4769,2008/2009,2008-08-09 00:00:00,483132,8682,8689,0,1,2.1,3.1,3.8
26,4774,4769,4769,2008/2009,2008-08-09 00:00:00,483134,9829,9847,1,0,2.4,3.1,3.1
27,4775,4769,4769,2008/2009,2008-08-09 00:00:00,483135,8481,8639,0,0,2.15,3.1,3.6
28,4776,4769,4769,2008/2009,2008-08-09 00:00:00,483136,9851,8592,4,4,2.7,3.0,2.8
29,4777,4769,4769,2008/2009,2008-08-09 00:00:00,483137,9874,9855,1,2,1.91,3.2,4.33
30,4778,4769,4769,2008/2009,2008-08-09 00:00:00,483138,9873,9853,1,0,2.4,3.1,3.1
35,19694,19694,19694,2008/2009,2008-08-09 00:00:00,489981,8596,8548,0,1,6.5,4.0,1.5
36,19695,19694,19694,2008/2009,2008-08-09 00:00:00,489982,9860,9927,3,2,2.0,3.25,3.25
37,19696,19694,19694,2008/2009,2008-08-09 00:00:00,489983,8597,10251,1,0,2.4,3.2,2.62
38,19697,19694,19694,2008/2009,2008-08-09 00:00:00,489984,8485,8066,0,2,1.73,3.4,4.2
42,4773,4769,4769,2008/2009,2008-08-10 00:00:00,483133,9748,9941,3,0,1.33,4.5,11.0
45,19698,19694,19694,2008/2009,2008-08-10 00:00:00,489985,9925,9800,1,0,1.17,6.5,17.0
48,19699,19694,19694,2008/2009,2008-08-11 00:00:00,489986,8429,9938,3,1,3.6,3.25,2.1
49,7809,7809,7809,2008/2009,2008-08-15 00:00:00,499317,9823,9790,2,2,1.57,3.8,6.0
52,2,1,1,2008/2009,2008-08-16 00:00:00,492474,10000,9994,0,0,1.95,3.2,3.6
53,3,1,1,2008/2009,2008-08-16 00:00:00,492475,9984,8635,0,3,2.38,3.3,2.75
54,5,1,1,2008/2009,2008-08-16 00:00:00,492477,7947,9985,1,3,5.0,3.5,1.65
55,7,1,1,2008/2009,2008-08-16 00:00:00,492479,9999,8571,2,2,2.1,3.2,3.3
56,8,1,1,2008/2009,2008-08-16 00:00:00,492480,4049,9996,1,2,3.2,3.4,2.2
57,9,1,1,2008/2009,2008-08-16 00:00:00,492481,10001,9986,1,0,2.25,3.25,2.88
58,1730,1729,1729,2008/2009,2008-08-16 00:00:00,489043,9825,8659,1,0,1.2,6.5,15.0
59,1731,1729,1729,2008/2009,2008-08-16 00:00:00,489044,8472,8650,0,1,5.5,3.6,1.67
60,1732,1729,1729,2008/2009,2008-08-16 00:00:00,489045,8654,8528,2,1,1.91,3.4,4.2
61,1734,1729,1729,2008/2009,2008-08-16 00:00:00,489047,8668,8655,2,3,2.0,3.3,4.0
62,1735,1729,1729,2008/2009,2008-08-16 00:00:00,489048,8549,8586,2,1,3.2,3.4,2.25
63,1736,1729,1729,2008/2009,2008-08-16 00:00:00,489049,8559,10194,3,1,1.83,3.5,4.5
64,1737,1729,1729,2008/2009,2008-08-16 00:00:00,489050,8667,9879,2,1,2.6,3.2,2.8
65,4879,4769,4769,2008/2009,2008-08-16 00:00:00,483139,7819,9873,3,1,2.1,3.0,4.0
66,4881,4769,4769,2008/2009,2008-08-16 00:00:00,483141,8639,8682,1,3,1.8,3.3,4.75
67,4884,4769,4769,2008/2009,2008-08-16 00:00:00,483144,9830,9829,1,1,2.25,3.0,3.3
68,4885,4769,4769,2008/2009,2008-08-16 00:00:00,483145,9831,8481,2,1,2.4,2.9,3.3
69,4886,4769,4769,2008/2009,2008-08-16 00:00:00,483146,9847,9827,1,0,2.38,2.9,3.3
70,4887,4769,4769,2008/2009,2008-08-16 00:00:00,483147,9853,9874,2,1,1.85,3.25,4.5
71,4888,4769,4769,2008/2009,2008-08-16 00:00:00,483148,9941,9746,2,1,2.15,3.1,3.6
72,7810,7809,7809,2008/2009,2008-08-16 00:00:00,499318,8178,9789,2,3,2.05,3.3,3.6
73,7811,7809,7809,2008/2009,2008-08-16 00:00:00,499319,10189,9904,3,0,1.57,3.8,6.0
74,7812,7809,7809,2008/2009,2008-08-16 00:00:00,499320,8721,8722,2,1,1.62,3.6,6.0
75,7814,7809,7809,2008/2009,2008-08-16 00:00:00,499322,9912,8697,2,2,4.5,3.5,1.8
76,7815,7809,7809,2008/2009,2008-08-16 00:00:00,499323,8398,8226,0,3,2.4,3.3,2.9
77,7817,7809,7809,2008/2009,2008-08-16 00:00:00,499325,8295,9911,1,0,2.2,3.3,3.25
82,19760,19694,19694,2008/2009,2008-08-16 00:00:00,489987,8548,9860,2,0,1.44,4.2,7.5
83,19762,19694,19694,2008/2009,2008-08-16 00:00:00,489989,9927,8485,0,1,2.1,3.3,3.5
84,19763,19694,19694,2008/2009,2008-08-16 00:00:00,489990,10251,8596,3,2,2.1,3.3,3.6
85,19764,19694,19694,2008/2009,2008-08-16 00:00:00,489991,8066,8429,0,1,1.8,3.5,4.5
86,19765,19694,19694,2008/2009,2008-08-16 00:00:00,489992,9800,8597,0,0,2.4,3.3,2.88
88,1,1,1,2008/2009,2008-08-17 00:00:00,492473,9987,9993,1,1,1.73,3.4,5.0
89,4,1,1,2008/2009,2008-08-17 00:00:00,492476,9991,9998,5,0,1.44,3.75,7.5
90,1729,1729,1729,2008/2009,2008-08-17 00:00:00,489042,10260,10261,1,1,1.29,5.5,11.0
91,1733,1729,1729,2008/2009,2008-08-17 00:00:00,489046,10252,8456,4,2,1.91,3.4,4.33
92,1738,1729,1729,2008/2009,2008-08-17 00:00:00,489051,8455,8462,4,0,1.33,5.0,10.0
93,4880,4769,4769,2008/2009,2008-08-17 00:00:00,483140,9855,9851,1,0,2.88,2.9,2.7
94,4882,4769,4769,2008/2009,2008-08-17 00:00:00,483142,8689,9748,0,0,4.75,3.4,1.8
95,4883,4769,4769,2008/2009,2008-08-17 00:00:00,483143,8592,8583,4,0,1.57,3.6,6.5
96,7813,7809,7809,2008/2009,2008-08-17 00:00:00,499321,9810,8177,0,2,2.35,3.3,3.0
97,7816,7809,7809,2008/2009,2008-08-17 00:00:00,499324,9788,10269,1,3,2.75,3.3,2.5
100,19761,19694,19694,2008/2009,2008-08-17 00:00:00,489988,9938,9925,1,1,5.75,4.0,1.57
104,7915,7809,7809,2008/2009,2008-08-22 00:00:00,499333,9904,8398,0,0,1.62,3.6,6.0
107,17644,17642,17642,2008/2009,2008-08-22 00:00:00,509131,7844,10238,1,1,2.1,3.25,3.6
108,101,1,1,2008/2009,2008-08-23 00:00:00,492483,8635,9991,2,2,1.65,3.4,5.0
109,102,1,1,2008/2009,2008-08-23 00:00:00,492484,9985,10001,3,0,1.33,4.2,10.0
110,104,1,1,2008/2009,2008-08-23 00:00:00,492486,9986,9999,1,0,1.5,3.6,6.5
111,105,1,1,2008/2009,2008-08-23 00:00:00,492487,9994,4049,4,1,1.65,3.6,4.75
112,106,1,1,2008/2009,2008-08-23 00:00:00,492488,9996,8203,3,1,2.05,3.3,3.4
113,107,1,1,2008/2009,2008-08-23 00:00:00,492489,8571,9984,2,1,3.0,3.25,2.2
114,108,1,1,2008/2009,2008-08-23 00:00:00,492490,9993,7947,1,1,1.53,3.75,5.5
115,1839,1729,1729,2008/2009,2008-08-23 00:00:00,489052,8650,8549,2,1,1.36,4.5,10.0
116,1840,1729,1729,2008/2009,2008-08-23 00:00:00,489053,8586,8472,1,2,1.5,4.0,7.0
117,1841,1729,1729,2008/2009,2008-08-23 00:00:00,489054,10261,8559,1,0,1.8,3.5,4.75
118,1843,1729,1729,2008/2009,2008-08-23 00:00:00,489056,8655,8667,1,1,1.57,3.75,7.0
119,1844,1729,1729,2008/2009,2008-08-23 00:00:00,489057,9879,9825,1,0,6.5,3.75,1.57
120,1845,1729,1729,2008/2009,2008-08-23 00:00:00,489058,8659,8668,1,2,2.88,3.25,2.5
121,1847,1729,1729,2008/2009,2008-08-23 00:00:00,489060,10194,10252,3,2,5.0,3.6,1.73
122,4991,4769,4769,2008/2009,2008-08-23 00:00:00,483151,9746,8592,0,1,3.75,3.0,2.15
123,4992,4769,4769,2008/2009,2008-08-23 00:00:00,483152,8682,9853,1,0,2.45,3.0,3.1
124,4993,4769,4769,2008/2009,2008-08-23 00:00:00,483153,9748,9855,2,0,1.29,4.75,13.0
125,4994,4769,4769,2008/2009,2008-08-23 00:00:00,483154,9829,7819,1,1,1.75,3.25,5.25
126,4995,4769,4769,2008/2009,2008-08-23 00:00:00,483155,8481,9941,0,0,1.85,3.1,5.0
127,4997,4769,4769,2008/2009,2008-08-23 00:00:00,483157,9874,9847,1,1,2.7,2.9,2.8
128,4998,4769,4769,2008/2009,2008-08-23 00:00:00,483158,9873,8689,3,1,2.25,2.9,3.6
129,7908,7809,7809,2008/2009,2008-08-23 00:00:00,499326,9790,8295,2,1,1.4,4.33,8.5
130,7909,7809,7809,2008/2009,2008-08-23 00:00:00,499327,9789,9823,1,1,3.4,3.25,2.15
131,7910,7809,7809,2008/2009,2008-08-23 00:00:00,499328,10269,8178,0,2,1.91,3.4,4.0
132,7911,7809,7809,2008/2009,2008-08-23 00:00:00,499329,8697,10189,1,1,2.0,3.3,3.8
133,7912,7809,7809,2008/2009,2008-08-23 00:00:00,499330,8177,9912,1,1,1.67,3.6,5.5
134,7916,7809,7809,2008/2009,2008-08-23 00:00:00,499334,8226,9788,1,0,2.05,3.3,3.6
139,17643,17642,17642,2008/2009,2008-08-23 00:00:00,509130,9768,7992,3,1,1.25,5.5,15.0
140,17645,17642,17642,2008/2009,2008-08-23 00:00:00,509132,6403,10264,0,2,3.2,3.1,2.2
141,19826,19694,19694,2008/2009,2008-08-23 00:00:00,489993,9925,8596,3,0,1.2,6.5,13.0
142,19827,19694,19694,2008/2009,2008-08-23 00:00:00,489994,9927,9938,1,1,2.4,3.3,2.88
143,19828,19694,19694,2008/2009,2008-08-23 00:00:00,489995,9860,9800,2,1,1.73,3.5,5.0
144,19829,19694,19694,2008/2009,2008-08-23 00:00:00,489996,8597,8429,1,0,2.1,3.3,3.5
145,19830,19694,19694,2008/2009,2008-08-23 00:00:00,489997,8485,8548,1,1,5.0,3.5,1.73
146,19831,19694,19694,2008/2009,2008-08-23 00:00:00,489998,8066,10251,1,1,2.4,3.3,2.88
149,103,1,1,2008/2009,2008-08-24 00:00:00,492485,9998,9987,3,1,3.6,3.3,1.95
150,1842,1729,1729,2008/2009,2008-08-24 00:00:00,489055,8456,8654,3,0,2.3,3.25,3.2
151,1848,1729,1729,2008/2009,2008-08-24 00:00:00,489061,8528,8455,0,1,8.5,4.5,1.4
152,4989,4769,4769,2008/2009,2008-08-24 00:00:00,483149,8583,9831,0,1,2.15,3.0,3.75
153,4990,4769,4769,2008/2009,2008-08-24 00:00:00,483150,9827,9830,2,0,1.5,3.75,7.5
154,4996,4769,4769,2008/2009,2008-08-24 00:00:00,483156,9851,8639,2,1,2.1,3.0,4.0
155,7913,7809,7809,2008/2009,2008-08-24 00:00:00,499331,8722,9810,1,1,2.25,3.3,3.1
156,7914,7809,7809,2008/2009,2008-08-24 00:00:00,499332,9911,8721,2,2,2.88,3.3,2.4
159,17642,17642,17642,2008/2009,2008-08-24 00:00:00,509129,9773,9807,2,0,1.29,4.5,15.0
160,17646,17642,17642,2008/2009,2008-08-24 00:00:00,509133,10213,10215,1,0,2.15,3.2,3.2
161,17647,17642,17642,2008/2009,2008-08-24 00:00:00,509134,7841,9772,1,1,6.0,3.5,1.62
162,17648,17642,17642,2008/2009,2008-08-24 00:00:00,509135,6421,10214,1,3,2.4,3.0,3.0
163,17649,17642,17642,2008/2009,2008-08-24 00:00:00,509136,9809,10212,1,0,2.45,3.1,2.8
167,1846,1729,1729,2008/2009,2008-08-25 00:00:00,489059,8462,10260,0,1,4.8,3.4,1.8
168,206,1,1,2008/2009,2008-08-29 00:00:00,492498,4049,8342,1,4,7.0,3.75,1.53
169,8015,7809,7809,2008/2009,2008-08-29 00:00:00,499343,8295,8722,0,2,2.1,3.3,3.5
170,13274,13274,13274,2008/2009,2008-08-29 00:00:00,508287,8277,8674,0,4,2.2,3.3,3.0
173,17732,17642,17642,2008/2009,2008-08-29 00:00:00,509139,9807,6403,2,2,1.73,3.5,5.0
174,199,1,1,2008/2009,2008-08-30 00:00:00,492491,8635,8571,4,0,1.29,4.75,9.0
175,200,1,1,2008/2009,2008-08-30 00:00:00,492492,9987,9994,1,0,1.62,3.4,5.5
176,201,1,1,2008/2009,2008-08-30 00:00:00,492493,9984,9998,2,1,1.7,3.25,4.75
177,203,1,1,2008/2009,2008-08-30 00:00:00,492495,7947,9996,1,2,2.5,3.3,2.5
178,204,1,1,2008/2009,2008-08-30 00:00:00,492496,8203,10000,0,2,2.0,3.4,3.25
179,207,1,1,2008/2009,2008-08-30 00:00:00,492499,10001,9993,1,0,2.25,3.3,2.8
180,1950,1729,1729,2008/2009,2008-08-30 00:00:00,489063,9825,10261,3,0,1.44,4.0,9.0
181,1952,1729,1729,2008/2009,2008-08-30 00:00:00,489065,8654,8655,4,1,2.5,3.25,2.88
182,1954,1729,1729,2008/2009,2008-08-30 00:00:00,489067,8668,8462,0,3,2.1,3.3,3.75
183,1955,1729,1729,2008/2009,2008-08-30 00:00:00,489068,8549,10194,2,1,1.57,3.6,7.0
184,1956,1729,1729,2008/2009,2008-08-30 00:00:00,489069,8559,8659,0,0,1.83,3.5,4.5
185,1957,1729,1729,2008/2009,2008-08-30 00:00:00,489070,8667,8528,0,5,2.5,3.25,2.88
186,5089,4769,4769,2008/2009,2008-08-30 00:00:00,483159,7819,9847,0,1,2.5,3.0,3.0
187,5090,4769,4769,2008/2009,2008-08-30 00:00:00,483160,9855,9829,1,0,2.38,3.0,3.25
188,5092,4769,4769,2008/2009,2008-08-30 00:00:00,483162,8689,8583,0,2,2.0,3.1,4.2
189,5093,4769,4769,2008/2009,2008-08-30 00:00:00,483163,8592,9874,2,1,1.44,4.0,8.0
190,5094,4769,4769,2008/2009,2008-08-30 00:00:00,483164,8481,9746,2,1,1.73,3.25,5.75
191,5095,4769,4769,2008/2009,2008-08-30 00:00:00,483165,9830,8682,1,4,2.0,3.0,4.0
192,5096,4769,4769,2008/2009,2008-08-30 00:00:00,483166,9831,9873,2,0,1.91,3.1,4.5
193,8008,7809,7809,2008/2009,2008-08-30 00:00:00,499336,8178,8226,5,2,1.73,3.75,4.5
194,8010,7809,7809,2008/2009,2008-08-30 00:00:00,499338,10189,9911,1,0,1.4,4.33,8.5
195,8011,7809,7809,2008/2009,2008-08-30 00:00:00,499339,8721,9810,2,2,1.67,3.6,5.25
196,8012,7809,7809,2008/2009,2008-08-30 00:00:00,499340,9912,9790,2,4,3.8,3.3,2.0
197,8013,7809,7809,2008/2009,2008-08-30 00:00:00,499341,8398,9789,0,1,3.5,3.3,2.1
198,8014,7809,7809,2008/2009,2008-08-30 00:00:00,499342,9788,8697,3,2,4.33,3.5,1.83
199,10264,10257,10257,2008/2009,2008-08-30 00:00:00,537639,9882,8636,1,1,4.33,3.2,1.91
200,10266,10257,10257,2008/2009,2008-08-30 00:00:00,537641,8600,8540,3,1,2.1,3.1,3.8
201,13275,13274,13274,2008/2009,2008-08-30 00:00:00,508303,9803,8611,1,1,2.38,3.3,2.7
202,13276,13274,13274,2008/2009,2008-08-30 00:00:00,508304,8525,8593,2,1,5.5,3.6,1.57
203,13277,13274,13274,2008/2009,2008-08-30 00:00:00,508305,8464,8526,2,0,1.67,3.5,5.0
204,13278,13274,13274,2008/2009,2008-08-30 00:00:00,508306,9908,8640,1,5,4.33,3.25,1.8
208,17730,17642,17642,2008/2009,2008-08-30 00:00:00,509137,9772,9773,1,1,2.5,3.2,2.8
209,19887,19694,19694,2008/2009,2008-08-30 00:00:00,490000,9938,8597,0,2,1.8,3.5,4.5
210,19888,19694,19694,2008/2009,2008-08-30 00:00:00,490001,10251,9927,0,1,2.15,3.3,3.4
211,19889,19694,19694,2008/2009,2008-08-30 00:00:00,490002,9800,8485,0,1,2.9,3.3,2.38
212,19890,19694,19694,2008/2009,2008-08-30 00:00:00,490003,8596,8066,1,2,2.1,3.4,3.4
213,19891,19694,19694,2008/2009,2008-08-30 00:00:00,490004,8429,9860,1,2,3.0,3.4,2.3
214,21518,21518,21518,2008/2009,2008-08-30 00:00:00,530023,10267,8661,3,0,1.7,3.6,5.25
215,21525,21518,21518,2008/2009,2008-08-30 00:00:00,530090,8558,10281,1,0,2.0,3.3,3.8
218,202,1,1,2008/2009,2008-08-31 00:00:00,492494,9991,9986,2,0,1.62,3.5,5.0
219,205,1,1,2008/2009,2008-08-31 00:00:00,492497,9999,9985,1,1,5.5,3.6,1.57
220,1951,1729,1729,2008/2009,2008-08-31 00:00:00,489064,8472,8456,0,3,2.2,3.3,3.4
221,1953,1729,1729,2008/2009,2008-08-31 00:00:00,489066,10252,8650,0,0,3.0,3.25,2.4
222,1958,1729,1729,2008/2009,2008-08-31 00:00:00,489071,8455,8586,1,1,1.4,4.33,9.0
223,5091,4769,4769,2008/2009,2008-08-31 00:00:00,483161,8639,9827,2,1,2.7,3.0,2.8
224,5097,4769,4769,2008/2009,2008-08-31 00:00:00,483167,9853,9748,0,1,3.2,3.25,2.25
225,5098,4769,4769,2008/2009,2008-08-31 00:00:00,483168,9941,9851,0,0,2.45,3.0,3.1
226,8007,7809,7809,2008/2009,2008-08-31 00:00:00,499335,9823,8177,4,1,1.36,4.5,9.0
227,8009,7809,7809,2008/2009,2008-08-31 00:00:00,499337,10269,9904,2,0,1.8,3.5,4.5
228,10257,10257,10257,2008/2009,2008-08-31 00:00:00,537632,8524,8551,1,0,2.05,3.1,4.0
229,10258,10257,10257,2008/2009,2008-08-31 00:00:00,537633,8529,8543,1,4,3.0,3.0,2.5
230,10259,10257,10257,2008/2009,2008-08-31 00:00:00,537634,8530,10233,1,0,2.4,3.0,3.2
231,10260,10257,10257,2008/2009,2008-08-31 00:00:00,537635,8533,8690,2,1,2.15,3.0,3.75
232,10261,10257,10257,2008/2009,2008-08-31 00:00:00,537636,8535,9885,1,1,2.75,3.0,2.75
233,10262,10257,10257,2008/2009,2008-08-31 00:00:00,537637,8564,9857,1,2,1.3,4.75,12.0
234,10263,10257,10257,2008/2009,2008-08-31 00:00:00,537638,8686,9875,1,1,1.57,3.6,6.5
235,10265,10257,10257,2008/2009,2008-08-31 00:00:00,537640,9804,9888,3,0,1.8,3.1,5.25
236,13279,13274,13274,2008/2009,2008-08-31 00:00:00,508307,9791,10235,3,1,4.33,3.25,1.8
237,13280,13274,13274,2008/2009,2008-08-31 00:00:00,508308,8614,10217,2,5,1.91,3.3,3.75
238,13281,13274,13274,2008/2009,2008-08-31 00:00:00,508309,6601,10228,2,3,4.2,3.4,1.8
239,13282,13274,13274,2008/2009,2008-08-31 00:00:00,508310,10229,9761,1,2,1.7,3.3,5.0
243,17734,17642,17642,2008/2009,2008-08-31 00:00:00,509141,10238,10213,1,0,1.85,3.3,4.5
244,17735,17642,17642,2008/2009,2008-08-31 00:00:00,509142,10214,9809,2,1,1.8,3.3,4.0
245,17736,17642,17642,2008/2009,2008-08-31 00:00:00,509143,10215,7841,1,0,1.91,3.2,3.75
246,17737,17642,17642,2008/2009,2008-08-31 00:00:00,509144,7992,6421,1,2,2.2,3.1,3.1
247,19886,19694,19694,2008/2009,2008-08-31 00:00:00,489999,9925,8548,2,4,2.0,3.3,3.8
248,21519,21518,21518,2008/2009,2008-08-31 00:00:00,530084,8371,10205,1,1,2.8,3.3,2.5
249,21520,21518,21518,2008/2009,2008-08-31 00:00:00,530085,9783,8633,2,1,3.5,3.3,2.1
250,21521,21518,21518,2008/2009,2008-08-31 00:00:00,530086,8388,8634,1,0,7.0,4.0,1.5
251,21522,21518,21518,2008/2009,2008-08-31 00:00:00,530087,8696,8302,1,1,2.8,3.3,2.5
252,21523,21518,21518,2008/2009,2008-08-31 00:00:00,530088,9869,8305,1,2,2.62,3.3,2.62
253,21524,21518,21518,2008/2009,2008-08-31 00:00:00,530089,8603,8479,0,1,2.0,3.25,3.8
254,21526,21518,21518,2008/2009,2008-08-31 00:00:00,530091,8315,9865,1,3,2.0,3.3,3.8
255,21527,21518,21518,2008/2009,2008-08-31 00:00:00,530092,9906,9864,4,0,1.44,4.2,7.5
258,17731,17642,17642,2008/2009,2008-09-01 00:00:00,509138,10212,7844,0,1,2.45,3.1,3.0
259,17733,17642,17642,2008/2009,2008-09-01 00:00:00,509140,10264,9768,0,1,3.25,3.25,2.2
261,13373,13274,13274,2008/2009,2008-09-12 00:00:00,523644,10228,9791,2,2,1.4,4.5,8.0
264,253,1,1,2008/2009,2008-09-13 00:00:00,492500,8342,7947,1,1,1.2,5.25,12.0
265,254,1,1,2008/2009,2008-09-13 00:00:00,492501,9985,8571,2,0,1.17,6.0,10.0
266,255,1,1,2008/2009,2008-09-13 00:00:00,492502,9998,8635,1,2,5.75,3.75,1.5
267,258,1,1,2008/2009,2008-09-13 00:00:00,492506,9994,10001,1,1,2.2,3.1,3.0
268,259,1,1,2008/2009,2008-09-13 00:00:00,492508,8203,4049,0,0,1.5,3.6,6.0
269,260,1,1,2008/2009,2008-09-13 00:00:00,492509,9996,9991,4,2,2.88,3.1,2.25
270,261,1,1,2008/2009,2008-09-13 00:00:00,492511,9993,9999,3,0,1.5,3.5,6.5
271,2049,1729,1729,2008/2009,2008-09-13 00:00:00,489072,8650,10260,2,1,3.0,3.0,2.6
272,2051,1729,1729,2008/2009,2008-09-13 00:00:00,489074,10261,8667,1,2,1.62,3.75,5.75
273,2052,1729,1729,2008/2009,2008-09-13 00:00:00,489075,8456,8455,1,3,4.33,3.3,1.91
274,2053,1729,1729,2008/2009,2008-09-13 00:00:00,489076,8655,9825,0,4,4.5,3.5,1.83
275,2054,1729,1729,2008/2009,2008-09-13 00:00:00,489077,9879,8559,2,1,2.25,3.3,3.3
276,2055,1729,1729,2008/2009,2008-09-13 00:00:00,489078,8659,8654,3,2,2.4,3.25,3.0
277,2056,1729,1729,2008/2009,2008-09-13 00:00:00,489079,8462,8549,2,1,2.0,3.5,3.75
278,2058,1729,1729,2008/2009,2008-09-13 00:00:00,489081,8528,8472,1,1,2.05,3.3,4.0
279,5099,4769,4769,2008/2009,2008-09-13 00:00:00,483169,8583,8481,1,1,2.38,3.0,3.2
280,5100,4769,4769,2008/2009,2008-09-13 00:00:00,483170,9827,8592,1,1,2.3,3.1,3.25
281,5102,4769,4769,2008/2009,2008-09-13 00:00:00,483172,8682,9941,1,2,1.83,3.25,4.75
282,5103,4769,4769,2008/2009,2008-09-13 00:00:00,483173,9748,9831,3,2,1.4,4.0,10.0
283,5104,4769,4769,2008/2009,2008-09-13 00:00:00,483174,9829,8689,2,0,2.05,3.1,4.0
284,5106,4769,4769,2008/2009,2008-09-13 00:00:00,483176,9851,9746,1,1,1.67,3.4,6.0
285,5108,4769,4769,2008/2009,2008-09-13 00:00:00,483178,9873,9855,1,1,2.1,3.1,3.75
286,8061,7809,7809,2008/2009,2008-09-13 00:00:00,499344,9790,8178,3,2,2.05,3.4,3.6
287,8062,7809,7809,2008/2009,2008-09-13 00:00:00,499345,9789,10189,3,3,2.6,3.25,2.7
288,8063,7809,7809,2008/2009,2008-09-13 00:00:00,499346,8697,8398,3,0,1.29,5.0,11.0
289,8064,7809,7809,2008/2009,2008-09-13 00:00:00,499347,8177,8721,2,2,2.3,3.3,3.1
290,8066,7809,7809,2008/2009,2008-09-13 00:00:00,499349,8722,9823,0,3,5.5,3.8,1.62
291,8069,7809,7809,2008/2009,2008-09-13 00:00:00,499352,8226,10269,0,0,3.0,3.3,2.38
292,10370,10257,10257,2008/2009,2008-09-13 00:00:00,539566,8540,8686,3,1,3.5,3.1,2.2
293,10375,10257,10257,2008/2009,2008-09-13 00:00:00,539571,8636,8530,2,1,1.25,5.0,15.0
294,13374,13274,13274,2008/2009,2008-09-13 00:00:00,523660,8640,8614,1,0,1.14,6.5,13.0
295,13375,13274,13274,2008/2009,2008-09-13 00:00:00,523661,10217,10229,3,0,3.6,3.5,1.91
296,13376,13274,13274,2008/2009,2008-09-13 00:00:00,523662,8611,8464,1,1,1.67,3.5,4.5
297,13377,13274,13274,2008/2009,2008-09-13 00:00:00,523663,10235,6601,5,0,1.22,5.25,13.0
302,19892,19694,19694,2008/2009,2008-09-13 00:00:00,490005,8548,8597,2,1,1.25,5.5,12.0
303,19893,19694,19694,2008/2009,2008-09-13 00:00:00,490006,9927,9925,2,4,4.75,3.6,1.73
304,19894,19694,19694,2008/2009,2008-09-13 00:00:00,490007,10251,9938,2,1,2.3,3.25,3.1
305,19895,19694,19694,2008/2009,2008-09-13 00:00:00,490008,8485,8429,1,2,1.67,3.6,5.0
306,19896,19694,19694,2008/2009,2008-09-13 00:00:00,490009,8066,9800,1,2,2.0,3.3,3.8
307,19897,19694,19694,2008/2009,2008-09-13 00:00:00,490010,8596,9860,2,1,2.88,3.3,2.38
308,21630,21518,21518,2008/2009,2008-09-13 00:00:00,530095,8634,8696,1,1,1.29,5.0,12.0
310,21634,21518,21518,2008/2009,2008-09-13 00:00:00,530099,10281,9906,2,1,3.2,3.4,2.2
314,256,1,1,2008/2009,2008-09-14 00:00:00,492503,10000,9987,1,3,2.88,3.1,2.38
315,257,1,1,2008/2009,2008-09-14 00:00:00,492504,9986,9984,3,2,2.6,3.1,2.55
316,2057,1729,1729,2008/2009,2008-09-14 00:00:00,489080,10194,8668,2,3,3.4,3.4,2.2
317,5101,4769,4769,2008/2009,2008-09-14 00:00:00,483171,7819,9853,2,0,2.5,3.0,3.0
318,5105,4769,4769,2008/2009,2008-09-14 00:00:00,483175,9847,9830,1,0,1.57,3.5,7.0
319,5107,4769,4769,2008/2009,2008-09-14 00:00:00,483177,9874,8639,1,1,2.38,3.0,3.2
320,8067,7809,7809,2008/2009,2008-09-14 00:00:00,499350,9911,9912,2,0,1.91,3.4,4.0
321,8068,7809,7809,2008/2009,2008-09-14 00:00:00,499351,9904,9788,5,1,2.0,3.4,3.75
322,10367,10257,10257,2008/2009,2008-09-14 00:00:00,539561,9857,8524,0,1,2.2,3.0,3.6
323,10368,10257,10257,2008/2009,2008-09-14 00:00:00,539564,8551,8529,2,0,1.91,3.1,4.5
324,10369,10257,10257,2008/2009,2008-09-14 00:00:00,539565,8690,9804,1,1,2.5,3.0,3.0
325,10371,10257,10257,2008/2009,2008-09-14 00:00:00,539567,9875,8535,2,1,2.6,3.0,2.88
326,10372,10257,10257,2008/2009,2008-09-14 00:00:00,539568,9888,8533,2,0,2.38,3.0,3.2
327,10373,10257,10257,2008/2009,2008-09-14 00:00:00,539569,8543,9882,2,0,2.2,3.0,3.6
328,10374,10257,10257,2008/2009,2008-09-14 00:00:00,539570,9885,8600,1,0,1.53,3.75,7.0
329,10376,10257,10257,2008/2009,2008-09-14 00:00:00,539572,10233,8564,2,0,4.5,3.1,1.91
330,13378,13274,13274,2008/2009,2008-09-14 00:00:00,523664,8526,8277,1,0,2.45,3.25,2.62
331,13379,13274,13274,2008/2009,2008-09-14 00:00:00,523665,9761,8525,1,3,1.75,3.5,4.2
332,13380,13274,13274,2008/2009,2008-09-14 00:00:00,523666,8674,9908,2,0,1.65,3.6,5.0
333,13381,13274,13274,2008/2009,2008-09-14 00:00:00,523667,8593,9803,1,0,1.33,4.5,8.0
336,21628,21518,21518,2008/2009,2008-09-14 00:00:00,530093,10205,9783,1,0,2.0,3.25,4.0
337,21629,21518,21518,2008/2009,2008-09-14 00:00:00,530094,8633,8388,4,3,1.25,5.5,12.0
