,result,odds-home,odds-draw,odds-away,home-wins,home-draws,home-losses,home-goals,home-opposition-goals,home-shots,home-shots_on_target,home-possession,home-opposition_shots,home-opposition_shots_on_target,home-opposition_possession,away-wins,away-draws,away-losses,away-goals,away-opposition-goals,away-shots,away-shots_on_target,away-possession,away-opposition_shots,away-opposition_shots_on_target,away-opposition_possession
5189,H,2.15,3.25,3.6,5,2,3,10,6,81,41,459,98,40,451,4,2,4,13,15,101,47,441,91,38,469
5190,H,1.33,5.25,9.0,7,0,3,17,6,136,71,620,72,36,290,7,1,2,18,7,144,77,480,77,38,430
5191,A,1.95,3.6,3.8,4,1,5,18,20,135,67,443,102,45,465,2,3,5,10,16,91,48,427,113,66,483
5192,H,1.83,3.5,4.5,3,5,2,12,10,94,41,409,130,72,500,4,1,5,12,19,88,41,427,117,58,482
5193,H,2.0,3.5,3.8,4,2,4,11,11,103,52,406,127,64,504,2,5,3,13,17,83,50,458,98,54,452
5194,A,2.25,3.3,3.3,3,4,3,13,11,89,47,407,127,68,503,5,2,3,16,15,97,52,428,131,71,482
5195,H,1.5,4.2,7.0,4,2,4,14,15,94,47,443,132,71,467,2,3,5,17,23,137,84,464,132,60,446
5196,H,1.1,10.0,26.0,8,2,0,30,4,139,72,632,74,31,278,1,3,6,10,16,133,63,440,85,39,470
5197,H,1.1,10.0,26.0,9,1,0,40,12,152,67,537,120,55,373,2,4,4,14,20,105,57,443,115,59,467
5198,D,1.85,3.5,4.5,2,4,4,10,13,88,50,451,125,58,459,3,2,5,11,18,79,41,374,131,62,536
5199,H,2.05,3.5,4.0,2,3,5,14,16,114,63,446,98,50,464,1,2,7,7,19,115,61,418,118,63,492
5200,H,3.6,3.3,2.25,4,3,3,14,13,107,66,455,116,73,455,4,3,3,9,9,128,81,564,73,44,346
5201,H,2.0,3.25,4.2,3,5,2,9,9,123,68,464,87,41,446,3,3,4,6,8,94,49,448,69,31,461
5202,A,4.2,3.25,2.0,6,3,1,17,5,106,54,480,84,41,430,10,0,0,29,6,101,54,559,91,40,351
5203,H,1.73,3.4,5.75,6,2,2,16,8,97,45,480,112,51,429,5,2,3,12,11,71,31,426,103,49,482
5204,H,1.2,6.5,17.0,6,1,3,21,9,130,61,494,58,30,415,3,4,3,9,9,81,43,388,100,47,521
5205,H,3.2,3.4,2.25,2,4,4,10,15,107,58,437,121,54,472,6,1,3,17,12,101,50,522,133,58,388
5206,H,3.4,3.3,2.2,3,5,2,10,11,107,55,386,152,86,523,5,2,3,18,10,131,75,503,84,47,407
5207,H,2.0,3.5,3.8,6,0,4,22,14,124,61,491,112,62,419,3,6,1,17,15,117,62,374,159,71,536
5208,D,1.44,4.5,7.5,5,1,4,22,16,144,83,491,81,44,419,2,5,3,16,14,127,64,464,142,75,446
5209,H,2.6,3.2,2.8,4,3,3,15,11,118,55,512,94,51,398,5,2,3,15,11,135,60,498,130,59,412
5210,H,2.5,3.2,3.0,4,3,3,16,15,151,78,464,125,50,446,6,0,4,20,15,141,70,533,100,51,377
5211,A,2.15,3.3,3.6,2,2,6,10,16,104,46,411,164,88,499,4,2,4,13,13,136,67,472,92,39,438
5212,A,2.8,3.2,2.63,5,4,1,18,12,115,54,409,149,67,501,7,2,1,17,6,113,61,462,92,48,448
5213,H,4.0,3.1,2.1,3,1,6,10,15,83,39,391,124,63,519,5,3,2,17,9,137,70,458,91,47,452
5214,A,2.05,3.2,4.0,1,2,7,7,25,95,47,436,112,49,473,3,2,5,12,24,110,57,408,124,50,502
5215,D,1.44,4.33,8.0,3,6,1,15,9,106,50,440,105,49,469,1,7,2,11,14,98,47,435,96,54,475
5216,D,1.25,5.75,13.0,10,0,0,29,5,104,56,570,77,36,340,3,5,2,10,9,126,69,476,83,39,434
5217,A,1.67,4.0,5.0,5,1,4,14,13,103,51,514,135,60,396,4,1,5,13,20,93,47,420,113,57,489
5218,D,4.75,3.75,1.75,2,4,4,7,14,83,38,377,106,58,533,4,4,2,16,14,130,69,421,144,66,489
5219,H,1.29,6.0,12.0,4,4,2,11,7,183,117,569,94,53,341,3,4,3,15,10,114,64,471,124,75,439
5220,A,5.5,4.2,1.67,5,0,5,13,13,105,58,384,143,79,526,10,0,0,28,4,147,91,511,108,60,399
5221,H,4.0,3.6,2.0,4,2,4,13,11,116,61,482,125,78,428,4,3,3,14,15,131,74,521,112,59,389
5222,H,2.0,3.4,4.33,3,3,4,6,9,132,80,572,73,43,338,3,3,4,7,15,155,81,530,97,50,380
5223,D,3.2,3.2,2.5,4,3,3,11,11,87,42,303,163,88,607,2,3,5,15,16,129,68,451,90,45,459
5224,D,1.83,3.4,4.75,5,3,2,16,10,124,52,548,105,58,362,4,2,4,11,15,109,63,473,94,46,436
5225,A,2.5,3.1,3.1,2,2,6,4,9,100,38,440,88,44,470,6,2,2,17,9,114,53,498,107,48,411
5226,A,2.25,3.1,3.5,3,3,4,15,21,105,53,467,99,49,442,4,1,5,10,15,86,41,399,99,53,510
5227,D,2.0,3.5,3.75,3,2,5,13,18,99,46,437,91,35,473,5,0,5,16,16,97,44,413,95,55,496
5228,H,2.3,3.3,3.2,3,3,4,13,14,85,43,423,121,69,487,4,5,1,14,10,81,35,407,138,75,502
5229,A,7.5,4.5,1.44,2,4,4,11,18,80,44,447,102,51,463,7,1,2,24,9,135,63,507,58,32,402
5230,H,2.5,3.4,2.8,3,3,4,8,10,75,38,394,105,47,515,4,1,5,18,21,139,67,447,87,36,461
5231,H,1.67,3.75,5.5,6,0,4,21,15,143,73,531,102,54,379,6,0,4,22,14,132,64,490,114,62,420
5232,D,1.4,4.5,9.0,5,2,3,16,12,128,56,469,138,66,441,3,5,2,13,11,100,53,381,150,88,528
5233,A,3.3,3.2,2.3,7,2,1,18,6,116,63,453,112,61,457,8,2,0,27,4,148,80,632,72,29,278
5234,A,10.0,5.0,1.33,4,2,4,15,16,84,42,406,104,53,503,9,1,0,36,11,144,72,544,114,51,366
5235,H,2.3,3.3,3.2,1,4,5,12,25,101,52,431,116,58,479,2,5,3,10,11,91,46,464,122,59,446
5236,A,3.4,3.2,2.25,3,3,4,11,15,83,43,370,135,60,540,3,6,1,16,10,104,52,443,108,49,466
5237,H,1.91,3.75,4.33,6,3,1,20,9,96,42,369,110,59,542,4,1,5,12,17,110,49,490,95,50,420
5238,A,4.33,3.6,1.95,2,5,3,12,15,93,51,368,178,103,542,3,4,3,11,11,124,74,529,114,60,381
5239,H,1.44,4.2,8.5,5,0,5,20,11,123,58,555,100,49,355,5,2,3,13,11,69,29,425,111,50,483
5240,A,2.6,2.88,3.1,3,3,4,6,9,95,50,441,77,36,468,6,1,3,13,7,78,33,457,96,40,453
5241,H,1.85,3.75,4.2,3,3,4,9,13,127,52,502,116,55,408,5,1,4,13,10,102,47,417,131,66,493
5242,A,1.95,3.75,3.75,1,2,7,9,20,111,50,406,125,63,504,3,3,4,12,16,113,60,431,114,51,478
5243,D,5.0,3.6,1.75,2,3,5,18,21,141,84,458,131,59,452,5,2,3,24,17,156,88,502,82,43,408
5244,D,3.2,3.3,2.3,3,5,2,14,14,115,59,378,165,70,532,5,2,3,18,15,148,79,466,114,47,444
5245,H,2.2,3.3,3.4,6,2,2,16,12,171,83,561,97,53,348,4,2,4,14,15,89,44,452,135,76,458
5246,H,1.62,3.75,6.0,4,2,4,15,13,133,74,500,82,43,410,2,1,7,9,16,117,47,422,154,83,488
5247,D,2.2,3.3,3.4,6,2,2,16,13,98,51,427,129,73,483,2,5,3,14,17,117,62,421,133,71,489
5248,D,1.75,3.5,5.25,1,3,6,10,16,122,58,427,103,51,483,4,1,5,11,13,76,42,400,121,61,510
5249,H,1.57,3.75,7.0,4,3,3,15,10,120,58,446,90,48,464,0,2,8,7,27,101,47,447,102,47,462
5250,A,3.5,3.1,2.25,4,2,4,13,16,105,55,411,115,51,499,3,5,2,9,10,117,55,424,122,54,486
5251,H,2.25,3.5,3.4,3,1,6,11,13,95,55,428,139,71,482,1,3,6,9,18,106,52,425,113,63,484
5252,H,1.83,3.6,4.5,2,5,3,17,15,124,62,465,145,74,445,3,4,3,13,11,79,45,403,122,70,507
5253,A,2.1,3.5,3.5,3,3,4,11,17,131,69,504,101,57,406,1,7,2,11,14,98,46,434,91,55,476
5254,D,2.38,3.0,3.4,6,1,3,12,7,83,35,468,83,30,442,3,3,4,10,15,114,66,453,98,49,456
5255,H,2.15,3.5,3.3,5,0,5,14,12,100,46,408,140,71,502,1,2,7,9,19,104,50,427,129,65,483
5256,H,2.6,3.1,2.9,0,1,9,7,29,99,48,440,107,50,469,1,3,6,8,14,119,56,433,102,50,477
5257,A,2.3,3.25,3.5,3,1,6,13,20,109,52,504,98,52,406,3,4,3,9,11,90,42,306,156,91,604
5258,H,2.45,3.5,3.0,4,2,4,15,18,137,75,534,114,61,376,4,4,2,12,7,194,125,572,92,52,338
5259,A,1.29,6.5,11.0,10,0,0,27,4,150,91,505,110,57,405,4,1,5,13,11,98,54,431,136,68,479
5260,D,2.5,3.4,3.0,2,4,4,13,11,108,65,451,142,84,459,6,3,1,22,11,110,45,365,108,54,546
5261,D,2.3,3.4,3.4,5,2,3,15,12,103,63,447,115,73,463,4,2,4,15,12,112,57,462,129,78,448
5262,A,2.25,3.1,3.5,5,2,3,13,13,71,28,410,114,51,498,3,3,4,14,19,99,51,481,92,44,427
5263,H,2.15,3.1,3.75,5,2,3,14,13,119,59,367,114,58,543,1,2,7,4,11,107,42,436,94,48,474
5264,D,8.0,4.75,1.4,5,1,4,18,17,92,43,413,98,54,496,9,1,0,25,6,118,65,585,74,34,325
5265,H,1.5,4.33,6.5,4,5,1,16,10,118,60,486,100,52,424,3,3,4,9,11,74,41,407,106,50,502
5266,D,2.5,3.5,2.75,5,1,4,16,16,98,48,418,110,56,491,4,2,4,17,14,86,45,439,121,66,471
5267,H,2.4,3.3,3.0,3,5,2,13,14,77,35,406,127,72,503,4,1,5,11,15,107,54,518,127,54,392
5268,H,1.73,3.75,5.0,4,1,5,13,15,85,40,439,140,79,471,4,3,3,13,12,122,65,482,109,44,428
5269,A,2.25,3.3,3.3,2,1,7,9,17,120,51,403,149,80,507,2,3,5,18,21,146,83,444,138,58,466
5270,A,7.0,3.75,1.57,3,2,5,10,13,77,40,395,115,59,515,6,2,2,17,8,119,63,439,111,61,471
5271,H,1.06,15.0,26.0,9,1,0,40,11,137,68,553,110,44,357,4,1,5,13,18,112,58,425,111,48,485
5272,A,2.0,3.4,4.0,2,4,4,8,10,94,45,467,116,55,443,3,2,5,12,22,88,41,404,105,50,505
5273,D,1.5,4.33,6.5,4,5,1,16,9,115,57,445,107,52,464,2,3,5,12,24,97,50,431,120,59,479
5274,D,1.67,4.0,5.75,3,2,5,8,18,139,71,495,95,49,414,2,2,6,10,19,115,56,408,128,64,502
5275,A,3.1,3.3,2.5,2,4,4,14,14,130,69,463,85,43,447,4,3,3,9,9,124,78,563,73,42,346
5276,H,2.0,3.6,4.0,3,4,3,9,10,131,75,520,118,60,390,5,0,5,13,12,99,56,361,159,88,549
5277,D,2.1,3.1,4.0,3,6,1,12,9,123,67,453,96,47,457,2,3,5,14,20,105,47,442,87,34,468
5278,D,2.05,3.3,3.8,6,0,4,24,11,124,62,549,98,49,361,5,3,2,14,8,118,53,547,104,55,363
5279,A,1.7,3.6,5.5,6,2,2,15,8,102,56,456,111,53,454,3,4,3,15,12,88,52,430,119,68,479
5280,H,1.67,3.5,6.0,7,1,2,17,8,116,53,507,106,50,402,2,3,5,5,11,98,52,451,84,41,458
5281,H,1.73,4.0,4.5,8,1,1,27,8,131,61,523,53,31,386,5,1,4,13,11,139,72,494,74,35,416
5282,A,2.63,3.5,2.6,3,1,6,16,21,138,68,443,83,37,466,4,2,4,11,14,127,51,497,120,56,413
5283,H,2.0,3.5,3.75,3,2,5,11,12,107,51,499,103,47,411,2,3,5,12,21,75,43,417,106,52,493
5284,D,2.0,3.5,3.75,2,5,3,15,18,120,62,424,128,69,486,2,6,2,15,16,117,55,395,151,68,515
5285,A,3.75,3.3,2.1,3,5,2,13,11,88,43,367,163,94,542,7,1,2,17,12,171,83,560,108,56,349
5286,A,4.5,3.5,1.83,6,0,4,21,13,137,70,480,112,61,430,4,3,3,15,13,144,62,491,126,63,419
5287,H,1.91,3.6,4.0,4,3,3,23,19,169,91,519,90,46,391,4,2,4,13,13,140,79,515,81,42,395
5288,D,1.4,4.5,8.5,6,1,3,17,10,122,55,513,107,53,397,6,2,2,17,14,95,56,437,116,65,473
5289,H,1.83,3.6,4.33,5,2,3,19,16,135,72,459,117,49,451,3,4,3,19,15,114,57,461,149,74,449
5290,A,1.8,3.75,4.33,4,4,2,15,13,127,69,436,142,63,474,5,4,1,22,15,130,66,517,98,44,392
5291,H,1.06,12.0,29.0,9,1,0,27,3,143,76,637,72,29,273,2,5,3,8,12,84,40,385,104,60,525
5292,H,2.0,3.5,3.75,4,4,2,11,10,115,54,425,123,54,485,5,3,2,18,9,122,54,454,92,48,456
5293,A,2.05,3.1,4.2,2,6,2,12,13,96,46,417,90,52,493,3,2,5,10,15,84,46,361,140,62,549
5294,H,1.2,6.5,17.0,8,2,0,23,6,124,68,578,75,36,332,5,0,5,10,15,90,39,411,96,56,497
5295,H,1.25,6.0,12.0,7,0,3,19,6,142,68,639,78,41,271,5,4,1,17,9,103,50,492,105,55,418
5296,H,2.38,3.25,3.1,2,3,5,7,13,73,41,398,107,50,511,4,4,2,14,14,82,37,398,128,75,512
5297,A,3.3,3.3,2.25,2,0,8,9,18,118,50,396,142,73,514,5,0,5,16,17,91,41,454,134,75,456
5298,H,1.25,5.5,15.0,6,2,2,17,8,116,65,445,109,60,465,1,1,8,8,25,107,52,446,99,45,463
5299,A,2.4,3.1,3.2,4,1,5,13,16,110,55,423,114,52,487,2,4,4,10,12,96,46,472,121,61,438
5300,H,3.25,3.25,2.3,4,1,5,13,22,90,42,405,100,48,504,3,6,1,13,9,128,71,448,99,51,461
5301,H,2.2,3.2,3.5,3,4,3,13,11,93,55,441,120,71,468,6,2,2,16,12,122,63,354,112,57,556
5302,H,1.5,4.0,7.5,4,4,2,11,7,119,52,536,103,56,374,4,2,4,12,15,68,27,410,109,51,498
5303,H,2.7,3.0,2.88,4,3,3,16,18,97,49,484,91,44,424,3,6,1,12,9,123,68,450,99,50,460
5304,D,2.9,3.1,2.6,2,3,5,14,20,103,49,433,93,39,477,6,1,3,22,7,128,65,534,103,52,376
5305,H,1.83,3.8,4.2,5,1,4,11,13,133,57,496,119,54,414,4,3,3,17,11,90,49,446,116,59,464
5306,H,1.53,4.33,6.0,4,1,5,9,14,128,63,482,87,44,428,5,0,5,14,11,105,47,425,132,66,485
5307,H,2.15,3.4,3.4,4,0,6,11,16,106,56,522,120,50,388,4,2,4,12,10,112,54,493,106,50,417
5308,A,2.88,3.5,2.4,2,3,5,12,19,83,48,418,103,50,492,3,1,6,15,20,147,71,452,85,40,457
5309,D,7.0,4.75,1.44,1,2,7,8,19,93,45,408,124,63,502,8,1,1,27,8,133,64,522,61,34,388
5310,H,2.8,3.25,2.6,3,4,3,12,11,95,46,373,152,86,536,5,2,3,19,15,146,78,466,109,52,444
5311,H,1.5,4.0,7.5,8,0,2,22,11,120,61,528,105,50,382,4,2,4,11,10,82,51,413,126,70,497
5312,H,1.33,5.0,10.0,7,1,2,16,11,172,83,569,109,54,340,1,7,2,13,15,110,52,400,145,65,510
5313,H,1.75,3.75,4.75,4,2,4,13,16,132,77,497,89,45,413,5,0,5,18,14,127,67,473,113,58,437
5314,A,2.15,3.4,3.4,4,3,3,15,14,117,57,472,115,47,438,6,3,1,17,13,88,57,418,123,66,492
5315,H,4.5,3.6,1.83,3,4,3,17,13,117,60,467,147,69,443,6,2,2,18,10,132,58,519,109,58,391
5316,H,6.5,4.5,1.5,5,4,1,18,15,132,67,524,102,49,385,9,1,0,29,4,149,81,645,73,30,265
5317,D,2.38,3.1,3.25,2,4,4,7,14,82,39,365,111,61,545,3,2,5,10,12,81,42,407,104,55,503
5318,A,2.63,3.3,2.75,1,3,6,7,12,120,57,452,101,50,458,5,3,2,14,11,100,47,417,118,46,493
5319,A,5.25,4.2,1.62,5,2,3,18,11,117,51,459,98,50,451,9,1,0,38,11,135,69,550,118,48,360
5320,H,2.25,3.4,3.2,4,3,3,12,12,122,60,518,95,55,392,4,2,4,13,13,82,46,367,141,68,543
5321,A,3.2,3.1,2.4,1,2,7,5,12,98,37,450,100,51,460,5,2,3,14,11,101,54,457,115,53,453
5322,A,2.15,3.3,3.5,3,2,5,18,20,137,78,448,129,53,462,2,5,3,14,17,117,60,430,116,65,480
5323,A,2.25,3.3,3.3,2,4,4,11,21,86,43,401,136,73,509,2,6,2,13,14,105,53,421,78,44,489
5324,H,2.7,3.1,2.8,4,3,3,15,13,82,40,415,108,57,494,2,4,4,9,16,123,71,461,96,47,448
5325,H,1.45,4.5,7.5,3,6,1,13,8,129,73,456,102,55,453,4,0,6,12,18,115,60,425,103,49,485
5326,A,4.5,4.0,1.8,6,4,0,23,10,112,46,367,104,51,544,4,3,3,12,9,192,125,560,107,64,350
5327,H,1.53,4.33,7.0,3,3,4,9,18,147,73,485,95,47,424,3,1,6,11,18,113,57,504,100,53,406
5328,H,1.2,7.5,16.0,5,3,2,12,8,114,67,559,80,44,349,1,4,5,9,16,94,52,380,180,104,530
5329,D,6.0,4.2,1.62,1,3,6,9,17,115,57,465,112,58,444,4,2,4,14,17,148,86,533,115,63,377
5330,H,2.05,3.4,4.2,2,3,5,14,15,132,72,465,86,41,444,4,3,3,12,10,110,68,444,126,81,466
5331,H,4.2,3.8,1.91,4,3,3,8,8,144,83,518,121,64,392,9,0,1,25,4,166,99,525,104,55,385
5332,D,2.25,3.5,3.4,5,0,5,15,12,94,53,418,143,73,492,2,3,5,11,19,107,52,399,136,73,511
5333,H,2.88,3.1,2.63,3,2,5,11,17,64,26,391,114,54,517,2,4,4,14,17,101,47,431,99,40,479
5334,H,2.75,3.0,2.8,3,5,2,13,15,117,63,445,104,52,465,4,4,2,11,7,117,54,545,99,56,365
5335,A,10.0,4.33,1.4,2,2,6,4,12,98,52,453,84,45,456,8,2,0,24,6,130,68,599,75,39,311
5336,D,1.4,4.75,8.0,5,4,1,18,13,99,47,491,102,56,419,2,3,5,12,20,80,45,424,109,58,486
5337,A,2.88,3.5,2.4,5,2,3,14,13,97,44,436,108,57,473,6,1,3,13,11,127,56,494,125,61,416
5338,A,2.1,3.5,3.4,4,0,6,16,19,154,79,443,81,34,466,4,0,6,14,18,107,58,517,121,53,393
5339,A,2.25,3.5,3.1,3,2,5,12,13,114,57,480,108,51,430,1,3,6,9,18,93,45,414,120,57,496
5340,A,3.8,3.6,1.95,3,2,5,11,15,116,57,411,101,47,499,5,0,5,9,13,136,63,496,82,43,413
5341,A,12.0,6.0,1.25,4,0,6,12,12,102,48,411,130,65,498,7,0,3,22,7,136,63,628,75,39,282
5342,H,2.2,3.3,3.4,3,4,3,21,17,171,86,527,93,41,383,4,4,2,14,10,161,71,503,121,62,407
5343,H,1.44,4.75,7.0,3,3,4,13,16,129,73,424,136,64,486,4,3,3,12,13,126,57,511,94,53,399
5344,D,3.75,3.4,2.05,3,3,4,12,13,79,41,411,96,47,499,5,4,1,21,16,129,62,514,110,53,395
5345,H,2.9,3.1,2.6,6,2,2,15,11,93,40,415,116,48,495,7,1,2,17,6,119,68,447,103,58,463
5346,D,1.11,10.0,21.0,9,1,0,37,11,148,73,541,118,52,369,1,2,7,6,12,122,60,458,101,49,452
5347,D,3.25,3.1,2.38,4,0,6,8,18,94,43,381,105,60,527,5,2,3,13,12,110,57,455,116,55,455
5348,H,2.2,3.25,3.5,1,1,8,7,15,100,40,450,107,55,460,4,3,3,15,11,91,52,451,124,70,458
5349,A,1.73,3.6,5.25,8,1,1,19,7,124,61,513,108,48,396,5,2,3,21,18,92,50,479,79,38,429
5350,D,1.95,3.5,4.0,4,2,4,17,13,87,49,448,116,58,462,3,2,5,8,12,80,45,417,110,52,492
5351,A,2.4,3.1,3.2,4,1,5,11,12,78,48,396,136,76,514,2,0,8,10,19,118,50,406,126,61,504
5352,H,3.3,3.2,2.3,4,0,6,15,15,119,59,479,112,56,431,6,0,4,18,16,88,37,448,127,66,462
5353,A,3.75,3.4,2.05,1,6,3,12,15,108,51,403,146,69,507,5,1,4,14,15,119,69,487,92,47,423
5354,A,1.8,3.6,4.5,7,1,2,15,10,170,84,567,110,56,342,9,0,1,22,8,127,70,547,100,45,363
5355,D,2.2,3.2,3.5,7,3,0,18,10,90,53,417,126,67,493,3,4,3,12,11,96,46,370,148,82,539
5356,H,1.75,3.6,5.0,5,1,4,17,14,139,75,473,106,53,437,4,2,4,13,13,112,56,471,115,46,439
5357,H,1.95,3.3,4.2,1,1,8,8,26,104,51,429,102,48,480,1,5,4,8,16,82,37,383,109,60,527
5358,D,2.4,3.2,3.0,3,3,4,13,12,86,42,465,115,57,445,4,2,4,15,13,108,49,443,120,58,467
5359,H,2.1,3.3,3.75,3,5,2,14,14,102,51,418,74,42,492,5,1,4,14,20,97,46,425,98,47,484
5360,A,2.3,3.2,3.3,4,1,5,13,14,78,46,363,141,63,547,2,4,4,10,20,80,38,416,125,67,494
5361,A,3.1,3.3,2.5,4,3,3,10,11,92,45,327,147,87,583,3,3,4,12,12,123,61,477,126,74,433
5362,H,2.1,3.4,3.6,3,4,3,13,15,117,59,442,118,66,468,4,3,3,18,13,105,54,442,161,80,468
5363,A,1.85,3.2,5.0,2,4,4,8,11,124,72,474,98,49,435,2,2,6,5,14,95,52,443,84,44,466
5364,H,2.0,3.1,4.33,2,4,4,6,9,130,75,477,94,43,432,1,1,8,8,16,90,39,447,113,58,463
5365,D,1.44,4.5,7.5,5,5,0,20,13,120,58,527,113,55,382,2,1,7,11,20,111,55,457,97,44,452
5366,A,2.5,3.3,3.1,2,1,7,10,19,114,57,485,112,66,425,3,4,3,16,11,93,53,436,136,84,474
5367,A,1.83,3.7,4.8,3,3,4,15,19,148,83,527,117,65,383,3,3,4,16,14,138,76,455,90,43,454
5368,H,1.83,3.6,5.0,6,0,4,14,10,111,64,366,157,91,544,3,3,4,11,14,93,45,352,134,77,558
5369,H,1.25,7.0,13.0,8,0,2,25,8,175,105,526,97,52,384,1,4,5,9,16,119,62,460,121,60,449
5370,A,2.3,3.5,3.3,2,4,4,11,18,107,52,419,138,77,491,5,4,1,22,15,110,47,363,113,61,548
5371,D,3.2,3.4,2.4,0,4,6,7,19,94,55,388,169,98,522,4,1,5,16,14,84,47,400,145,76,510
5372,H,1.62,3.75,6.0,4,4,2,12,7,111,49,534,94,51,376,5,3,2,16,11,81,41,412,111,60,497
5373,H,2.6,3.4,2.7,4,0,6,15,18,98,55,500,131,60,410,5,4,1,17,12,105,50,500,101,54,410
5374,H,2.6,3.4,2.7,2,3,5,11,19,79,43,415,115,61,495,2,2,6,10,18,109,50,406,100,44,504
5375,H,2.2,3.2,3.5,3,2,5,9,13,84,48,421,114,52,489,4,2,4,12,13,97,42,438,110,59,471
5376,D,2.45,3.75,2.65,1,3,6,10,18,92,44,405,137,69,505,4,0,6,15,19,164,85,456,71,31,453
5377,D,2.1,3.3,3.75,3,4,3,13,12,97,46,387,138,79,523,1,6,3,13,16,98,46,394,139,66,516
5378,H,4.0,3.6,1.91,3,3,4,13,17,131,73,427,136,61,483,8,1,1,24,9,157,82,618,82,35,292
5379,H,2.38,3.1,3.3,1,3,6,6,11,129,66,462,118,58,448,3,3,4,12,11,91,44,472,113,57,438
5380,D,2.6,3.2,2.8,4,0,6,12,15,128,69,433,102,47,477,4,5,1,17,10,100,49,427,73,43,483
5381,A,2.0,3.3,4.0,4,1,5,12,22,100,50,434,93,46,475,4,1,5,13,13,92,51,391,140,61,519
5382,H,2.0,3.8,3.8,4,3,3,14,10,193,127,554,115,70,356,6,3,1,15,7,104,60,548,82,48,360
5383,D,2.7,3.4,2.8,4,3,3,13,11,125,62,483,126,74,427,3,3,4,10,19,146,80,486,93,47,423
5384,D,2.75,3.25,2.8,3,3,4,11,13,112,71,453,133,84,457,5,3,2,12,8,137,80,517,130,70,393
5385,H,2.45,3.2,2.88,6,1,3,14,13,120,62,360,90,47,550,7,1,2,15,11,126,57,499,103,45,411
5386,H,2.6,3.2,2.8,3,3,4,12,13,87,48,454,113,62,455,3,5,2,14,15,118,63,440,108,54,470
5387,D,1.85,3.4,4.75,5,3,2,15,13,103,54,460,117,55,450,4,3,3,12,9,98,40,448,95,36,462
5388,H,1.33,5.0,10.0,8,2,0,22,7,132,70,589,76,41,321,4,2,4,20,9,131,63,545,87,39,365
5389,H,1.5,4.33,6.5,7,0,3,24,7,139,66,623,72,36,287,7,2,1,27,10,141,66,555,54,32,355
5390,A,1.73,3.8,4.8,6,1,3,11,9,119,55,480,128,61,430,4,3,3,14,16,91,42,409,135,75,501
5391,D,1.4,4.75,8.0,5,0,5,10,13,134,59,506,83,39,403,3,2,5,11,13,131,73,483,104,48,427
5392,H,2.4,3.2,3.1,1,2,7,13,21,128,67,460,118,49,450,7,3,0,19,11,99,59,430,123,65,480
5393,H,1.67,3.6,5.75,9,0,1,23,8,119,68,545,93,43,365,4,3,3,14,15,119,57,437,113,63,473
5394,A,3.0,3.4,2.38,6,0,4,18,14,97,42,475,121,62,435,4,4,2,21,14,169,83,530,92,36,380
5395,A,4.0,3.5,1.95,4,1,5,14,15,107,51,455,120,50,455,5,2,3,19,13,155,72,550,106,56,359
5396,D,4.0,3.5,1.95,4,3,3,19,14,97,53,449,165,79,461,7,0,3,16,14,150,74,542,109,60,368
5397,D,2.5,3.1,3.1,2,0,8,11,20,107,48,405,119,59,505,5,0,5,16,13,119,55,475,113,55,435
5398,A,2.0,3.6,3.5,7,2,1,23,7,122,62,535,81,45,375,5,2,3,20,13,138,73,469,106,60,441
5399,H,4.33,3.4,1.91,0,5,5,7,19,80,38,378,114,65,532,7,2,1,16,10,85,35,423,114,51,487
5400,D,3.2,3.3,2.3,6,1,3,15,6,114,65,447,101,56,463,8,2,0,33,9,172,81,549,113,52,361
5401,H,2.3,3.3,3.2,3,3,4,14,13,103,46,439,116,60,471,3,6,1,10,8,128,71,448,115,64,461
5402,A,2.2,3.5,3.2,4,3,3,14,14,117,52,508,92,52,402,3,4,3,12,18,83,38,416,129,67,494
5403,D,2.55,3.2,2.9,4,4,2,14,14,102,58,458,112,53,452,5,3,2,12,6,116,51,539,92,48,371
5404,A,5.75,4.75,1.5,5,0,5,14,13,106,52,404,128,62,505,6,2,2,26,15,139,64,552,60,36,358
5405,H,1.33,5.75,10.0,3,2,5,15,21,151,85,530,113,67,380,1,1,8,9,20,113,59,474,114,70,436
5406,A,2.0,3.6,4.0,7,0,3,15,8,120,74,389,152,88,521,4,2,4,18,15,95,53,406,142,74,504
5407,A,3.25,3.4,2.38,4,4,2,14,10,115,58,460,129,75,450,5,3,2,13,9,101,58,536,81,47,372
5408,D,1.75,4.0,5.0,4,3,3,19,13,139,78,430,93,46,479,5,4,1,22,16,118,51,366,115,61,545
5409,D,2.5,3.5,3.0,5,4,1,14,7,147,88,522,126,65,388,3,3,4,10,19,142,80,490,99,53,419
5410,H,2.05,3.4,4.2,3,2,5,10,15,93,46,354,139,87,556,0,4,6,9,21,93,52,387,177,103,523
5411,A,10.0,5.0,1.33,3,1,6,12,17,68,31,377,121,60,531,8,2,0,22,7,134,72,586,77,45,324
5412,D,2.6,3.1,2.9,4,1,5,10,14,106,53,405,95,55,503,3,4,3,8,5,137,76,489,88,44,420
5413,A,2.5,3.2,2.9,4,3,3,13,10,78,45,400,119,62,509,7,0,3,14,12,125,67,360,92,50,550
5414,H,1.75,3.75,4.75,6,1,3,11,10,130,63,483,128,61,427,4,2,4,12,12,85,49,440,112,53,470
