result,odds-home,odds-draw,odds-away,home-wins,home-draws,home-losses,home-goals,home-opposition-goals,away-wins,away-draws,away-losses,away-goals,away-opposition-goals
H,0.0,0.0,0.0,4,1,5,9,13,2,3,5,11,10
A,0.0,0.0,0.0,5,4,1,16,8,5,3,2,19,10
H,0.0,0.0,0.0,3,3,4,9,13,1,4,5,4,13
H,0.0,0.0,0.0,6,4,0,20,9,6,2,2,13,5
A,0.0,0.0,0.0,1,2,7,12,20,6,1,3,15,13
A,0.0,0.0,0.0,3,3,4,13,15,3,2,5,10,12
H,0.0,0.0,0.0,5,1,4,13,18,4,1,5,9,11
A,0.0,0.0,0.0,4,1,5,11,15,4,1,5,16,15
A,0.0,0.0,0.0,1,4,5,4,17,6,1,3,16,14
A,0.0,0.0,0.0,5,2,3,12,6,0,2,8,11,21
D,0.0,0.0,0.0,5,1,4,17,14,4,1,5,11,15
D,0.0,0.0,0.0,7,0,3,17,14,4,3,3,13,11
H,0.0,0.0,0.0,3,2,5,11,13,4,4,2,14,12
D,0.0,0.0,0.0,4,1,5,12,16,7,3,0,21,9
D,0.0,0.0,0.0,3,1,6,8,14,3,3,4,15,16
D,0.0,0.0,0.0,1,3,6,9,13,6,3,1,23,9
D,0.0,0.0,0.0,3,2,5,10,16,1,4,5,4,17
A,0.0,0.0,0.0,4,4,2,14,11,3,2,5,9,14
D,0.0,0.0,0.0,4,3,3,13,11,3,2,5,10,17
H,0.0,0.0,0.0,1,1,8,12,20,4,2,4,12,12
D,0.0,0.0,0.0,6,3,1,22,8,6,1,3,16,14
D,0.0,0.0,0.0,3,4,3,15,15,6,4,0,21,10
D,0.0,0.0,0.0,6,1,3,18,14,4,2,4,11,8
A,0.0,0.0,0.0,1,3,6,8,12,5,2,3,18,14
D,0.0,0.0,0.0,5,2,3,17,17,3,3,4,9,14
A,0.0,0.0,0.0,4,3,3,9,11,3,3,4,8,9
D,0.0,0.0,0.0,6,1,3,21,8,3,2,5,10,14
H,0.0,0.0,0.0,7,0,3,20,8,2,4,4,9,11
H,0.0,0.0,0.0,7,0,3,17,8,5,0,5,11,16
H,0.0,0.0,0.0,5,4,1,12,7,0,3,7,4,16
A,0.0,0.0,0.0,5,2,3,10,8,4,2,4,13,14
H,0.0,0.0,0.0,1,5,4,5,15,3,4,3,11,11
H,0.0,0.0,0.0,3,3,4,8,9,4,4,2,13,8
A,0.0,0.0,0.0,6,1,3,17,10,3,4,3,12,11
H,0.0,0.0,0.0,5,5,0,18,10,6,2,2,17,12
A,0.0,0.0,0.0,5,2,3,14,13,2,3,5,10,17
H,0.0,0.0,0.0,4,2,4,13,13,5,4,1,21,8
A,0.0,0.0,0.0,3,3,4,10,13,2,1,7,13,19
A,0.0,0.0,0.0,3,2,5,7,14,1,3,6,7,13
A,0.0,0.0,0.0,0,3,7,4,14,5,2,3,18,8
D,0.0,0.0,0.0,3,3,4,9,11,7,0,3,20,8
A,0.0,0.0,0.0,4,2,4,8,8,4,1,5,10,13
D,0.0,0.0,0.0,2,3,5,10,14,7,0,3,17,8
D,0.0,0.0,0.0,4,2,4,14,15,5,2,3,16,16
D,0.0,0.0,0.0,5,0,5,11,16,4,2,4,8,11
A,0.0,0.0,0.0,3,4,3,9,13,6,3,1,13,7
A,0.0,0.0,0.0,4,3,3,15,16,5,1,4,12,13
H,0.0,0.0,0.0,4,3,3,9,11,2,3,5,10,14
D,0.0,0.0,0.0,6,1,3,21,10,4,2,4,14,15
H,0.0,0.0,0.0,4,1,5,10,16,2,4,4,7,13
H,0.0,0.0,0.0,6,1,3,17,9,0,2,8,2,13
D,0.0,0.0,0.0,7,2,1,14,7,3,4,3,10,11
H,0.0,0.0,0.0,4,2,4,10,12,4,2,4,8,8
D,0.0,0.0,0.0,0,2,8,3,14,5,2,3,11,12
H,0.0,0.0,0.0,2,5,3,10,12,6,1,3,17,9
H,0.0,0.0,0.0,4,1,5,8,9,5,2,3,17,9
H,0.0,0.0,0.0,5,1,4,13,13,5,1,4,11,12
A,0.0,0.0,0.0,2,2,6,11,16,5,1,4,12,14
H,0.0,0.0,0.0,4,3,3,15,15,6,3,1,14,8
D,0.0,0.0,0.0,2,3,5,8,15,6,2,2,21,9
A,0.0,0.0,0.0,3,4,3,14,17,4,1,5,9,9
H,0.0,0.0,0.0,4,3,3,9,11,2,3,5,9,16
H,0.0,0.0,0.0,5,2,3,16,9,5,1,4,13,12
H,0.0,0.0,0.0,5,3,2,20,10,5,1,4,11,13
A,0.0,0.0,0.0,2,2,6,10,15,2,5,3,12,12
H,0.0,0.0,0.0,5,1,4,13,15,0,3,7,3,13
H,0.0,0.0,0.0,6,1,3,17,11,4,3,3,16,15
H,0.0,0.0,0.0,0,2,8,4,15,1,2,7,9,17
H,0.0,0.0,0.0,3,5,2,14,11,4,3,3,8,10
A,0.0,0.0,0.0,4,1,5,9,8,7,1,2,18,10
A,0.0,0.0,0.0,5,1,4,13,12,5,2,3,14,13
H,0.0,0.0,0.0,4,3,3,15,14,5,1,4,13,15
D,0.0,0.0,0.0,4,1,5,11,15,2,4,4,11,17
A,0.0,0.0,0.0,2,3,5,8,15,6,2,2,20,8
A,0.0,0.0,0.0,1,2,7,6,14,4,3,3,15,14
A,0.0,0.0,0.0,6,2,2,17,7,2,5,3,10,13
H,0.0,0.0,0.0,7,3,0,23,7,5,0,5,14,14
A,0.0,0.0,0.0,1,2,7,10,18,4,1,5,11,10
D,0.0,0.0,0.0,4,1,5,13,17,4,4,2,15,10
A,0.0,0.0,0.0,7,1,2,20,12,2,2,6,8,16
A,0.0,0.0,0.0,6,1,3,16,14,3,2,5,9,15
D,0.0,0.0,0.0,3,4,3,9,9,4,3,3,10,8
A,0.0,0.0,0.0,1,3,6,6,14,4,2,4,14,15
D,0.0,0.0,0.0,5,1,4,15,11,3,1,6,14,18
H,0.0,0.0,0.0,5,5,0,22,10,3,3,4,10,13
D,0.0,0.0,0.0,3,2,5,7,12,4,4,2,14,7
D,0.0,0.0,0.0,3,4,3,8,10,5,2,3,14,17
A,0.0,0.0,0.0,2,3,5,6,10,4,2,4,13,12
D,0.0,0.0,0.0,2,5,3,9,16,5,5,0,15,5
A,0.0,0.0,0.0,3,2,5,11,15,4,4,2,14,13
D,0.0,0.0,0.0,4,5,1,15,12,2,2,6,12,18
H,0.0,0.0,0.0,8,0,2,27,12,2,5,3,11,13
D,0.0,0.0,0.0,3,2,5,8,9,5,2,3,19,12
A,0.0,0.0,0.0,1,4,5,10,17,3,2,5,13,17
H,0.0,0.0,0.0,3,3,4,10,12,2,2,6,9,21
A,0.0,0.0,0.0,2,4,4,14,14,1,3,6,12,19
H,0.0,0.0,0.0,2,5,3,12,13,2,3,5,7,10
H,0.0,0.0,0.0,4,6,0,14,5,8,0,2,26,11
A,0.0,0.0,0.0,4,3,3,18,13,3,2,5,11,13
A,0.0,0.0,0.0,5,4,1,14,11,5,4,1,18,12
H,0.0,0.0,0.0,2,2,6,8,20,3,6,1,14,12
A,0.0,0.0,0.0,4,2,4,12,14,2,5,3,10,17
D,0.0,0.0,0.0,1,4,5,8,15,4,3,3,11,10
D,0.0,0.0,0.0,3,4,3,11,16,4,4,2,13,15
H,0.0,0.0,0.0,4,2,4,11,11,1,4,5,6,13
A,0.0,0.0,0.0,3,5,2,13,14,4,3,3,10,9
H,0.0,0.0,0.0,7,0,3,21,11,3,2,5,9,14
H,0.0,0.0,0.0,2,3,5,7,10,3,2,5,11,16
H,0.0,0.0,0.0,6,3,1,22,13,3,4,3,14,13
H,0.0,0.0,0.0,2,2,6,13,19,3,3,4,18,15
H,0.0,0.0,0.0,2,4,4,14,14,5,5,0,15,5
A,0.0,0.0,0.0,3,4,3,15,14,3,4,3,15,12
H,0.0,0.0,0.0,5,4,1,15,7,3,2,5,9,10
A,0.0,0.0,0.0,3,2,5,18,18,6,3,1,22,13
H,0.0,0.0,0.0,3,5,2,13,16,3,1,6,15,18
A,0.0,0.0,0.0,3,2,5,12,18,5,2,3,15,12
D,0.0,0.0,0.0,2,2,6,9,18,3,4,3,12,16
D,0.0,0.0,0.0,1,4,5,8,16,3,4,3,11,16
D,0.0,0.0,0.0,4,3,3,13,10,7,0,3,23,11
A,0.0,0.0,0.0,3,2,5,9,9,3,5,2,11,12
A,0.0,0.0,0.0,6,3,1,19,12,5,2,3,16,12
A,0.0,0.0,0.0,2,1,7,16,21,2,5,3,9,16
H,0.0,0.0,0.0,4,4,2,17,12,7,1,2,24,11
H,0.0,0.0,0.0,2,4,4,14,16,1,4,5,8,16
H,0.0,0.0,0.0,5,4,1,15,7,2,2,6,9,20
H,0.0,0.0,0.0,3,2,5,17,17,4,3,3,14,11
H,0.0,0.0,0.0,4,5,1,15,14,2,3,5,9,16
H,0.0,0.0,0.0,3,4,3,12,16,4,4,2,17,12
A,0.0,0.0,0.0,5,2,3,13,10,1,1,8,13,24
A,0.0,0.0,0.0,4,5,1,13,9,3,4,3,16,13
H,0.0,0.0,0.0,6,1,3,21,13,2,2,6,7,11
H,0.0,0.0,0.0,2,2,6,8,20,5,4,1,18,13
H,0.0,0.0,0.0,2,3,5,8,16,4,2,4,18,13
D,0.0,0.0,0.0,1,4,5,6,16,6,4,0,17,4
H,0.0,0.0,0.0,3,3,4,10,12,5,3,2,16,11
H,0.0,0.0,0.0,4,2,4,12,12,4,3,3,13,16
D,0.0,0.0,0.0,3,2,5,10,17,4,2,4,11,11
H,0.0,0.0,0.0,1,4,5,6,16,4,4,2,14,11
A,0.0,0.0,0.0,3,2,5,9,18,7,0,3,22,12
H,0.0,0.0,0.0,4,3,3,16,14,5,5,0,16,4
D,0.0,0.0,0.0,4,4,2,17,12,2,1,7,13,22
D,0.0,0.0,0.0,4,2,4,19,14,3,4,3,15,12
D,0.0,0.0,0.0,4,4,2,16,13,2,2,6,7,12
H,0.0,0.0,0.0,3,3,4,18,15,3,5,2,14,13
D,0.0,0.0,0.0,3,4,3,12,13,3,3,4,11,19
H,0.0,0.0,0.0,8,0,2,22,9,3,5,2,13,14
H,0.0,0.0,0.0,4,5,1,15,7,2,2,6,13,19
A,0.0,0.0,0.0,2,3,5,7,10,3,3,4,11,14
H,0.0,0.0,0.0,2,5,3,13,12,3,2,5,9,16
H,0.0,0.0,0.0,5,3,2,19,15,2,4,4,9,13
A,0.0,0.0,0.0,3,3,4,11,12,5,2,3,16,12
A,0.0,0.0,0.0,4,3,3,20,14,3,5,2,11,11
H,0.0,0.0,0.0,1,2,7,11,19,2,2,6,7,17
D,0.0,0.0,0.0,5,2,3,19,12,2,3,5,7,10
H,0.0,0.0,0.0,3,3,4,11,13,6,3,1,20,12
H,0.0,0.0,0.0,2,3,5,9,15,8,0,2,23,10
D,0.0,0.0,0.0,3,5,2,13,15,3,5,2,15,11
H,0.0,0.0,0.0,2,4,4,10,19,3,3,4,11,16
H,0.0,0.0,0.0,5,4,1,16,7,2,5,3,13,15
H,0.0,0.0,0.0,3,2,5,12,18,4,5,1,11,8
H,0.0,0.0,0.0,5,3,2,17,12,2,2,6,8,18
H,0.0,0.0,0.0,7,0,3,22,11,3,4,3,11,17
H,0.0,0.0,0.0,4,2,4,19,14,6,4,0,17,4
D,0.0,0.0,0.0,2,4,4,12,17,3,5,2,13,15
H,0.0,0.0,0.0,3,5,2,15,11,4,2,4,12,12
H,0.0,0.0,0.0,2,3,5,7,10,2,3,5,7,14
H,0.0,0.0,0.0,2,1,7,12,19,4,3,3,16,11
A,0.0,0.0,0.0,3,4,3,7,9,3,2,5,6,11
D,0.0,0.0,0.0,4,4,2,11,7,1,3,6,8,16
H,0.0,0.0,0.0,5,1,4,16,16,2,2,6,6,12
A,0.0,0.0,0.0,2,2,6,14,20,4,5,1,14,6
A,0.0,0.0,0.0,4,2,4,14,12,6,4,0,26,10
D,0.0,0.0,0.0,3,4,3,9,9,5,1,4,16,12
A,0.0,0.0,0.0,4,3,3,11,17,3,5,2,7,7
H,0.0,0.0,0.0,4,4,2,12,10,7,0,3,21,10
H,0.0,0.0,0.0,4,2,4,13,13,3,3,4,10,10
H,0.0,0.0,0.0,3,3,4,11,19,5,3,2,18,14
D,0.0,0.0,0.0,3,2,5,10,18,3,1,6,13,18
D,0.0,0.0,0.0,2,3,5,9,15,3,5,2,19,11
D,0.0,0.0,0.0,2,2,6,10,19,2,5,3,12,15
H,0.0,0.0,0.0,3,3,4,10,11,5,4,1,18,9
D,0.0,0.0,0.0,3,6,1,13,13,4,2,4,21,15
A,0.0,0.0,0.0,3,2,5,9,11,3,3,4,10,18
H,0.0,0.0,0.0,7,0,3,21,11,5,2,3,13,10
D,0.0,0.0,0.0,5,3,2,19,14,4,4,2,13,10
H,0.0,0.0,0.0,4,4,2,15,11,3,6,1,13,13
H,0.0,0.0,0.0,4,3,3,22,15,2,3,5,9,17
D,0.0,0.0,0.0,2,6,2,12,12,2,3,5,9,19
H,0.0,0.0,0.0,2,2,6,12,18,1,4,5,8,15
D,0.0,0.0,0.0,3,5,2,18,10,4,2,4,11,10
H,0.0,0.0,0.0,2,2,6,7,11,4,4,2,16,12
H,0.0,0.0,0.0,7,0,3,23,12,2,2,6,13,19
A,0.0,0.0,0.0,4,2,4,12,13,2,6,2,14,12
H,0.0,0.0,0.0,4,3,3,13,11,2,6,2,11,11
A,0.0,0.0,0.0,2,4,4,9,13,5,4,1,15,7
H,0.0,0.0,0.0,4,3,3,12,17,4,3,3,18,13
A,0.0,0.0,0.0,4,5,1,12,8,3,5,2,13,14
H,0.0,0.0,0.0,1,4,5,7,14,2,3,5,7,15
A,0.0,0.0,0.0,2,6,2,10,10,5,2,3,12,16
H,0.0,0.0,0.0,5,4,1,13,5,4,1,5,11,14
A,0.0,0.0,0.0,3,6,1,15,10,4,4,2,13,10
A,0.0,0.0,0.0,3,4,3,14,14,7,0,3,21,12
D,0.0,0.0,0.0,2,2,6,11,17,3,2,5,9,9
D,0.0,0.0,0.0,1,3,6,5,15,1,4,5,7,13
D,0.0,0.0,0.0,3,3,4,15,12,2,4,4,7,12
H,0.0,0.0,0.0,4,5,1,16,13,5,2,3,14,11
D,0.0,0.0,0.0,3,4,3,13,15,2,2,6,11,17
H,0.0,0.0,0.0,3,3,4,10,8,3,5,2,15,13
A,0.0,0.0,0.0,3,1,6,10,17,2,5,3,12,13
D,0.0,0.0,0.0,4,4,2,14,10,6,4,0,16,4
A,0.0,0.0,0.0,8,0,2,24,10,3,3,4,16,13
D,0.0,0.0,0.0,2,4,4,9,14,5,4,1,20,13
H,0.0,0.0,0.0,5,2,3,13,17,1,3,6,6,16
H,0.0,0.0,0.0,4,2,4,13,16,1,4,5,7,13
A,0.0,0.0,0.0,5,5,0,14,3,5,2,3,13,17
D,0.0,0.0,0.0,5,5,0,19,11,3,1,6,9,14
H,0.0,0.0,0.0,1,3,6,9,16,4,4,2,14,10
D,0.0,0.0,0.0,3,4,3,13,13,7,0,3,20,12
H,0.0,0.0,0.0,3,3,4,18,13,4,3,3,12,7
H,0.0,0.0,0.0,3,4,3,14,14,3,4,3,13,15
D,0.0,0.0,0.0,1,3,6,7,17,2,5,3,8,12
D,0.0,0.0,0.0,1,3,6,7,17,5,1,4,15,14
D,0.0,0.0,0.0,2,3,5,10,15,3,4,3,15,15
D,0.0,0.0,0.0,3,3,4,9,8,3,5,2,13,12
D,0.0,0.0,0.0,6,1,3,20,13,4,5,1,13,4
H,0.0,0.0,0.0,3,2,5,9,12,4,3,3,19,12
D,0.0,0.0,0.0,3,4,3,14,15,4,6,0,16,9
H,0.0,0.0,0.0,4,4,2,12,8,1,4,5,9,18
A,0.0,0.0,0.0,5,2,3,13,17,1,4,5,7,16
H,0.0,0.0,0.0,4,2,4,15,15,1,6,3,7,12
H,0.0,0.0,0.0,3,7,0,12,9,4,2,4,10,17
D,0.0,0.0,0.0,1,5,4,6,12,4,2,4,9,9
H,0.0,0.0,0.0,5,2,3,16,11,4,4,2,11,8
A,0.0,0.0,0.0,2,3,5,8,15,5,2,3,19,15
D,0.0,0.0,0.0,1,3,6,8,19,3,3,4,10,9
D,0.0,0.0,0.0,3,6,1,13,11,3,5,2,15,13
D,0.0,0.0,0.0,4,2,4,17,11,2,3,5,10,15
A,0.0,0.0,0.0,3,6,1,12,5,3,5,2,16,13
H,0.0,0.0,0.0,4,5,1,16,10,2,7,1,13,12
H,0.0,0.0,0.0,2,4,4,7,8,3,5,2,12,6
D,0.0,0.0,0.0,3,5,2,16,14,3,3,4,15,12
D,0.0,0.0,0.0,2,3,5,11,16,4,6,0,15,10
D,0.0,0.0,0.0,4,3,3,10,9,1,4,5,7,17
H,0.0,0.0,0.0,4,3,3,12,10,2,3,5,9,13
A,0.0,0.0,0.0,3,2,5,9,19,1,5,4,7,13
H,0.0,0.0,0.0,6,2,2,21,13,5,2,3,14,12
H,0.0,0.0,0.0,5,3,2,15,10,3,4,3,10,8
H,0.0,0.0,0.0,4,3,3,11,10,3,6,1,18,14
H,0.0,0.0,0.0,2,2,6,8,20,1,4,5,12,18
H,0.0,0.0,0.0,7,1,2,21,12,4,5,1,14,9
D,0.0,0.0,0.0,2,4,4,8,13,2,6,2,12,12
H,0.0,0.0,0.0,1,4,5,6,16,3,5,2,13,8
H,0.0,0.0,0.0,5,1,4,12,11,2,4,4,17,15
D,0.0,0.0,0.0,2,2,6,10,16,4,6,0,17,12
H,0.0,0.0,0.0,1,4,5,9,15,3,4,3,10,10
H,0.0,0.0,0.0,5,5,0,16,6,6,0,4,17,16
H,0.0,0.0,0.0,4,2,4,14,13,4,4,2,9,8
H,0.0,0.0,0.0,7,3,0,29,10,1,2,7,13,21
D,0.0,0.0,0.0,4,2,4,12,19,3,2,5,8,13
H,0.0,0.0,0.0,4,1,5,12,18,3,3,4,9,12
D,0.0,0.0,0.0,2,2,6,7,11,4,4,2,11,7
A,0.0,0.0,0.0,4,4,2,13,11,3,2,5,10,18
H,0.0,0.0,0.0,1,3,6,11,19,4,3,3,12,10
H,0.0,0.0,0.0,2,6,2,13,13,5,3,2,15,11
A,0.0,0.0,0.0,3,3,4,9,8,8,0,2,22,10
H,0.0,0.0,0.0,4,6,0,18,13,2,4,4,8,15
D,0.0,0.0,0.0,2,4,4,18,20,1,3,6,10,18
A,0.0,0.0,0.0,3,4,3,12,8,2,5,3,10,14
A,0.0,0.0,0.0,3,5,2,17,15,5,1,4,16,11
H,0.0,0.0,0.0,3,4,3,11,11,7,3,0,30,9
H,0.0,0.0,0.0,4,2,4,15,13,2,3,5,10,15
D,0.0,0.0,0.0,3,3,4,7,10,4,3,3,9,10
D,0.0,0.0,0.0,4,3,3,14,13,3,3,4,11,19
A,0.0,0.0,0.0,4,1,5,13,19,6,4,0,18,7
D,0.0,0.0,0.0,1,2,7,12,22,2,2,6,7,11
H,0.0,0.0,0.0,4,4,2,11,7,3,3,4,10,13
A,0.0,0.0,0.0,6,3,1,26,11,5,2,3,18,12
A,0.0,0.0,0.0,1,3,6,6,11,2,2,6,9,16
D,0.0,0.0,0.0,6,4,0,19,7,4,4,2,13,11
H,0.0,0.0,0.0,3,3,4,10,13,5,1,4,16,16
H,0.0,0.0,0.0,3,4,3,13,16,4,1,5,12,20
H,0.0,0.0,0.0,3,4,3,8,10,4,4,2,11,7
A,0.0,0.0,0.0,3,4,3,9,11,3,4,3,13,14
A,0.0,0.0,0.0,4,4,2,14,12,1,3,6,6,11
A,0.0,0.0,0.0,3,2,5,9,14,6,2,2,24,10
D,0.0,0.0,0.0,6,2,2,18,10,6,4,0,19,7
D,0.0,0.0,0.0,3,4,3,14,16,4,4,2,10,8
D,0.0,0.0,0.0,3,1,6,12,23,3,3,4,10,13
D,0.0,0.0,0.0,4,1,5,14,17,4,3,3,15,16
H,0.0,0.0,0.0,0,3,7,11,22,4,2,4,11,12
H,0.0,0.0,0.0,6,4,0,19,7,2,3,5,7,9
A,0.0,0.0,0.0,3,2,5,9,12,7,1,2,24,9
H,0.0,0.0,0.0,3,4,3,14,16,4,3,3,12,10
H,0.0,0.0,0.0,3,5,2,9,8,3,2,5,13,18
H,0.0,0.0,0.0,3,4,3,11,12,3,4,3,12,13
D,0.0,0.0,0.0,3,4,3,13,15,6,3,1,19,10
D,0.0,0.0,0.0,3,1,6,12,23,1,3,6,11,20
D,0.0,0.0,0.0,2,4,4,10,18,4,4,2,15,12
D,0.0,0.0,0.0,3,1,6,8,15,4,5,1,12,6
H,0.0,0.0,0.0,8,0,2,27,10,6,4,0,17,7
H,0.0,0.0,0.0,2,2,6,6,9,3,1,6,11,16
H,0.0,0.0,0.0,2,2,6,11,21,3,2,5,12,21
A,0.0,0.0,0.0,1,4,5,11,19,4,3,3,16,11
A,0.0,0.0,0.0,4,3,3,12,10,3,4,3,13,15
D,0.0,0.0,0.0,2,1,7,10,18,5,4,1,15,8
A,0.0,0.0,0.0,3,5,2,14,12,3,2,5,9,15
H,0.0,0.0,0.0,4,6,0,12,5,4,5,1,17,12
A,0.0,0.0,0.0,5,3,2,17,9,8,0,2,27,10
H,0.0,0.0,0.0,3,4,3,12,15,1,4,5,10,17
A,0.0,0.0,0.0,3,2,5,11,21,1,5,4,9,18
A,0.0,0.0,0.0,3,2,5,14,17,3,3,4,9,12
H,0.0,0.0,0.0,5,1,4,17,10,1,4,5,10,17
A,0.0,0.0,0.0,8,0,2,23,10,2,3,5,10,17
H,0.0,0.0,0.0,3,4,3,16,17,4,2,4,11,10
D,0.0,0.0,0.0,2,4,4,18,20,5,3,2,14,10
H,0.0,0.0,0.0,3,4,3,12,14,2,2,6,11,18
H,0.0,0.0,0.0,3,5,2,13,12,4,2,4,12,15
A,0.0,0.0,0.0,3,4,3,10,13,4,6,0,16,12
H,0.0,0.0,0.0,4,4,2,9,9,4,4,2,16,15
D,0.0,0.0,0.0,2,0,8,13,27,2,4,4,9,14
H,0.0,0.0,0.0,3,2,5,13,17,6,3,1,21,12
D,0.0,0.0,0.0,7,1,2,25,10,4,4,2,19,10
D,0.0,0.0,0.0,5,3,2,18,8,3,3,4,14,16
H,0.0,0.0,0.0,4,2,4,14,16,4,1,5,15,15
H,0.0,0.0,0.0,1,2,7,7,20,3,3,4,11,14
H,0.0,0.0,0.0,3,3,4,11,13,6,2,2,24,10
A,0.0,0.0,0.0,5,3,2,18,13,5,2,3,16,15
H,0.0,0.0,0.0,3,5,2,19,12,5,4,1,10,4
H,0.0,0.0,0.0,3,4,3,16,15,3,2,5,11,17
A,0.0,0.0,0.0,1,5,4,9,15,5,3,2,18,8
H,0.0,0.0,0.0,3,4,3,14,15,1,1,8,12,28
D,0.0,0.0,0.0,4,1,5,16,17,6,1,3,16,13
H,0.0,0.0,0.0,3,3,4,15,18,2,1,7,6,18
H,0.0,0.0,0.0,0,1,9,10,31,4,4,2,9,9
H,0.0,0.0,0.0,3,2,5,11,16,1,5,4,10,15
H,0.0,0.0,0.0,6,2,2,25,12,4,3,3,15,13
A,0.0,0.0,0.0,5,3,2,18,9,5,2,3,17,14
H,0.0,0.0,0.0,6,1,3,16,13,3,4,3,14,13
D,0.0,0.0,0.0,2,1,7,6,17,3,5,2,20,12
H,0.0,0.0,0.0,5,2,3,16,15,4,3,3,14,10
H,0.0,0.0,0.0,4,2,4,16,16,4,2,4,15,17
A,0.0,0.0,0.0,4,3,3,14,12,6,1,3,17,11
H,0.0,0.0,0.0,6,2,2,22,13,5,2,3,15,12
H,0.0,0.0,0.0,3,5,2,20,12,4,2,4,14,16
A,0.0,0.0,0.0,4,2,4,13,12,5,2,3,17,14
A,0.0,0.0,0.0,1,4,5,9,15,1,2,7,7,19
H,0.0,0.0,0.0,3,4,3,14,17,3,2,5,11,16
H,0.0,0.0,0.0,3,4,3,9,11,5,2,3,16,12
A,0.0,0.0,0.0,1,0,9,11,31,7,1,2,24,10
H,0.0,0.0,0.0,3,2,5,12,17,1,0,9,12,30
H,0.0,0.0,0.0,8,1,1,25,8,1,4,5,8,14
D,0.0,0.0,0.0,4,2,4,14,12,3,4,3,13,18
A,0.0,0.0,0.0,6,1,3,17,11,4,4,2,10,6
H,0.0,0.0,0.0,2,2,6,8,18,7,2,1,25,13
D,0.0,0.0,0.0,6,1,3,19,13,3,5,2,16,12
A,0.0,0.0,0.0,5,1,4,15,13,3,3,4,11,13
D,0.0,0.0,0.0,3,2,5,13,17,3,2,5,13,16
D,0.0,0.0,0.0,4,3,3,15,12,3,3,4,14,17
D,0.0,0.0,0.0,6,2,2,22,16,5,2,3,17,14
D,0.0,0.0,0.0,3,5,2,15,11,4,1,5,16,17
A,0.0,0.0,0.0,3,3,4,14,16,3,1,6,9,18
H,0.0,0.0,0.0,3,5,2,14,14,8,1,1,26,9
D,0.0,0.0,0.0,5,4,1,10,4,3,2,5,12,17
A,0.0,0.0,0.0,0,0,10,10,30,4,3,3,15,8
H,0.0,0.0,0.0,1,4,5,9,15,5,1,4,12,12
H,0.0,0.0,0.0,4,4,2,15,10,2,6,2,15,12
A,0.0,0.0,0.0,4,5,1,10,5,7,1,2,25,10
A,0.0,0.0,0.0,3,3,4,12,16,5,3,2,17,8
D,0.0,0.0,0.0,3,3,4,14,14,4,1,5,12,17
D,0.0,0.0,0.0,3,1,6,10,19,0,0,10,10,30
H,0.0,0.0,0.0,2,4,4,14,16,4,3,3,14,14
A,0.0,0.0,0.0,3,5,2,14,14,4,2,4,15,15
H,0.0,0.0,0.0,5,3,2,20,15,3,4,3,14,16
D,0.0,0.0,0.0,4,4,2,14,10,6,3,1,20,12
H,0.0,0.0,0.0,2,5,3,16,14,6,2,2,18,8
H,0.0,0.0,0.0,5,2,3,15,12,3,3,4,14,14
H,0.0,0.0,0.0,3,3,4,13,17,3,4,3,14,14
D,0.0,0.0,0.0,4,2,4,13,14,3,4,3,14,15
H,0.0,0.0,0.0,2,2,6,9,19,3,5,2,9,8
D,0.0,0.0,0.0,4,2,4,13,17,0,1,9,12,31
H,0.0,0.0,0.0,7,1,2,26,9,2,3,5,12,18
H,0.0,0.0,0.0,3,3,4,13,13,4,4,2,14,10
A,0.0,0.0,0.0,6,3,1,19,11,3,4,3,18,13
A,0.0,0.0,0.0,5,2,3,16,10,8,1,1,27,7
D,0.0,0.0,0.0,2,2,6,11,19,4,3,3,11,12
H,0.0,0.0,0.0,2,5,3,13,15,2,2,6,9,18
A,0.0,0.0,0.0,0,2,8,11,29,4,2,4,13,14
H,0.0,0.0,0.0,2,4,4,9,15,6,1,3,15,11
D,0.0,0.0,0.0,3,4,3,8,9,4,2,4,16,17
H,0.0,0.0,0.0,4,4,2,18,11,4,2,4,15,13
H,0.0,0.0,0.0,3,4,3,12,11,3,5,2,14,13
H,0.0,0.0,0.0,5,2,3,14,13,3,5,2,9,7
H,0.0,0.0,0.0,5,1,4,13,12,0,1,9,9,28
A,0.0,0.0,0.0,2,1,7,7,18,2,3,5,11,18
H,0.0,0.0,0.0,4,3,3,17,16,8,1,1,28,7
H,0.0,0.0,0.0,4,3,3,11,12,4,2,4,14,13
A,0.0,0.0,0.0,2,4,4,10,15,5,3,2,18,13
D,0.0,0.0,0.0,3,5,2,12,6,1,4,5,9,18
D,0.0,0.0,0.0,4,3,3,15,14,6,1,3,21,9
H,0.0,0.0,0.0,4,4,2,13,11,2,4,4,11,16
H,0.0,0.0,0.0,5,5,0,17,12,4,5,1,15,11
H,0.0,0.0,0.0,3,2,5,10,16,2,1,7,9,18
A,0.0,0.0,0.0,3,4,3,13,14,2,4,4,17,19
A,0.0,0.0,0.0,4,1,5,10,11,7,0,3,22,11
H,0.0,0.0,0.0,2,4,4,11,14,4,3,3,13,11
H,0.0,0.0,0.0,4,2,4,15,13,6,2,2,20,14
D,0.0,0.0,0.0,3,4,3,13,13,4,4,2,16,11
A,0.0,0.0,0.0,7,1,2,27,10,5,2,3,12,12
D,0.0,0.0,0.0,4,2,4,14,11,1,1,8,6,20
